Year,Host_City,Host_Country,NOC,Summer,Winter,Gold,Silver,Bronze,Total_Medals,Rating,Rank
2018,PyeongChang,KOR,NOR,False,True,22,17,12,51,112,1
2018,PyeongChang,KOR,GER,False,True,16,11,10,37,80,2
2018,PyeongChang,KOR,CAN,False,True,13,7,10,30,63,3
2018,PyeongChang,KOR,NED,False,True,7,8,9,24,46,4
2018,PyeongChang,KOR,SWE,False,True,7,10,1,18,42,5
2018,PyeongChang,KOR,USA,False,True,7,7,7,21,42,6
2018,PyeongChang,KOR,OAR,False,True,2,12,9,23,39,7
2018,PyeongChang,KOR,FRA,False,True,7,4,7,18,36,8
2018,PyeongChang,KOR,KOR,False,True,4,9,4,17,34,9
2018,PyeongChang,KOR,JPN,False,True,6,5,4,15,32,10
2018,PyeongChang,KOR,AUT,False,True,5,3,6,14,27,11
2018,PyeongChang,KOR,SUI,False,True,5,4,3,12,26,12
2018,PyeongChang,KOR,ITA,False,True,3,3,6,12,21,13
2018,PyeongChang,KOR,CZE,False,True,2,2,3,7,13,14
2018,PyeongChang,KOR,CHN,False,True,0,5,2,7,12,15
2018,PyeongChang,KOR,BLR,False,True,3,1,0,4,11,16
2018,PyeongChang,KOR,FIN,False,True,1,1,4,6,9,17
2018,PyeongChang,KOR,SVK,False,True,1,2,0,3,7,18
2018,PyeongChang,KOR,GBR,False,True,1,0,3,4,6,19
2018,PyeongChang,KOR,AUS,False,True,0,2,1,3,5,20
2018,PyeongChang,KOR,POL,False,True,1,0,2,3,5,21
2018,PyeongChang,KOR,HUN,False,True,1,0,0,1,3,22
2018,PyeongChang,KOR,SLO,False,True,0,1,1,2,3,23
2018,PyeongChang,KOR,UKR,False,True,1,0,0,1,3,24
2018,PyeongChang,KOR,BEL,False,True,0,1,0,1,2,25
2018,PyeongChang,KOR,ESP,False,True,0,0,2,2,2,26
2018,PyeongChang,KOR,NZL,False,True,0,0,2,2,2,27
2018,PyeongChang,KOR,KAZ,False,True,0,0,1,1,1,28
2018,PyeongChang,KOR,LAT,False,True,0,0,1,1,1,29
2018,PyeongChang,KOR,LIE,False,True,0,0,1,1,1,30
2016,Rio,BRA,USA,True,False,62,41,37,140,305,1
2016,Rio,BRA,GBR,True,False,30,27,17,74,161,2
2016,Rio,BRA,CHN,True,False,23,19,24,66,131,3
2016,Rio,BRA,RUS,True,False,23,18,19,60,124,4
2016,Rio,BRA,GER,True,False,20,12,15,47,99,5
2016,Rio,BRA,FRA,True,False,12,16,14,42,82,6
2016,Rio,BRA,JPN,True,False,13,9,22,44,79,7
2016,Rio,BRA,AUS,True,False,9,14,13,36,68,8
2016,Rio,BRA,ITA,True,False,8,13,8,29,58,9
2016,Rio,BRA,HUN,True,False,11,3,5,19,44,10
2016,Rio,BRA,KOR,True,False,9,3,9,21,42,11
2016,Rio,BRA,BRA,True,False,7,7,6,20,41,12
2016,Rio,BRA,NED,True,False,7,7,4,18,39,13
2016,Rio,BRA,ESP,True,False,8,4,6,18,38,14
2016,Rio,BRA,CAN,True,False,4,3,19,26,37,15
2016,Rio,BRA,NZL,True,False,4,9,5,18,35,16
2016,Rio,BRA,KAZ,True,False,3,5,9,17,28,17
2016,Rio,BRA,AZE,True,False,1,7,10,18,27,18
2016,Rio,BRA,DEN,True,False,2,6,8,16,26,19
2016,Rio,BRA,KEN,True,False,5,5,1,11,26,20
2016,Rio,BRA,JAM,True,False,4,5,2,11,24,21
2016,Rio,BRA,CRO,True,False,5,3,2,10,23,22
2016,Rio,BRA,CUB,True,False,5,2,4,11,23,23
2016,Rio,BRA,UZB,True,False,4,2,7,13,23,24
2016,Rio,BRA,UKR,True,False,2,6,4,12,22,25
2016,Rio,BRA,SWE,True,False,2,6,3,11,21,26
2016,Rio,BRA,RSA,True,False,2,6,2,10,20,27
2016,Rio,BRA,POL,True,False,2,3,6,11,18,28
2016,Rio,BRA,COL,True,False,3,2,3,8,16,29
2016,Rio,BRA,SRB,True,False,2,4,2,8,16,30
2016,Rio,BRA,BLR,True,False,1,4,4,9,15,31
2016,Rio,BRA,CZE,True,False,1,2,8,11,15,32
2016,Rio,BRA,IRI,True,False,3,1,4,8,15,33
2016,Rio,BRA,SUI,True,False,3,2,2,7,15,34
2016,Rio,BRA,PRK,True,False,2,3,2,7,14,35
2016,Rio,BRA,GRE,True,False,3,1,2,6,13,36
2016,Rio,BRA,TUR,True,False,1,3,4,8,13,37
2016,Rio,BRA,BEL,True,False,2,2,2,6,12,38
2016,Rio,BRA,GEO,True,False,2,1,4,7,12,39
2016,Rio,BRA,THA,True,False,2,2,2,6,12,40
2016,Rio,BRA,ARG,True,False,3,1,0,4,11,41
2016,Rio,BRA,ETH,True,False,1,2,4,7,11,42
2016,Rio,BRA,SVK,True,False,2,2,0,4,10,43
2016,Rio,BRA,ARM,True,False,1,3,0,4,9,44
2016,Rio,BRA,MEX,True,False,0,3,2,5,8,45
2016,Rio,BRA,SLO,True,False,1,2,1,4,8,46
2016,Rio,BRA,INA,True,False,1,2,0,3,7,47
2016,Rio,BRA,MAS,True,False,0,3,1,4,7,48
2016,Rio,BRA,ROU,True,False,1,1,2,4,7,49
2016,Rio,BRA,BRN,True,False,1,1,0,2,5,50
2016,Rio,BRA,LTU,True,False,0,1,3,4,5,51
2016,Rio,BRA,TPE,True,False,1,0,2,3,5,52
2016,Rio,BRA,VIE,True,False,1,1,0,2,5,53
2016,Rio,BRA,ALG,True,False,0,2,0,2,4,54
2016,Rio,BRA,BAH,True,False,1,0,1,2,4,55
2016,Rio,BRA,BUL,True,False,0,1,2,3,4,56
2016,Rio,BRA,CIV,True,False,1,0,1,2,4,57
2016,Rio,BRA,IOA,True,False,1,0,1,2,4,58
2016,Rio,BRA,IRL,True,False,0,2,0,2,4,59
2016,Rio,BRA,NOR,True,False,0,0,4,4,4,60
2016,Rio,BRA,VEN,True,False,0,1,2,3,4,61
2016,Rio,BRA,EGY,True,False,0,0,3,3,3,62
2016,Rio,BRA,FIJ,True,False,1,0,0,1,3,63
2016,Rio,BRA,IND,True,False,0,1,1,2,3,64
2016,Rio,BRA,JOR,True,False,1,0,0,1,3,65
2016,Rio,BRA,KOS,True,False,1,0,0,1,3,66
2016,Rio,BRA,MGL,True,False,0,1,1,2,3,67
2016,Rio,BRA,PUR,True,False,1,0,0,1,3,68
2016,Rio,BRA,SGP,True,False,1,0,0,1,3,69
2016,Rio,BRA,TJK,True,False,1,0,0,1,3,70
2016,Rio,BRA,TUN,True,False,0,0,3,3,3,71
2016,Rio,BRA,BDI,True,False,0,1,0,1,2,72
2016,Rio,BRA,GRN,True,False,0,1,0,1,2,73
2016,Rio,BRA,ISR,True,False,0,0,2,2,2,74
2016,Rio,BRA,NIG,True,False,0,1,0,1,2,75
2016,Rio,BRA,PHI,True,False,0,1,0,1,2,76
2016,Rio,BRA,QAT,True,False,0,1,0,1,2,77
2016,Rio,BRA,AUT,True,False,0,0,1,1,1,78
2016,Rio,BRA,DOM,True,False,0,0,1,1,1,79
2016,Rio,BRA,EST,True,False,0,0,1,1,1,80
2016,Rio,BRA,FIN,True,False,0,0,1,1,1,81
2016,Rio,BRA,MAR,True,False,0,0,1,1,1,82
2016,Rio,BRA,MDA,True,False,0,0,1,1,1,83
2016,Rio,BRA,NGR,True,False,0,0,1,1,1,84
2016,Rio,BRA,POR,True,False,0,0,1,1,1,85
2016,Rio,BRA,TTO,True,False,0,0,1,1,1,86
2016,Rio,BRA,UAE,True,False,0,0,1,1,1,87
2014,Sochi,RUS,NOR,False,True,18,5,12,35,76,1
2014,Sochi,RUS,RUS,False,True,15,7,10,32,69,2
2014,Sochi,RUS,NED,False,True,13,7,7,27,60,3
2014,Sochi,RUS,CAN,False,True,7,11,5,23,48,4
2014,Sochi,RUS,GER,False,True,8,9,5,22,47,5
2014,Sochi,RUS,USA,False,True,7,6,12,25,45,6
2014,Sochi,RUS,SWE,False,True,5,7,7,19,36,7
2014,Sochi,RUS,AUT,False,True,4,7,6,17,32,8
2014,Sochi,RUS,FRA,False,True,4,4,7,15,27,9
2014,Sochi,RUS,SUI,False,True,6,3,2,11,26,10
2014,Sochi,RUS,KOR,False,True,5,3,2,10,23,11
2014,Sochi,RUS,CZE,False,True,2,7,2,11,22,12
2014,Sochi,RUS,CHN,False,True,3,3,3,9,18,13
2014,Sochi,RUS,POL,False,True,4,1,2,7,16,14
2014,Sochi,RUS,JPN,False,True,1,4,4,9,15,15
2014,Sochi,RUS,SLO,False,True,2,2,4,8,14,16
2014,Sochi,RUS,BLR,False,True,4,0,1,5,13,17
2014,Sochi,RUS,ITA,False,True,0,2,7,9,11,18
2014,Sochi,RUS,FIN,False,True,1,2,1,4,8,19
2014,Sochi,RUS,GBR,False,True,1,1,2,4,7,20
2014,Sochi,RUS,LAT,False,True,0,2,3,5,7,21
2014,Sochi,RUS,AUS,False,True,0,2,1,3,5,22
2014,Sochi,RUS,SVK,False,True,1,0,0,1,3,23
2014,Sochi,RUS,UKR,False,True,1,0,0,1,3,24
2014,Sochi,RUS,CRO,False,True,0,1,0,1,2,25
2014,Sochi,RUS,KAZ,False,True,0,0,1,1,1,26
2012,London,UK,USA,True,False,55,24,30,109,243,1
2012,London,UK,CHN,True,False,41,32,22,95,209,2
2012,London,UK,GBR,True,False,31,16,21,68,146,3
2012,London,UK,RUS,True,False,20,21,29,70,131,4
2012,London,UK,GER,True,False,13,20,15,48,94,5
2012,London,UK,AUS,True,False,10,19,15,44,83,6
2012,London,UK,FRA,True,False,12,13,14,39,76,7
2012,London,UK,JPN,True,False,7,14,17,38,66,8
2012,London,UK,KOR,True,False,13,9,8,30,65,9
2012,London,UK,ITA,True,False,10,9,12,31,60,10
2012,London,UK,HUN,True,False,10,5,6,21,46,11
2012,London,UK,NED,True,False,6,8,8,22,42,12
2012,London,UK,UKR,True,False,6,5,10,21,38,13
2012,London,UK,ESP,True,False,4,10,5,19,37,14
2012,London,UK,IRI,True,False,5,6,2,13,29,15
2012,London,UK,BRA,True,False,3,5,9,17,28,16
2012,London,UK,CUB,True,False,5,3,7,15,28,17
2012,London,UK,NZL,True,False,6,2,5,13,27,18
2012,London,UK,JAM,True,False,3,7,3,13,26,19
2012,London,UK,CAN,True,False,1,5,11,17,24,20
2012,London,UK,CZE,True,False,4,3,4,11,22,21
2012,London,UK,BLR,True,False,2,5,3,10,19,22
2012,London,UK,DEN,True,False,2,4,3,9,17,23
2012,London,UK,KAZ,True,False,3,1,6,10,17,24
2012,London,UK,KEN,True,False,2,3,5,10,17,25
2012,London,UK,POL,True,False,3,1,6,10,17,26
2012,London,UK,AZE,True,False,2,2,6,10,16,27
2012,London,UK,ETH,True,False,3,2,3,8,16,28
2012,London,UK,ROU,True,False,1,5,3,9,16,29
2012,London,UK,PRK,True,False,4,0,2,6,14,30
2012,London,UK,RSA,True,False,3,2,1,6,14,31
2012,London,UK,SWE,True,False,1,4,3,8,14,32
2012,London,UK,COL,True,False,1,3,4,8,13,33
2012,London,UK,CRO,True,False,3,1,2,6,13,34
2012,London,UK,GEO,True,False,1,3,3,7,12,35
2012,London,UK,LTU,True,False,2,1,2,5,10,36
2012,London,UK,MEX,True,False,1,2,3,6,10,37
2012,London,UK,SUI,True,False,2,2,0,4,10,38
2012,London,UK,IRL,True,False,1,1,4,6,9,39
2012,London,UK,NOR,True,False,2,1,1,4,9,40
2012,London,UK,IND,True,False,0,2,4,6,8,41
2012,London,UK,TTO,True,False,1,1,3,5,8,42
2012,London,UK,ARG,True,False,1,1,2,4,7,43
2012,London,UK,EGY,True,False,0,3,1,4,7,44
2012,London,UK,MGL,True,False,0,2,3,5,7,45
2012,London,UK,SLO,True,False,1,1,2,4,7,46
2012,London,UK,SRB,True,False,1,1,2,4,7,47
2012,London,UK,TUN,True,False,2,0,1,3,7,48
2012,London,UK,THA,True,False,0,2,2,4,6,49
2012,London,UK,TUR,True,False,1,1,1,3,6,50
2012,London,UK,DOM,True,False,1,1,0,2,5,51
2012,London,UK,FIN,True,False,0,2,1,3,5,52
2012,London,UK,INA,True,False,0,2,1,3,5,53
2012,London,UK,SVK,True,False,0,1,3,4,5,54
2012,London,UK,UZB,True,False,1,0,2,3,5,55
2012,London,UK,BEL,True,False,0,1,2,3,4,56
2012,London,UK,BUL,True,False,0,1,2,3,4,57
2012,London,UK,LAT,True,False,1,0,1,2,4,58
2012,London,UK,TPE,True,False,1,0,1,2,4,59
2012,London,UK,ALG,True,False,1,0,0,1,3,60
2012,London,UK,ARM,True,False,0,1,1,2,3,61
2012,London,UK,BAH,True,False,1,0,0,1,3,62
2012,London,UK,BRN,True,False,1,0,0,1,3,63
2012,London,UK,EST,True,False,0,1,1,2,3,64
2012,London,UK,GRN,True,False,1,0,0,1,3,65
2012,London,UK,MAS,True,False,0,1,1,2,3,66
2012,London,UK,PUR,True,False,0,1,1,2,3,67
2012,London,UK,SGP,True,False,0,0,3,3,3,68
2012,London,UK,UGA,True,False,1,0,0,1,3,69
2012,London,UK,VEN,True,False,1,0,0,1,3,70
2012,London,UK,BOT,True,False,0,1,0,1,2,71
2012,London,UK,CYP,True,False,0,1,0,1,2,72
2012,London,UK,GAB,True,False,0,1,0,1,2,73
2012,London,UK,GRE,True,False,0,0,2,2,2,74
2012,London,UK,GUA,True,False,0,1,0,1,2,75
2012,London,UK,MNE,True,False,0,1,0,1,2,76
2012,London,UK,POR,True,False,0,1,0,1,2,77
2012,London,UK,QAT,True,False,0,0,2,2,2,78
2012,London,UK,AFG,True,False,0,0,1,1,1,79
2012,London,UK,CMR,True,False,0,0,1,1,1,80
2012,London,UK,HKG,True,False,0,0,1,1,1,81
2012,London,UK,KSA,True,False,0,0,1,1,1,82
2012,London,UK,KUW,True,False,0,0,1,1,1,83
2012,London,UK,MAR,True,False,0,0,1,1,1,84
2012,London,UK,TJK,True,False,0,0,1,1,1,85
2010,Vancouver,CAN,USA,False,True,9,17,14,40,75,1
2010,Vancouver,CAN,GER,False,True,9,14,8,31,63,2
2010,Vancouver,CAN,NOR,False,True,11,8,5,24,54,3
2010,Vancouver,CAN,CAN,False,True,12,6,4,22,52,4
2010,Vancouver,CAN,AUT,False,True,6,7,6,19,38,5
2010,Vancouver,CAN,KOR,False,True,6,7,2,15,34,6
2010,Vancouver,CAN,RUS,False,True,4,5,7,16,29,7
2010,Vancouver,CAN,CHN,False,True,7,2,3,12,28,8
2010,Vancouver,CAN,SWE,False,True,5,3,2,10,23,9
2010,Vancouver,CAN,SUI,False,True,6,0,3,9,21,10
2010,Vancouver,CAN,FRA,False,True,2,4,5,11,19,11
2010,Vancouver,CAN,NED,False,True,3,1,5,9,16,12
2010,Vancouver,CAN,CZE,False,True,2,0,5,7,11,13
2010,Vancouver,CAN,POL,False,True,1,3,2,6,11,14
2010,Vancouver,CAN,AUS,False,True,2,1,0,3,8,15
2010,Vancouver,CAN,ITA,False,True,1,1,3,5,8,16
2010,Vancouver,CAN,JPN,False,True,0,3,2,5,8,17
2010,Vancouver,CAN,BLR,False,True,1,1,1,3,6,18
2010,Vancouver,CAN,FIN,False,True,0,1,4,5,6,19
2010,Vancouver,CAN,SVK,False,True,1,1,1,3,6,20
2010,Vancouver,CAN,CRO,False,True,0,2,1,3,5,21
2010,Vancouver,CAN,SLO,False,True,0,2,1,3,5,22
2010,Vancouver,CAN,LAT,False,True,0,2,0,2,4,23
2010,Vancouver,CAN,GBR,False,True,1,0,0,1,3,24
2010,Vancouver,CAN,EST,False,True,0,1,0,1,2,25
2010,Vancouver,CAN,KAZ,False,True,0,1,0,1,2,26
2008,Beijing,CHN,USA,True,False,47,42,39,128,264,1
2008,Beijing,CHN,CHN,True,False,50,23,28,101,224,2
2008,Beijing,CHN,RUS,True,False,24,14,24,62,124,3
2008,Beijing,CHN,AUS,True,False,18,18,18,54,108,4
2008,Beijing,CHN,GBR,True,False,20,12,17,49,101,5
2008,Beijing,CHN,GER,True,False,20,10,15,45,95,6
2008,Beijing,CHN,FRA,True,False,9,16,20,45,79,7
2008,Beijing,CHN,KOR,True,False,15,10,7,32,72,8
2008,Beijing,CHN,ITA,True,False,8,9,12,29,54,9
2008,Beijing,CHN,JPN,True,False,9,8,10,27,53,10
2008,Beijing,CHN,CUB,True,False,3,10,16,29,45,11
2008,Beijing,CHN,ESP,True,False,5,11,4,20,41,12
2008,Beijing,CHN,UKR,True,False,7,4,11,22,40,13
2008,Beijing,CHN,NED,True,False,7,6,4,17,37,14
2008,Beijing,CHN,CAN,True,False,3,9,8,20,35,15
2008,Beijing,CHN,BLR,True,False,4,4,7,15,27,16
2008,Beijing,CHN,BRA,True,False,3,4,9,16,26,17
2008,Beijing,CHN,KEN,True,False,4,4,4,12,24,18
2008,Beijing,CHN,POL,True,False,4,5,2,11,24,19
2008,Beijing,CHN,HUN,True,False,3,6,2,11,23,20
2008,Beijing,CHN,NOR,True,False,3,5,1,9,20,21
2008,Beijing,CHN,ROU,True,False,4,1,6,11,20,22
2008,Beijing,CHN,JAM,True,False,3,4,1,8,18,23
2008,Beijing,CHN,NZL,True,False,3,2,5,10,18,24
2008,Beijing,CHN,CZE,True,False,3,3,1,7,16,25
2008,Beijing,CHN,GEO,True,False,3,2,2,7,15,26
2008,Beijing,CHN,SVK,True,False,3,3,0,6,15,27
2008,Beijing,CHN,DEN,True,False,2,2,3,7,13,28
2008,Beijing,CHN,KAZ,True,False,1,3,4,8,13,29
2008,Beijing,CHN,PRK,True,False,2,2,2,6,12,30
2008,Beijing,CHN,SUI,True,False,2,1,4,7,12,31
2008,Beijing,CHN,THA,True,False,2,2,2,6,12,32
2008,Beijing,CHN,ETH,True,False,2,2,1,5,11,33
2008,Beijing,CHN,ARG,True,False,2,0,4,6,10,34
2008,Beijing,CHN,MGL,True,False,2,2,0,4,10,35
2008,Beijing,CHN,AZE,True,False,1,1,4,6,9,36
2008,Beijing,CHN,INA,True,False,1,1,4,6,9,37
2008,Beijing,CHN,SLO,True,False,1,2,2,5,9,38
2008,Beijing,CHN,SWE,True,False,0,4,1,5,9,39
2008,Beijing,CHN,ZIM,True,False,1,3,0,4,9,40
2008,Beijing,CHN,BUL,True,False,1,1,3,5,8,41
2008,Beijing,CHN,LTU,True,False,0,3,2,5,8,42
2008,Beijing,CHN,TUR,True,False,1,1,3,5,8,43
2008,Beijing,CHN,CRO,True,False,0,2,3,5,7,44
2008,Beijing,CHN,FIN,True,False,1,1,2,4,7,45
2008,Beijing,CHN,MEX,True,False,2,0,1,3,7,46
2008,Beijing,CHN,NGR,True,False,0,2,3,5,7,47
2008,Beijing,CHN,TPE,True,False,1,1,2,4,7,48
2008,Beijing,CHN,ARM,True,False,0,1,4,5,6,49
2008,Beijing,CHN,BEL,True,False,2,0,0,2,6,50
2008,Beijing,CHN,LAT,True,False,1,1,1,3,6,51
2008,Beijing,CHN,TTO,True,False,0,3,0,3,6,52
2008,Beijing,CHN,DOM,True,False,1,1,0,2,5,53
2008,Beijing,CHN,EST,True,False,1,1,0,2,5,54
2008,Beijing,CHN,GRE,True,False,0,2,1,3,5,55
2008,Beijing,CHN,IND,True,False,1,0,2,3,5,56
2008,Beijing,CHN,POR,True,False,1,1,0,2,5,57
2008,Beijing,CHN,UZB,True,False,0,1,3,4,5,58
2008,Beijing,CHN,AUT,True,False,0,1,2,3,4,59
2008,Beijing,CHN,COL,True,False,0,1,2,3,4,60
2008,Beijing,CHN,IRI,True,False,1,0,1,2,4,61
2008,Beijing,CHN,IRL,True,False,0,1,2,3,4,62
2008,Beijing,CHN,KGZ,True,False,0,1,2,3,4,63
2008,Beijing,CHN,SRB,True,False,0,1,2,3,4,64
2008,Beijing,CHN,ALG,True,False,0,1,1,2,3,65
2008,Beijing,CHN,BAH,True,False,0,1,1,2,3,66
2008,Beijing,CHN,CMR,True,False,1,0,0,1,3,67
2008,Beijing,CHN,MAR,True,False,0,1,1,2,3,68
2008,Beijing,CHN,PAN,True,False,1,0,0,1,3,69
2008,Beijing,CHN,TJK,True,False,0,1,1,2,3,70
2008,Beijing,CHN,TUN,True,False,1,0,0,1,3,71
2008,Beijing,CHN,CHI,True,False,0,1,0,1,2,72
2008,Beijing,CHN,ECU,True,False,0,1,0,1,2,73
2008,Beijing,CHN,ISL,True,False,0,1,0,1,2,74
2008,Beijing,CHN,MAS,True,False,0,1,0,1,2,75
2008,Beijing,CHN,RSA,True,False,0,1,0,1,2,76
2008,Beijing,CHN,SAM,True,False,0,1,0,1,2,77
2008,Beijing,CHN,SGP,True,False,0,1,0,1,2,78
2008,Beijing,CHN,SUD,True,False,0,1,0,1,2,79
2008,Beijing,CHN,VIE,True,False,0,1,0,1,2,80
2008,Beijing,CHN,AFG,True,False,0,0,1,1,1,81
2008,Beijing,CHN,EGY,True,False,0,0,1,1,1,82
2008,Beijing,CHN,ISR,True,False,0,0,1,1,1,83
2008,Beijing,CHN,MDA,True,False,0,0,1,1,1,84
2008,Beijing,CHN,MRI,True,False,0,0,1,1,1,85
2008,Beijing,CHN,TOG,True,False,0,0,1,1,1,86
2008,Beijing,CHN,VEN,True,False,0,0,1,1,1,87
2006,Turin,ITA,GER,False,True,14,15,6,35,78,1
2006,Turin,ITA,AUT,False,True,12,6,7,25,55,2
2006,Turin,ITA,RUS,False,True,11,6,7,24,52,3
2006,Turin,ITA,CAN,False,True,7,11,6,24,49,4
2006,Turin,ITA,USA,False,True,8,8,8,24,48,5
2006,Turin,ITA,SWE,False,True,8,2,5,15,33,6
2006,Turin,ITA,NOR,False,True,2,8,9,19,31,7
2006,Turin,ITA,KOR,False,True,7,3,2,12,29,8
2006,Turin,ITA,SUI,False,True,4,4,5,13,25,9
2006,Turin,ITA,ITA,False,True,6,0,5,11,23,10
2006,Turin,ITA,NED,False,True,3,2,7,12,20,11
2006,Turin,ITA,CHN,False,True,2,4,5,11,19,12
2006,Turin,ITA,FRA,False,True,2,2,5,9,15,13
2006,Turin,ITA,FIN,False,True,0,5,3,8,13,14
2006,Turin,ITA,EST,False,True,3,0,0,3,9,15
2006,Turin,ITA,CZE,False,True,1,2,1,4,8,16
2006,Turin,ITA,CRO,False,True,1,2,0,3,7,17
2006,Turin,ITA,AUS,False,True,1,0,1,2,4,18
2006,Turin,ITA,JPN,False,True,1,0,0,1,3,19
2006,Turin,ITA,POL,False,True,0,1,1,2,3,20
2006,Turin,ITA,BLR,False,True,0,1,0,1,2,21
2006,Turin,ITA,BUL,False,True,0,1,0,1,2,22
2006,Turin,ITA,GBR,False,True,0,1,0,1,2,23
2006,Turin,ITA,SVK,False,True,0,1,0,1,2,24
2006,Turin,ITA,UKR,False,True,0,0,2,2,2,25
2006,Turin,ITA,LAT,False,True,0,0,1,1,1,26
2004,Athens,GRC,USA,True,False,43,42,28,113,241,1
2004,Athens,GRC,RUS,True,False,29,28,35,92,178,2
2004,Athens,GRC,CHN,True,False,30,17,14,61,138,3
2004,Athens,GRC,AUS,True,False,25,18,18,61,129,4
2004,Athens,GRC,GER,True,False,17,16,23,56,106,5
2004,Athens,GRC,JPN,True,False,19,10,15,44,92,6
2004,Athens,GRC,FRA,True,False,11,9,16,36,67,7
2004,Athens,GRC,GBR,True,False,9,13,13,35,66,8
2004,Athens,GRC,ITA,True,False,11,11,11,33,66,9
2004,Athens,GRC,KOR,True,False,10,12,9,31,63,10
2004,Athens,GRC,CUB,True,False,9,7,11,27,52,11
2004,Athens,GRC,ROU,True,False,11,4,6,21,47,12
2004,Athens,GRC,HUN,True,False,9,7,3,19,44,13
2004,Athens,GRC,UKR,True,False,8,5,9,22,43,14
2004,Athens,GRC,NED,True,False,4,9,10,23,40,15
2004,Athens,GRC,ESP,True,False,3,11,7,21,38,16
2004,Athens,GRC,GRE,True,False,6,6,4,16,34,17
2004,Athens,GRC,CAN,True,False,3,6,3,12,24,18
2004,Athens,GRC,BLR,True,False,2,5,6,13,22,19
2004,Athens,GRC,BRA,True,False,5,2,3,10,22,20
2004,Athens,GRC,TUR,True,False,3,3,5,11,20,21
2004,Athens,GRC,POL,True,False,3,2,5,10,18,22
2004,Athens,GRC,NOR,True,False,5,0,2,7,17,23
2004,Athens,GRC,SWE,True,False,4,2,1,7,17,24
2004,Athens,GRC,BUL,True,False,2,1,8,11,16,25
2004,Athens,GRC,AUT,True,False,2,4,1,7,15,26
2004,Athens,GRC,THA,True,False,3,1,4,8,15,27
2004,Athens,GRC,CZE,True,False,1,3,5,9,14,28
2004,Athens,GRC,KAZ,True,False,1,4,3,8,14,29
2004,Athens,GRC,RSA,True,False,2,3,2,7,14,30
2004,Athens,GRC,DEN,True,False,2,1,5,8,13,31
2004,Athens,GRC,JAM,True,False,3,1,2,6,13,32
2004,Athens,GRC,KEN,True,False,1,4,2,7,13,33
2004,Athens,GRC,NZL,True,False,3,2,0,5,13,34
2004,Athens,GRC,ETH,True,False,2,2,2,6,12,35
2004,Athens,GRC,IRI,True,False,2,2,2,6,12,36
2004,Athens,GRC,SVK,True,False,2,2,2,6,12,37
2004,Athens,GRC,TPE,True,False,2,2,1,5,11,38
2004,Athens,GRC,ARG,True,False,2,0,4,6,10,39
2004,Athens,GRC,GEO,True,False,2,2,0,4,10,40
2004,Athens,GRC,UZB,True,False,2,1,2,5,10,41
2004,Athens,GRC,CRO,True,False,1,2,2,5,9,42
2004,Athens,GRC,PRK,True,False,0,4,1,5,9,43
2004,Athens,GRC,EGY,True,False,1,1,3,5,8,44
2004,Athens,GRC,LAT,True,False,0,4,0,4,8,45
2004,Athens,GRC,MAR,True,False,2,1,0,3,8,46
2004,Athens,GRC,SUI,True,False,1,1,3,5,8,47
2004,Athens,GRC,AZE,True,False,1,0,4,5,7,48
2004,Athens,GRC,INA,True,False,1,1,2,4,7,49
2004,Athens,GRC,LTU,True,False,1,2,0,3,7,50
2004,Athens,GRC,MEX,True,False,0,3,1,4,7,51
2004,Athens,GRC,ZIM,True,False,1,1,1,3,6,52
2004,Athens,GRC,BEL,True,False,1,0,2,3,5,53
2004,Athens,GRC,POR,True,False,0,2,1,3,5,54
2004,Athens,GRC,SLO,True,False,0,1,3,4,5,55
2004,Athens,GRC,BAH,True,False,1,0,1,2,4,56
2004,Athens,GRC,CHI,True,False,1,0,1,2,4,57
2004,Athens,GRC,EST,True,False,0,1,2,3,4,58
2004,Athens,GRC,FIN,True,False,0,2,0,2,4,59
2004,Athens,GRC,ISR,True,False,1,0,1,2,4,60
2004,Athens,GRC,SCG,True,False,0,2,0,2,4,61
2004,Athens,GRC,CMR,True,False,1,0,0,1,3,62
2004,Athens,GRC,DOM,True,False,1,0,0,1,3,63
2004,Athens,GRC,UAE,True,False,1,0,0,1,3,64
2004,Athens,GRC,COL,True,False,0,0,2,2,2,65
2004,Athens,GRC,HKG,True,False,0,1,0,1,2,66
2004,Athens,GRC,IND,True,False,0,1,0,1,2,67
2004,Athens,GRC,NGR,True,False,0,0,2,2,2,68
2004,Athens,GRC,PAR,True,False,0,1,0,1,2,69
2004,Athens,GRC,VEN,True,False,0,0,2,2,2,70
2004,Athens,GRC,ERI,True,False,0,0,1,1,1,71
2004,Athens,GRC,MGL,True,False,0,0,1,1,1,72
2004,Athens,GRC,SYR,True,False,0,0,1,1,1,73
2004,Athens,GRC,TTO,True,False,0,0,1,1,1,74
2002,Salt Lake City,USA,GER,False,True,14,17,8,39,84,1
2002,Salt Lake City,USA,NOR,False,True,15,6,6,27,63,2
2002,Salt Lake City,USA,USA,False,True,8,11,8,27,54,3
2002,Salt Lake City,USA,CAN,False,True,8,2,7,17,35,4
2002,Salt Lake City,USA,AUT,False,True,3,4,11,18,28,5
2002,Salt Lake City,USA,RUS,False,True,5,3,5,13,26,6
2002,Salt Lake City,USA,FIN,False,True,6,3,1,10,25,7
2002,Salt Lake City,USA,ITA,False,True,4,4,4,12,24,8
2002,Salt Lake City,USA,FRA,False,True,4,4,3,11,23,9
