Year,Host_City,Host_Country,Total_Males,Total_Females,Total_Athletes,Summer,Winter,Discipline,Sport,Ath_Name,Gender,NOC,Home_Adv,Gold,Silver,Bronze,Total_Medals,NOC_Gold,NOC_Silver,NOC_Bronze,NOC_Total_Medals,NOC_Rating,NOC_Rank
1968,Grenoble,FRA,947,211,1158,False,True,Bobsleigh,Bobsleigh,"NEAGOE, Nicolae",M,ROU,False,0,0,1,1,0,0,1,1,1,15
1968,Grenoble,FRA,947,211,1158,False,True,Nordic Combined,Skiing,"KÄLIN, Alois",M,SUI,False,0,1,0,1,0,2,4,6,8,11
1968,Grenoble,FRA,947,211,1158,False,True,Alpine Skiing,Skiing,"FAVRE, Willy",M,SUI,False,0,1,0,1,0,2,4,6,8,11
1968,Grenoble,FRA,947,211,1158,False,True,Bobsleigh,Bobsleigh,"CANDRIAN, Hans",M,SUI,False,0,0,1,1,0,2,4,6,8,11
1968,Grenoble,FRA,947,211,1158,False,True,Alpine Skiing,Skiing,"DÄTWYLER, Jean-Daniel",M,SUI,False,0,0,1,1,0,2,4,6,8,11
1968,Grenoble,FRA,947,211,1158,False,True,Cross Country Skiing,Skiing,"HAAS, Joseph",M,SUI,False,0,0,1,1,0,2,4,6,8,11
1968,Grenoble,FRA,947,211,1158,False,True,Alpine Skiing,Skiing,"BOCHATAY, Fernande",F,SUI,False,0,0,1,1,0,2,4,6,8,11
1968,Grenoble,FRA,947,211,1158,False,True,Biathlon,Biathlon,"ARWIDSON, Lars-Göran",M,SWE,False,0,0,1,1,3,4,3,10,20,4
1968,Grenoble,FRA,947,211,1158,False,True,Cross Country Skiing,Skiing,"ANDERSSON, Bjarne",M,SWE,False,0,1,0,1,3,4,3,10,20,4
1968,Grenoble,FRA,947,211,1158,False,True,Cross Country Skiing,Skiing,"LARSSON, Gunnar",M,SWE,False,0,1,1,2,3,4,3,10,20,4
1968,Grenoble,FRA,947,211,1158,False,True,Speed skating,Skating,"HÖGLIN, Johnny",M,SWE,False,1,0,0,1,3,4,3,10,20,4
1968,Grenoble,FRA,947,211,1158,False,True,Speed skating,Skating,"SANDLER, Örjan",M,SWE,False,0,0,1,1,3,4,3,10,20,4
1968,Grenoble,FRA,947,211,1158,False,True,Cross Country Skiing,Skiing,"MARTINSSON, Barbro",F,SWE,False,0,1,0,1,3,4,3,10,20,4
1968,Grenoble,FRA,947,211,1158,False,True,Cross Country Skiing,Skiing,"GUSTAFSSON, Toini",F,SWE,False,2,1,0,3,3,4,3,10,20,4
1968,Grenoble,FRA,947,211,1158,False,True,Ice Hockey,Ice Hockey,"CERNY, Josef",M,TCH,False,0,1,0,1,1,2,1,4,8,12
1968,Grenoble,FRA,947,211,1158,False,True,Ski Jumping,Skiing,"RASKA, Jiri",M,TCH,False,1,1,0,2,1,2,1,4,8,12
1968,Grenoble,FRA,947,211,1158,False,True,Figure skating,Skating,"MASKOVA, Hana",F,TCH,False,0,0,1,1,1,2,1,4,8,12
1968,Grenoble,FRA,947,211,1158,False,True,Figure skating,Skating,"GORELIK, Aleksandr",M,URS,False,0,1,0,1,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Figure skating,Skating,"PROTOPOPOV, Oleg",M,URS,False,1,0,0,1,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Ice Hockey,Ice Hockey,"ALEKSANDROV, Veniamin",M,URS,False,1,0,0,1,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Ski Jumping,Skiing,"BELOUSOV, Vladimir",M,URS,False,1,0,0,1,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Cross Country Skiing,Skiing,"VEDENIN, Vyacheslav",M,URS,False,0,1,0,1,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Biathlon,Biathlon,"MAMATOV, Viktor",M,URS,False,1,0,0,1,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Biathlon,Biathlon,"GUNDARTSEV, Vladimir",M,URS,False,1,0,1,2,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Biathlon,Biathlon,"TIKHONOV, Aleksandr",M,URS,False,1,1,0,2,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Cross Country Skiing,Skiing,"ACHKINA, Rita",F,URS,False,0,0,1,1,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Speed skating,Skating,"TITOVA, Lyudmila",F,URS,False,1,1,0,2,7,4,2,13,31,2
1968,Grenoble,FRA,947,211,1158,False,True,Figure skating,Skating,"WOOD, Timothy",M,USA,False,0,1,0,1,1,3,1,5,10,9
1968,Grenoble,FRA,947,211,1158,False,True,Speed skating,Skating,"MCDERMOTT, Richard",M,USA,False,0,1,0,1,1,3,1,5,10,9
1968,Grenoble,FRA,947,211,1158,False,True,Figure skating,Skating,"FLEMING, Peggy",F,USA,False,1,0,0,1,1,3,1,5,10,9
1968,Grenoble,FRA,947,211,1158,False,True,Speed skating,Skating,"HOLUM, Dianne",F,USA,False,0,1,1,2,1,3,1,5,10,9
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"DEMIDDI, Alberto",Men,ARG,False,0,0,1,1,0,0,2,2,2,39
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"GUILLOTI, Mario",Men,ARG,False,0,0,1,1,0,0,2,2,2,39
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"CAIRD, Maureen",Women,AUS,False,1,0,0,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"RYAN, Pamela",Women,AUS,False,0,1,0,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"PLAYFAIR, Judy",Women,AUS,False,0,1,0,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"MORAS, Karen",Women,AUS,False,0,0,1,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"BOYLE, Raelene Ann",Women,AUS,False,0,1,0,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"LAMY, Jennifer",Women,AUS,False,0,0,1,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"MCCLEMENTS, Lynette",Women,AUS,False,1,1,0,2,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Hockey,Hockey,"DEARING, Paul",Men,AUS,False,0,1,0,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"DICKSON, Peter",Men,AUS,False,0,1,0,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Eventing,Equestrian,"COBCROFT, Brian",Men,AUS,False,0,0,1,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"DOUBELL, Ralph",Men,AUS,False,1,0,0,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"WHITE, Graham",Men,AUS,False,0,1,0,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"CUSACK, Robert",Men,AUS,False,0,0,1,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"BROUGH, Gregory",Men,AUS,False,0,0,1,1,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"WENDEN, Mike",Men,AUS,False,2,1,1,4,5,8,6,19,37,8
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"PROKOP-SYKORA, Liese",Women,AUT,False,0,1,0,1,0,2,2,4,6,24
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"JANKO-EGGER, Eva",Women,AUT,False,0,0,1,1,0,2,2,4,6,24
1968,Mexico,MEX,4735,781,5516,True,False,Canoe Sprint,Canoe,"PFAFF, Günther",Men,AUT,False,0,0,1,1,0,2,2,4,6,24
1968,Mexico,MEX,4735,781,5516,True,False,Sailing,Sailing,"RAUDASCHL, Hubert",Men,AUT,False,0,1,0,1,0,2,2,4,6,24
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Track,Cycling,"GOENS, Daniel",Men,BEL,False,0,0,1,1,0,1,1,2,3,34
1968,Mexico,MEX,4735,781,5516,True,False,Weightlifting,Weightlifting,"REDING, Serge",Men,BEL,False,0,1,0,1,0,1,1,2,3,34
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"PRUDENCIO, Nelson",Men,BRA,False,0,1,0,1,0,1,2,3,4,32
1968,Mexico,MEX,4735,781,5516,True,False,Sailing,Sailing,"CONRAD, Reinaldo",Men,BRA,False,0,0,1,1,0,1,2,3,4,32
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"DE OLIVEIRA, Servilio",Men,BRA,False,0,0,1,1,0,1,2,3,4,32
1968,Mexico,MEX,4735,781,5516,True,False,Football,Football,"CHRISTAKIEV, Georgi",Men,BUL,False,0,1,0,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Greco-Roman,Wrestling,"RADEV, Boyan Aleksandrov",Men,BUL,False,1,0,0,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Freestyle,Wrestling,"GARDJEV, Prodan Stoyanov",Men,BUL,False,0,0,1,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"STANKOV, Georghi",Men,BUL,False,0,0,1,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Freestyle,Wrestling,"VALTCHEV, Enyu Dimov",Men,BUL,False,0,1,0,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Freestyle,Wrestling,"TODOROV, Enyu Dinev",Men,BUL,False,0,1,0,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"MIKAILOV, Ivan",Men,BUL,False,0,0,1,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Greco-Roman,Wrestling,"KIROV, Petar",Men,BUL,False,1,0,0,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Freestyle,Wrestling,"DURALIEV, Osman",Men,BUL,False,0,1,0,1,2,4,3,9,17,16
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"CORSON, Marilyn",Women,CAN,False,0,0,1,1,1,3,2,6,11,20
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"TANNER, Elaine",Women,CAN,False,0,2,1,3,1,3,2,6,11,20
1968,Mexico,MEX,4735,781,5516,True,False,Jumping,Equestrian,"DAY, Jim",Men,CAN,False,1,0,0,1,1,3,2,6,11,20
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"HUTTON, Ralph",Men,CAN,False,0,1,0,1,1,3,2,6,11,20
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"BESSALA, Joseph",Men,CMR,False,0,1,0,1,0,1,0,1,2,40
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"COBIÁN, Miguelina",Women,CUB,False,0,1,0,1,0,3,0,3,6,25
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"GARBEY, Rolando",Men,CUB,False,0,1,0,1,0,3,0,3,6,25
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"REQUEIFEROS BLANCO, Enrique",Men,CUB,False,0,1,0,1,0,3,0,3,6,25
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Road,Cycling,"MORTENSEN, Leif",Men,DEN,False,0,1,0,1,2,4,3,9,17,17
1968,Mexico,MEX,4735,781,5516,True,False,Sailing,Sailing,"BIRCH, Aage",Men,DEN,False,0,1,0,1,2,4,3,9,17,17
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"CHRISTIANSEN, Peter Fich",Men,DEN,False,0,0,1,1,2,4,3,9,17,17
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Track,Cycling,"ASMUSSEN, Gunnar",Men,DEN,False,1,0,0,1,2,4,3,9,17,17
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"JØRGENSEN, Harry",Men,DEN,False,0,0,1,1,2,4,3,9,17,17
1968,Mexico,MEX,4735,781,5516,True,False,Canoe Sprint,Canoe,"HANSEN, Erik",Men,DEN,False,0,0,1,1,2,4,3,9,17,17
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Track,Cycling,"JENSEN, Mogens Frey",Men,DEN,False,1,1,0,2,2,4,3,9,17,17
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Track,Cycling,"FREDBORG, Niels Christian",Men,DEN,False,0,1,0,1,2,4,3,9,17,17
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"WOLDE, Mamo",Men,ETH,False,1,1,0,2,1,1,0,2,5,28
1968,Mexico,MEX,4735,781,5516,True,False,Gymnastics Artistic,Gymnastics,"LAIHO, Olli Eino",Men,FIN,False,0,1,0,1,1,2,1,4,8,23
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"KINNUNEN, Jorma",Men,FIN,False,0,1,0,1,1,2,1,4,8,23
1968,Mexico,MEX,4735,781,5516,True,False,Weightlifting,Weightlifting,"KANGASNIEMI, Kaarlo",Men,FIN,False,1,0,0,1,1,2,1,4,8,23
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"NILSSON, Arto",Men,FIN,False,0,0,1,1,1,2,1,4,8,23
1968,Mexico,MEX,4735,781,5516,True,False,Jumping,Equestrian,"LEFÈBVRE, Janou",Women,FRA,False,0,1,0,1,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"BESSON, Colette",Women,FRA,False,1,0,0,1,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"REVENU, Daniel",Men,FRA,False,1,0,1,2,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"BEROLATTI, Gilles",Men,FRA,False,1,0,0,1,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Modern Pentathlon,Modern Pentathlon,"GIUDICELLI, Jean-Pierre",Men,FRA,False,0,0,1,1,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Eventing,Equestrian,"GUYON, Jean-Jacques",Men,FRA,False,1,0,0,1,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Track,Cycling,"REBILLARD, Daniel",Men,FRA,False,1,0,0,1,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Freestyle,Wrestling,"ROBIN, Daniel",Men,FRA,False,0,2,0,2,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"BAMBUCK, Roger",Men,FRA,False,0,0,1,1,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"MOSCONI, Alain",Men,FRA,False,0,0,1,1,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Track,Cycling,"MORELON, Daniel",Men,FRA,False,2,0,0,2,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Track,Cycling,"TRENTIN, Pierre",Men,FRA,False,2,0,1,3,9,3,5,17,38,7
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"BECKER, Ingrid",Women,FRG,False,1,0,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"WESTERMANN, Liesel",Women,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Dressage,Equestrian,"LINSENHOFF, Liselott",Women,FRG,False,1,0,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Canoe Sprint,Canoe,"ESSER, Roswitha",Women,FRG,False,1,0,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Canoe Sprint,Canoe,"BREUER, Renate",Women,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"FROMMATER, Uta",Women,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"MEISSNER, Jochen",Men,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"SCHIPROWSKI, Claus",Men,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Sailing,Sailing,"LIBOR, Ullrich",Men,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"HENNING, Rüdiger",Men,FRG,False,1,0,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"BENDLIN, Kurt",Men,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"WALDE, Hans-Joachim",Men,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Cycling Track,Cycling,"HEMPEL, Udo",Men,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Jumping,Equestrian,"SCHOCKEMÖHLE, Alwin",Men,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Shooting,Shooting,"WIRNHIER, Konrad",Men,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Dressage,Equestrian,"KLIMKE, Reiner",Men,FRG,False,1,0,1,2,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Dressage,Equestrian,"NECKERMANN, Josef",Men,FRG,False,1,1,0,2,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Canoe Sprint,Canoe,"LEWE, Detlef",Men,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"MEIER, Günther",Men,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Shooting,Shooting,"KLINGNER, Bernd",Men,FRG,False,1,0,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Shooting,Shooting,"MERTEL, Heinz",Men,FRG,False,0,1,0,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"JELLINGHAUS, Martin",Men,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"HOLTHAUS, Michael",Men,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"HENNIGE, Gerhard",Men,FRG,False,0,1,1,2,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"TÜMMLER, Bodo",Men,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Freestyle,Wrestling,"DIETRICH, Wilfried",Men,FRG,False,0,0,1,1,7,11,11,29,54,5
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"SHERWOOD, Sheila",Women,GBR,False,0,1,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Jumping,Equestrian,"COAKES, Marion",Women,GBR,False,0,1,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"BOARD, Lillian",Women,GBR,False,0,1,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Sailing,Sailing,"MACDONALD-SMITH, Iain",Men,GBR,False,1,0,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Shooting,Shooting,"BRAITHWAITE, John",Men,GBR,False,1,0,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Eventing,Equestrian,"JONES, Ben",Men,GBR,False,1,0,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Eventing,Equestrian,"ALLHUSEN, Derek",Men,GBR,False,1,1,0,2,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Jumping,Equestrian,"BROOME, David",Men,GBR,False,0,0,1,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"FINNEGAN, Christopher",Men,GBR,False,1,0,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Sailing,Sailing,"AISHER, Robin",Men,GBR,False,0,0,1,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"HEMERY, David",Men,GBR,False,1,0,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"SHERWOOD, John",Men,GBR,False,0,0,1,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"WOODROFFE, Martin",Men,GBR,False,0,1,0,1,6,5,3,14,31,9
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"HELMBOLD-GUMMEL, Margitta",Women,GDR,False,1,0,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"LANGE, Marita",Women,GDR,False,0,1,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Gymnastics Artistic,Gymnastics,"BAUERSCHMIDT, Maritta",Women,GDR,False,0,0,1,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"GRUNERT , Martina",Women,GDR,False,0,1,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"STEINBACH, Sabine",Women,GDR,False,0,0,1,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"LINDNER, Helga",Women,GDR,False,0,1,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"NORDWIG, Wolfgang",Men,GDR,False,0,0,1,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"BEER, Klaus",Men,GDR,False,0,1,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Sailing,Sailing,"BOROWSKI, Paul",Men,GDR,False,0,0,1,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"MILDE, Lothar",Men,GDR,False,0,1,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"BOTHE, Heinz-Jürgen",Men,GDR,False,1,0,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"FORBERGER, Frank",Men,GDR,False,1,0,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Shooting,Shooting,"CZEKALLA, Kurt",Men,GDR,False,0,0,1,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Greco-Roman,Wrestling,"METZ, Lothar",Men,GDR,False,1,0,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Greco-Roman,Wrestling,"VESPER, Rudolf",Men,GDR,False,1,0,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Boxing,Boxing,"WOLKE, Manfred",Men,GDR,False,1,0,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Shooting,Shooting,"VOLLMAR, Harald",Men,GDR,False,0,0,1,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"HÖHNE, Christoph",Men,GDR,False,1,0,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"GREGOR, Horst-Günther",Men,GDR,False,0,1,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"GELPKE, Manfred",Men,GDR,False,0,1,0,1,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Swimming,Aquatics,"MATTHES, Roland",Men,GDR,False,2,1,0,3,9,8,6,23,49,6
1968,Mexico,MEX,4735,781,5516,True,False,Wrestling Greco-Roman,Wrestling,"GALAKTOPOULOS, Petros",Men,GRE,False,0,0,1,1,0,0,1,1,1,42
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"TOTH, Annamaria",Women,HUN,False,0,0,1,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"NEMETH, Angela",Women,HUN,False,1,0,0,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"REJTO-UJLAKI, Ildiko",Women,HUN,False,0,1,1,2,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"BÓBIS, Ildikó",Women,HUN,False,0,1,0,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"KLEIBER-KONTSEK, Jolan",Women,HUN,False,0,0,1,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Canoe Sprint,Canoe,"PFEFFER, Anna",Women,HUN,False,0,1,0,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"KULCSAR, Gyözö",Men,HUN,False,2,0,0,2,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"FENYVESI, Csaba",Men,HUN,False,1,0,0,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Water Polo,Aquatics,"BODNÁR, András",Men,HUN,False,0,0,1,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"PÉZSA, Tibor",Men,HUN,False,0,0,2,2,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"BAKONYI, Péter",Men,HUN,False,0,0,1,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"KULCSÁR, Gergely",Men,HUN,False,0,0,1,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"LOVÁSZ, Lázár",Men,HUN,False,0,0,1,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Athletics,Athletics,"ZSIVÓTZKY, Gyula",Men,HUN,False,1,0,0,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Football,Football,"BÁSTI, István",Men,HUN,False,1,0,0,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Fencing,Fencing,"KAMUTI, Jenö",Men,HUN,False,0,1,0,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Rowing,Rowing,"CSERMELY, József",Men,HUN,False,0,1,0,1,12,11,14,37,72,3
1968,Mexico,MEX,4735,781,5516,True,False,Modern Pentathlon,Modern Pentathlon,"MONA, Istvan",Men,HUN,False,1,0,0,1,12,11,14,37,72,3
