Year,Host_City,Host_Country,Summer,Winter,Discipline,Sport,Event,Ath_Name,Gender,NOC,Home_Adv,Medal,Gold,Silver,Bronze,Total_Medals,Age
2000,Sydney,AUS,True,False,Cycling Road,Cycling,individual road,"VAN MOORSEL, Leontien",Women,NED,False,Gold,3,1,0,4,30.0
2000,Sydney,AUS,True,False,Cycling Road,Cycling,individual road,"ZILIUTE, Diana",Women,LTU,False,Bronze,0,0,1,1,24.0
2000,Sydney,AUS,True,False,Gymnastics Rhythmic,Gymnastics,individual all-around,"BARSLUKOVA, Yulia",Women,RUS,False,Gold,1,0,0,1,22.0
2000,Sydney,AUS,True,False,Gymnastics Rhythmic,Gymnastics,individual all-around,"KABAEVA, Alina",Women,RUS,False,Bronze,0,0,1,1,17.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,individual all-around,"OLARU, Maria",Women,ROU,False,Silver,1,1,0,2,18.0
2000,Sydney,AUS,True,False,Gymnastics Rhythmic,Gymnastics,individual all-around,"RASKINA, Yulia",Women,BLR,False,Silver,0,1,0,1,18.0
2000,Sydney,AUS,True,False,Hockey,Hockey,hockey,"AICEGA, Magdalena",Women,ARG,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Hockey,Hockey,hockey,"ALLEN, Katie",Women,AUS,True,Gold,1,0,0,1,26.0
2000,Sydney,AUS,True,False,Hockey,Hockey,hockey,"BOOIJ, Minke",Women,NED,False,Bronze,0,0,1,1,23.0
2000,Sydney,AUS,True,False,Athletics,Athletics,high jump,"BERGQVIST, Kajsa",Women,SWE,False,Bronze,0,0,1,1,24.0
2000,Sydney,AUS,True,False,Athletics,Athletics,high jump,"CLOETE, Hestrie",Women,RSA,False,Silver,0,1,0,1,22.0
2000,Sydney,AUS,True,False,Athletics,Athletics,high jump,"PANTELIMON, Oana",Women,ROU,False,Bronze,0,0,1,1,28.0
2000,Sydney,AUS,True,False,Athletics,Athletics,high jump,"YELESINA, Yelena",Women,RUS,False,Gold,1,0,0,1,30.0
2000,Sydney,AUS,True,False,Athletics,Athletics,heptathlon,"LEWIS, Denise",Women,GBR,False,Gold,1,0,0,1,28.0
2000,Sydney,AUS,True,False,Athletics,Athletics,heptathlon,"PROKHOROVA, Yelena",Women,RUS,False,Silver,0,1,0,1,22.0
2000,Sydney,AUS,True,False,Athletics,Athletics,heptathlon,"SAZANOVICH, Natalya",Women,BLR,False,Bronze,0,0,1,1,27.0
2000,Sydney,AUS,True,False,Handball,Handball,handball,"ANDERSEN, Camilla",Women,DEN,False,Gold,1,0,0,1,27.0
2000,Sydney,AUS,True,False,Handball,Handball,handball,"BALOGH, Beatrix",Women,HUN,False,Silver,0,1,0,1,26.0
2000,Sydney,AUS,True,False,Handball,Handball,handball,"DUVHOLT, Kristine",Women,NOR,False,Bronze,0,0,1,1,26.0
2000,Sydney,AUS,True,False,Athletics,Athletics,hammer throw,"KUZENKOVA, Olga",Women,RUS,False,Silver,0,1,0,1,30.0
2000,Sydney,AUS,True,False,Athletics,Athletics,hammer throw,"MÜNCHOW, Kirsten",Women,GER,False,Bronze,0,0,1,1,
2000,Sydney,AUS,True,False,Athletics,Athletics,hammer throw,"SKOLIMOWSKA, Kamila",Women,POL,False,Gold,1,0,0,1,18.0
2000,Sydney,AUS,True,False,Gymnastics Rhythmic,Gymnastics,group competition,"AINDILI, Eirini",Women,GRE,False,Bronze,0,0,1,1,17.0
2000,Sydney,AUS,True,False,Gymnastics Rhythmic,Gymnastics,group competition,"ANANKO, Tatyana",Women,BLR,False,Silver,0,1,0,1,16.0
2000,Sydney,AUS,True,False,Gymnastics Rhythmic,Gymnastics,group competition,"BELOVA, Irina",Women,RUS,False,Gold,1,0,0,1,32.0
2000,Sydney,AUS,True,False,Football,Football,football,"ANGERER, Nadine",Women,GER,False,Bronze,0,0,1,1,22.0
2000,Sydney,AUS,True,False,Football,Football,football,"BEKKEVOLD, Kristin",Women,NOR,False,Gold,1,0,0,1,23.0
2000,Sydney,AUS,True,False,Football,Football,football,"CHASTAIN, Brandi",Women,USA,False,Silver,0,1,0,1,32.0
2000,Sydney,AUS,True,False,Fencing,Fencing,foil individual,"KOENIG, Rita",Women,GER,False,Silver,0,1,1,2,23.0
2000,Sydney,AUS,True,False,Fencing,Fencing,foil individual,"TRILLINI, Giovanna",Women,ITA,False,Bronze,1,0,1,2,30.0
2000,Sydney,AUS,True,False,Fencing,Fencing,foil individual,"VEZZALI, Valentina",Women,ITA,False,Gold,2,0,0,2,26.0
2000,Sydney,AUS,True,False,Fencing,Fencing,foil Team,"BAU, Sabine",Women,GER,False,Bronze,0,0,1,1,31.0
2000,Sydney,AUS,True,False,Fencing,Fencing,foil Team,"BIANCHEDI, Diana",Women,ITA,False,Gold,1,0,0,1,31.0
2000,Sydney,AUS,True,False,Fencing,Fencing,foil Team,"GRUCHALA, Sylwia",Women,POL,False,Silver,0,1,0,1,19.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,floor exercises,"AMANAR, Simona",Women,ROU,False,Bronze,2,0,1,3,21.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,floor exercises,"KHORKINA, Svetlana",Women,RUS,False,Silver,1,2,0,3,21.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,floor exercises,"ZAMOLODCHIKOVA, Elena",Women,RUS,False,Gold,2,1,0,3,18.0
2000,Sydney,AUS,True,False,Rowing,Rowing,eight with coxswain ,"ALEXANDER, Buffy",Women,CAN,False,Bronze,0,0,1,1,23.0
2000,Sydney,AUS,True,False,Rowing,Rowing,eight with coxswain ,"APPELDOORN, Tessa",Women,NED,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Rowing,Rowing,eight with coxswain ,"COGEANU, Veronica",Women,ROU,False,Gold,1,0,0,1,35.0
2000,Sydney,AUS,True,False,Synchronized Swimming,Aquatics,duet,"BRUSNIKINA, Olga",Women,RUS,False,Gold,2,0,0,2,22.0
2000,Sydney,AUS,True,False,Synchronized Swimming,Aquatics,duet,"DEDIEU, Virginie",Women,FRA,False,Bronze,0,0,1,1,21.0
2000,Sydney,AUS,True,False,Synchronized Swimming,Aquatics,duet,"TACHIBANA, Miya",Women,JPN,False,Silver,0,2,0,2,26.0
2000,Sydney,AUS,True,False,Shooting,Shooting,double trap 120,"GELISIO, Deborah",Women,ITA,False,Silver,0,1,0,1,24.0
2000,Sydney,AUS,True,False,Shooting,Shooting,double trap 120,"HANSEN, Pia",Women,SWE,False,Gold,1,0,0,1,35.0
2000,Sydney,AUS,True,False,Shooting,Shooting,double trap 120,"RHODE, Kimberly",Women,USA,False,Bronze,0,0,1,1,21.0
2000,Sydney,AUS,True,False,Rowing,Rowing,double sculls,"BORON, Kathrin",Women,GER,False,Gold,1,0,0,1,31.0
2000,Sydney,AUS,True,False,Rowing,Rowing,double sculls,"POPLAVSKAJA, Kristina",Women,LTU,False,Bronze,0,0,1,1,28.0
2000,Sydney,AUS,True,False,Rowing,Rowing,double sculls,"VAN DISHOECK, Pieta",Women,NED,False,Silver,0,2,0,2,28.0
2000,Sydney,AUS,True,False,Athletics,Athletics,discus throw,"KELESIDOU, Anastasia",Women,GRE,False,Silver,0,1,0,1,28.0
2000,Sydney,AUS,True,False,Athletics,Athletics,discus throw,"YATCHENKO, Iryna",Women,BLR,False,Bronze,0,0,1,1,35.0
2000,Sydney,AUS,True,False,Athletics,Athletics,discus throw,"ZVEREVA, Ellina",Women,BLR,False,Gold,1,0,0,1,40.0
2000,Sydney,AUS,True,False,Mountain Bike,Cycling,cross-country,"BLATTER, Barbara",Women,SUI,False,Silver,0,1,0,1,30.0
2000,Sydney,AUS,True,False,Mountain Bike,Cycling,cross-country,"FULLANA, Marga",Women,ESP,False,Bronze,0,0,1,1,28.0
2000,Sydney,AUS,True,False,Mountain Bike,Cycling,cross-country,"PEZZO, Paola",Women,ITA,False,Gold,1,0,0,1,31.0
2000,Sydney,AUS,True,False,Rowing,Rowing,coxless pair 2-,"DAMIAN, Georgeta",Women,ROU,False,Gold,2,0,0,2,24.0
2000,Sydney,AUS,True,False,Rowing,Rowing,coxless pair 2-,"KRAFT, Karen",Women,USA,False,Bronze,0,0,1,1,31.0
2000,Sydney,AUS,True,False,Rowing,Rowing,coxless pair 2-,"SLATTER, Kate",Women,AUS,True,Silver,0,1,0,1,29.0
2000,Sydney,AUS,True,False,Sailing,Sailing,board (Mistral),"KENDALL, Barbara",Women,NZL,False,Bronze,0,0,1,1,33.0
2000,Sydney,AUS,True,False,Sailing,Sailing,board (Mistral),"LUX, Amelie",Women,GER,False,Silver,0,1,0,1,23.0
2000,Sydney,AUS,True,False,Sailing,Sailing,board (Mistral),"SENSINI, Alessandra",Women,ITA,False,Gold,1,0,0,1,30.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,beam,"LIU, Xuan",Women,CHN,False,Gold,1,0,1,2,21.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,beam,"LOBAZNIOUK, Ekaterina",Women,RUS,False,Silver,0,2,1,3,17.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,beam,"PRODOUNOVA, Elena",Women,RUS,False,Bronze,0,1,1,2,20.0
2000,Sydney,AUS,True,False,Basketball,Basketball,basketball,"ARCAIN, Janeth",Women,BRA,False,Bronze,0,0,1,1,31.0
2000,Sydney,AUS,True,False,Basketball,Basketball,basketball,"BOLTON, Ruthie",Women,USA,False,Gold,1,0,0,1,33.0
2000,Sydney,AUS,True,False,Basketball,Basketball,basketball,"BOYD, Carla",Women,AUS,True,Silver,0,1,0,1,25.0
2000,Sydney,AUS,True,False,Shooting,Shooting,Trap,"GAO, E",Women,CHN,False,Bronze,0,0,1,1,38.0
2000,Sydney,AUS,True,False,Shooting,Shooting,Trap,"GUDZINEVICIUTE, Daina",Women,LTU,False,Gold,1,0,0,1,35.0
2000,Sydney,AUS,True,False,Shooting,Shooting,Trap,"RACINET, Delphine",Women,FRA,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,Team competition,"BOBOC, Loredana",Women,ROU,False,Gold,1,0,0,1,16.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,Team competition,"CHOW, Amy",Women,USA,False,Bronze,0,0,1,1,22.0
2000,Sydney,AUS,True,False,Gymnastics Artistic,Gymnastics,Team competition,"KOLESNIKOVA, Anastassia",Women,RUS,False,Silver,0,1,0,1,16.0
2000,Sydney,AUS,True,False,Synchronized Swimming,Aquatics,Team,"AZAROVA, Elena",Women,RUS,False,Gold,1,0,0,1,27.0
2000,Sydney,AUS,True,False,Synchronized Swimming,Aquatics,Team,"BEAUMONT, Lyne",Women,CAN,False,Bronze,0,0,1,1,22.0
2000,Sydney,AUS,True,False,Dressage,Equestrian,Team,"BLINKS, Susan",Women,USA,False,Bronze,0,0,1,1,43.0
2000,Sydney,AUS,True,False,Dressage,Equestrian,Team,"BONTJE, Ellen",Women,NED,False,Silver,0,1,0,1,42.0
2000,Sydney,AUS,True,False,Eventing,Equestrian,Team,"BRAKEWELL, Jeanette",Women,GBR,False,Silver,0,1,0,1,26.0
2000,Sydney,AUS,True,False,Archery,Archery,Team,"BURDEYNA, Nataliya",Women,UKR,False,Silver,0,1,0,1,26.0
2000,Sydney,AUS,True,False,Dressage,Equestrian,Team,"CAPELLMANN, Nadine",Women,GER,False,Gold,1,0,0,1,35.0
2000,Sydney,AUS,True,False,Synchronized Swimming,Aquatics,Team,"EGAMI, Ayano",Women,JPN,False,Silver,0,1,0,1,20.0
2000,Sydney,AUS,True,False,Eventing,Equestrian,Team,"FOUT, Nina",Women,USA,False,Bronze,0,0,1,1,41.0
2000,Sydney,AUS,True,False,Jumping,Equestrian,Team,"MCNAUGHT, Lesley",Women,SUI,False,Silver,0,1,0,1,36.0
2000,Sydney,AUS,True,False,Archery,Archery,Team,"MENSING, Barbara",Women,GER,False,Bronze,0,0,1,1,40.0
2000,Sydney,AUS,True,False,Cycling Track,Cycling,Sprint,"GRISHINA, Oksana",Women,RUS,False,Silver,0,1,0,1,32.0
2000,Sydney,AUS,True,False,Cycling Track,Cycling,Sprint,"YANOVYCH, Iryna",Women,UKR,False,Bronze,0,0,1,1,24.0
2000,Sydney,AUS,True,False,Shooting,Shooting,Skeet,"DEMINA, Svetlana",Women,RUS,False,Silver,0,1,0,1,39.0
2000,Sydney,AUS,True,False,Shooting,Shooting,Skeet,"IGALY, Diána",Women,HUN,False,Bronze,0,0,1,1,
2000,Sydney,AUS,True,False,Shooting,Shooting,Skeet,"MEFTAKHETDINOVA, Zemfira",Women,AZE,False,Gold,1,0,0,1,37.0
2000,Sydney,AUS,True,False,Table Tennis,Table Tennis,Singles,"CHEN, Jing",Women,TPE,False,Bronze,0,0,1,1,24.0
2000,Sydney,AUS,True,False,Tennis,Tennis,Singles,"DEMENTIEVA, Elena",Women,RUS,False,Silver,0,1,0,1,19.0
2000,Sydney,AUS,True,False,Badminton,Badminton,Singles,"GONG, Zhichao",Women,CHN,False,Gold,1,0,0,1,23.0
2000,Sydney,AUS,True,False,Badminton,Badminton,Singles,"MARTIN, Camilla",Women,DEN,False,Silver,0,1,0,1,26.0
2000,Sydney,AUS,True,False,Tennis,Tennis,Singles,"SELES, Monica",Women,USA,False,Bronze,0,0,1,1,27.0
2000,Sydney,AUS,True,False,Badminton,Badminton,Singles,"YE, Zhaoying",Women,CHN,False,Bronze,0,0,1,1,26.0
2000,Sydney,AUS,True,False,Cycling Track,Cycling,Points Race,"BELLUTTI, Antonella",Women,ITA,False,Gold,1,0,0,1,32.0
2000,Sydney,AUS,True,False,Cycling Track,Cycling,Points Race,"SLYUSAREVA, Olga",Women,RUS,False,Bronze,0,0,1,1,31.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-4 500m,"IONITA, Raluca",Women,ROU,False,Bronze,0,0,1,1,24.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-4 500m,"KOBAN, Rita",Women,HUN,False,Silver,0,1,0,1,35.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-4 500m,"MUCKE, Manuela",Women,GER,False,Gold,1,0,0,1,25.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-2 500m,"FISCHER, Birgit",Women,GER,False,Gold,2,0,0,2,38.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-2 500m,"KOVACS, Katalin",Women,HUN,False,Silver,0,2,0,2,24.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-2 500m,"PASTUSZKA, Aneta",Women,POL,False,Bronze,0,0,1,1,22.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-1 500m,"BORCHERT, Katrin",Women,AUS,True,Bronze,0,0,1,1,31.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-1 500m,"BRUNET, Caroline",Women,CAN,False,Silver,0,1,0,1,31.0
2000,Sydney,AUS,True,False,Canoe Sprint,Canoe,K-1 500m,"IDEM, Josefa",Women,ITA,False,Gold,1,0,0,1,36.0
2000,Sydney,AUS,True,False,Canoe Slalom,Canoe,K-1 (single),"BARDET, Anne-Lise",Women,FRA,False,Bronze,0,0,1,1,
2000,Sydney,AUS,True,False,Canoe Slalom,Canoe,K-1 (single),"GUIBAL, Brigitte",Women,FRA,False,Silver,0,1,0,1,29.0
2000,Sydney,AUS,True,False,Canoe Slalom,Canoe,K-1 (single),"HILGERTOVA, Stepanka",Women,CZE,False,Gold,1,0,0,1,32.0
2000,Sydney,AUS,True,False,Modern Pentathlon,Modern Pentathlon,Individual,"ALLENBY, Kate",Women,GBR,False,Bronze,0,0,1,1,26.0
2000,Sydney,AUS,True,False,Trampoline,Gymnastics,Individual,"COCKBURN, Karen",Women,CAN,False,Bronze,0,0,1,1,20.0
2000,Sydney,AUS,True,False,Modern Pentathlon,Modern Pentathlon,Individual,"COOK, Stephanie",Women,GBR,False,Gold,1,0,0,1,28.0
2000,Sydney,AUS,True,False,Modern Pentathlon,Modern Pentathlon,Individual,"DERIEL, Emily",Women,USA,False,Silver,0,1,0,1,26.0
2000,Sydney,AUS,True,False,Triathlon,Triathlon,Individual,"JONES, Michellie",Women,AUS,True,Silver,0,1,0,1,31.0
2000,Sydney,AUS,True,False,Trampoline,Gymnastics,Individual,"KARAVAEVA, Irina",Women,RUS,False,Gold,1,0,0,1,25.0
2000,Sydney,AUS,True,False,Archery,Archery,Individual,"KIM, Nam-Soon",Women,KOR,False,Silver,1,1,0,2,
2000,Sydney,AUS,True,False,Archery,Archery,Individual,"KIM, Soo-Nyung",Women,KOR,False,Bronze,1,0,1,2,
2000,Sydney,AUS,True,False,Triathlon,Triathlon,Individual,"MCMAHON, Brigitte",Women,SUI,False,Gold,1,0,0,1,33.0
2000,Sydney,AUS,True,False,Triathlon,Triathlon,Individual,"MESSMER, Magali",Women,SUI,False,Bronze,0,0,1,1,29.0
2000,Sydney,AUS,True,False,Dressage,Equestrian,Individual,"SALZGEBER, Ulla",Women,GER,False,Bronze,1,0,1,2,42.0
2000,Sydney,AUS,True,False,Trampoline,Gymnastics,Individual,"TSYHULEVA, Oksana",Women,UKR,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Dressage,Equestrian,Individual,"VAN GRUNSVEN, Anky",Women,NED,False,Gold,1,1,0,2,32.0
2000,Sydney,AUS,True,False,Dressage,Equestrian,Individual,"WERTH, Isabell",Women,GER,False,Silver,1,1,0,2,31.0
2000,Sydney,AUS,True,False,Archery,Archery,Individual,"YUN, Mi-Jin",Women,KOR,False,Gold,2,0,0,2,
2000,Sydney,AUS,True,False,Cycling Track,Cycling,Ind. Pursuit,"CLIGNET, Marion",Women,FRA,False,Silver,0,1,0,1,36.0
2000,Sydney,AUS,True,False,Cycling Track,Cycling,Ind. Pursuit,"MCGREGOR, Yvonne",Women,GBR,False,Bronze,0,0,1,1,39.0
2000,Sydney,AUS,True,False,Sailing,Sailing,Europe,"AMATO, Serena",Women,ARG,False,Bronze,0,0,1,1,26.0
2000,Sydney,AUS,True,False,Sailing,Sailing,Europe,"MATTHIJSSE, Margriet",Women,NED,False,Silver,0,1,0,1,23.0
2000,Sydney,AUS,True,False,Sailing,Sailing,Europe,"ROBERTSON, Shirley Ann",Women,GBR,False,Gold,1,0,0,1,32.0
2000,Sydney,AUS,True,False,Tennis,Tennis,Doubles,"BOOGERT, Kristie",Women,NED,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Tennis,Tennis,Doubles,"CALLENS, Els",Women,BEL,False,Bronze,0,0,1,1,30.0
2000,Sydney,AUS,True,False,Badminton,Badminton,Doubles,"GAO, Ling",Women,CHN,False,Bronze,1,0,1,2,21.0
2000,Sydney,AUS,True,False,Badminton,Badminton,Doubles,"GE, Fei",Women,CHN,False,Gold,1,0,0,1,25.0
2000,Sydney,AUS,True,False,Badminton,Badminton,Doubles,"GOODE, Joanne",Women,GBR,False,Bronze,0,0,1,1,28.0
2000,Sydney,AUS,True,False,Badminton,Badminton,Doubles,"HUANG, Nanyan",Women,CHN,False,Silver,0,1,0,1,23.0
2000,Sydney,AUS,True,False,Table Tennis,Table Tennis,Doubles,"KIM, Moo-Kyo",Women,KOR,False,Bronze,0,0,1,1,
2000,Sydney,AUS,True,False,Table Tennis,Table Tennis,Doubles,"LI, Ju",Women,CHN,False,Gold,1,1,0,2,24.0
2000,Sydney,AUS,True,False,Table Tennis,Table Tennis,Doubles,"SUN, Jin",Women,CHN,False,Silver,0,1,0,1,20.0
2000,Sydney,AUS,True,False,Badminton,Badminton,Doubles,"TIMUR, Minarti",Women,INA,False,Silver,0,1,0,1,32.0
2000,Sydney,AUS,True,False,Tennis,Tennis,Doubles,"WILLIAMS, Serena",Women,USA,False,Gold,1,0,0,1,19.0
2000,Sydney,AUS,True,False,Beach Volleyball,Volleyball,Beach volleyball,"BEDE, Shelda",Women,BRA,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Beach Volleyball,Volleyball,Beach volleyball,"COOK, Natalie",Women,AUS,True,Gold,1,0,0,1,25.0
2000,Sydney,AUS,True,False,Beach Volleyball,Volleyball,Beach volleyball,"PIRES, Sandra",Women,BRA,False,Bronze,0,0,1,1,27.0
2000,Sydney,AUS,True,False,Swimming,Aquatics,800m freestyle,"SANDENO, Kaitlin",Women,USA,False,Bronze,0,0,1,1,17.0
2000,Sydney,AUS,True,False,Athletics,Athletics,800m,"GRAF, Stephanie",Women,AUT,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Athletics,Athletics,800m,"HOLMES, Kelly",Women,GBR,False,Bronze,0,0,1,1,30.0
2000,Sydney,AUS,True,False,Athletics,Athletics,800m,"MUTOLA, Maria",Women,MOZ,False,Gold,1,0,0,1,28.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,75kg,"KUO, Yi-Hang",Women,TPE,False,Bronze,0,0,1,1,
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,75kg,"OGBEIFO, Ruth",Women,NGR,False,Silver,0,1,0,1,28.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,75kg,"URRUTIA, Maria Isabel",Women,COL,False,Gold,1,0,0,1,35.0
2000,Sydney,AUS,True,False,Judo,Judo,70 - 78kg,"LEBRUN, Celine",Women,FRA,False,Silver,0,1,0,1,24.0
2000,Sydney,AUS,True,False,Judo,Judo,70 - 78kg,"PIERANTOZZI, Emanuela",Women,ITA,False,Bronze,0,0,1,1,32.0
2000,Sydney,AUS,True,False,Judo,Judo,70 - 78kg,"RICHTER, Simona",Women,ROU,False,Bronze,0,0,1,1,28.0
2000,Sydney,AUS,True,False,Judo,Judo,70 - 78kg,"TANG, Lin",Women,CHN,False,Gold,1,0,0,1,24.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,69kg,"LIN, Weining",Women,CHN,False,Gold,1,0,0,1,21.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,69kg,"MALLESWARI, Karnam",Women,IND,False,Bronze,0,0,1,1,25.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,69kg,"PERESZTEGINE MARKUS, Erzsebet",Women,HUN,False,Silver,0,1,0,1,31.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,63kg,"CHATZIIOANNOU, Ioanna",Women,GRE,False,Bronze,0,0,1,1,27.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,63kg,"CHEN, Xiaomin",Women,CHN,False,Gold,1,0,0,1,23.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,63kg,"POPOVA, Valentina",Women,RUS,False,Silver,0,1,0,1,40.0
2000,Sydney,AUS,True,False,Judo,Judo,63 - 70kg,"CHO, Min-Sun",Women,KOR,False,Bronze,0,0,1,1,
2000,Sydney,AUS,True,False,Judo,Judo,63 - 70kg,"HOWEY, Kate",Women,GBR,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Judo,Judo,63 - 70kg,"SCAPIN, Ylenia",Women,ITA,False,Bronze,0,0,1,1,25.0
2000,Sydney,AUS,True,False,Judo,Judo,63 - 70kg,"VERANES, Sibelis",Women,CUB,False,Gold,1,0,0,1,26.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,58kg,"JIMENEZ, Soraya",Women,MEX,False,Gold,1,0,0,1,23.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,58kg,"RI, Song Hui",Women,PRK,False,Silver,0,1,0,1,22.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,58kg,"SUTA, Khassaraporn",Women,THA,False,Bronze,0,0,1,1,29.0
2000,Sydney,AUS,True,False,Taekwondo,Taekwondo,57 - 67 kg,"GUNDERSEN, Trude",Women,NOR,False,Silver,0,1,0,1,23.0
2000,Sydney,AUS,True,False,Taekwondo,Taekwondo,57 - 67 kg,"LEE, Sun-Hee",Women,KOR,False,Gold,1,0,0,1,
2000,Sydney,AUS,True,False,Taekwondo,Taekwondo,57 - 67 kg,"OKAMOTO, Yoriko",Women,JPN,False,Bronze,0,0,1,1,29.0
2000,Sydney,AUS,True,False,Judo,Judo,57 - 63kg,"JUNG, Sung-Sook",Women,KOR,False,Bronze,0,0,1,1,
2000,Sydney,AUS,True,False,Judo,Judo,57 - 63kg,"LI, Shufang",Women,CHN,False,Silver,0,1,0,1,21.0
2000,Sydney,AUS,True,False,Judo,Judo,57 - 63kg,"VANDECAVEYE, Gella",Women,BEL,False,Bronze,0,0,1,1,27.0
2000,Sydney,AUS,True,False,Judo,Judo,57 - 63kg,"VANDENHENDE, Severine",Women,FRA,False,Gold,1,0,0,1,26.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,53kg,"LI, Feng-Ying",Women,TPE,False,Silver,0,1,0,1,
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,53kg,"SLAMET, Winarni Binti",Women,INA,False,Bronze,0,0,1,1,25.0
2000,Sydney,AUS,True,False,Weightlifting,Weightlifting,53kg,"YANG, Xia",Women,CHN,False,Gold,1,0,0,1,23.0
2000,Sydney,AUS,True,False,Judo,Judo,52 - 57kg,"FERNANDEZ GUTIERREZ, Isabel",Women,ESP,False,Gold,1,0,0,1,28.0
2000,Sydney,AUS,True,False,Judo,Judo,52 - 57kg,"GONZALEZ, Driulys",Women,CUB,False,Silver,0,1,0,1,27.0
2000,Sydney,AUS,True,False,Judo,Judo,52 - 57kg,"KUSAKABE, Kie",Women,JPN,False,Bronze,0,0,1,1,22.0
2000,Sydney,AUS,True,False,Judo,Judo,52 - 57kg,"PEKLI, Maria",Women,AUS,True,Bronze,0,0,1,1,28.0
2000,Sydney,AUS,True,False,Shooting,Shooting,50m rifle 3 positions,"FEKLISTOVA, Maria",Women,RUS,False,Bronze,0,0,1,1,24.0
2000,Sydney,AUS,True,False,Shooting,Shooting,50m rifle 3 positions,"GOLDOBINA, Tatiana",Women,RUS,False,Silver,0,1,0,1,25.0
2000,Sydney,AUS,True,False,Shooting,Shooting,50m rifle 3 positions,"MAUER, Renata",Women,POL,False,Gold,1,0,0,1,31.0
2000,Sydney,AUS,True,False,Cycling Track,Cycling,500m time trial,"BALLANGER, Felicia",Women,FRA,False,Gold,2,0,0,2,29.0
2000,Sydney,AUS,True,False,Cycling Track,Cycling,500m time trial,"FERRIS, Michelle",Women,AUS,True,Silver,0,1,0,1,24.0
2000,Sydney,AUS,True,False,Cycling Track,Cycling,500m time trial,"JIANG, Cuihua",Women,CHN,False,Bronze,0,0,1,1,25.0
2000,Sydney,AUS,True,False,Athletics,Athletics,5000m,"O'SULLIVAN, Sonia",Women,IRL,False,Silver,0,1,0,1,
2000,Sydney,AUS,True,False,Athletics,Athletics,4x400m relay,"ANDERSON, Andrea",Women,USA,False,Gold,1,0,0,1,23.0
2000,Sydney,AUS,True,False,Athletics,Athletics,4x400m relay,"BURGHER, Michelle",Women,JAM,False,Silver,0,1,0,1,23.0
2000,Sydney,AUS,True,False,Athletics,Athletics,4x400m relay,"GONCHARENKO, Svetlana",Women,RUS,False,Bronze,0,0,1,1,29.0
2000,Sydney,AUS,True,False,Swimming,Aquatics,4x200m freestyle,"ARSENAULT, Samantha",Women,USA,False,Gold,1,0,0,1,19.0
2000,Sydney,AUS,True,False,Swimming,Aquatics,4x200m freestyle,"BUSCHSCHULTE, Antje",Women,GER,False,Bronze,0,0,1,1,22.0
2000,Sydney,AUS,True,False,Swimming,Aquatics,4x200m freestyle,"GRAHAM, Elka",Women,AUS,True,Silver,0,1,0,1,19.0
2000,Sydney,AUS,True,False,Athletics,Athletics,4x100m relay,"CAMPBELL-BROWN, Veronica",Women,JAM,False,Silver,0,1,0,1,
