Year,Host_City,Host_Country,Summer,Winter,Discipline,Sport,Event,Ath_Name,Gender,NOC,Home_Adv,Medal,Gold,Silver,Bronze,Total_Medals,Age
2010,Vancouver,CAN,False,True,Bobsleigh,Bobsleigh,two-man,"ADJEI, Richard",M,GER,False,Silver,0,1,0,1,27.0
2010,Vancouver,CAN,False,True,Bobsleigh,Bobsleigh,two-man,"VOEVODA, Alexey",M,RUS,False,Bronze,0,0,1,1,30.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,super-G,"WEIBRECHT, Andrew",M,USA,False,Bronze,0,0,1,1,24.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,slalom,"KOSTELIC, Ivica",M,CRO,False,Silver,0,2,0,2,31.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,slalom,"MYHRER, Andre",M,SWE,False,Bronze,0,0,1,1,27.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,slalom,"RAZZOLI, Giuliano",M,ITA,False,Gold,1,0,0,1,26.0
2010,Vancouver,CAN,False,True,Luge,Luge,singles,"LOCH, Felix",M,GER,False,Gold,1,0,0,1,21.0
2010,Vancouver,CAN,False,True,Luge,Luge,singles,"MOELLER, David",M,GER,False,Silver,0,1,0,1,28.0
2010,Vancouver,CAN,False,True,Luge,Luge,singles,"ZOEGGELER, Armin",M,ITA,False,Bronze,0,0,1,1,36.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,pairs,"SZOLKOWY, Robin",M,GER,False,Bronze,0,0,1,1,31.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,pairs,"TONG, Jian",M,CHN,False,Silver,0,1,0,1,31.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,pairs,"ZHAO, Hongbo",M,CHN,False,Gold,1,0,0,1,37.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,moguls,"BEGG-SMITH, Dale",M,AUS,False,Silver,0,1,0,1,
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,moguls,"BILODEAU, Alexandre",M,CAN,True,Gold,1,0,0,1,23.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,moguls,"WILSON, Bryon",M,USA,False,Bronze,0,0,1,1,22.0
2010,Vancouver,CAN,False,True,Nordic Combined,Skiing,"individual, ski jumping K90 (70m)","LAMY CHAPPUIS, Jason",M,FRA,False,Gold,1,0,0,1,24.0
2010,Vancouver,CAN,False,True,Nordic Combined,Skiing,"individual, ski jumping K90 (70m)","PITTIN, Alessandro",M,ITA,False,Bronze,0,0,1,1,20.0
2010,Vancouver,CAN,False,True,Nordic Combined,Skiing,"individual, ski jumping K90 (70m)","SPILLANE, Johnny",M,USA,False,Silver,0,3,0,3,30.0
2010,Vancouver,CAN,False,True,Skeleton,Bobsleigh,individual,"DUKURS, Martins",M,LAT,False,Silver,0,1,0,1,26.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,individual,"LYSACEK, Evan",M,USA,False,Gold,1,0,0,1,25.0
2010,Vancouver,CAN,False,True,Skeleton,Bobsleigh,individual,"MONTGOMERY, Jon",M,CAN,True,Gold,1,0,0,1,31.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,individual,"PLYUSHCHENKO, Evgeny",M,RUS,False,Silver,0,1,0,1,28.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,individual,"TAKAHASHI, Daisuke",M,JPN,False,Bronze,0,0,1,1,24.0
2010,Vancouver,CAN,False,True,Skeleton,Bobsleigh,individual,"TRETYAKOV, Alexander",M,RUS,False,Bronze,0,0,1,1,25.0
2010,Vancouver,CAN,False,True,Ice Hockey,Ice Hockey,ice hockey,"BACKES, David",M,USA,False,Silver,0,1,0,1,26.0
2010,Vancouver,CAN,False,True,Ice Hockey,Ice Hockey,ice hockey,"BACKSTROM, Niklas",M,FIN,False,Bronze,0,0,1,1,32.0
2010,Vancouver,CAN,False,True,Ice Hockey,Ice Hockey,ice hockey,"BERGERON, Patrice",M,CAN,True,Gold,1,0,0,1,25.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,ice dancing,"MOIR, Scott",M,CAN,True,Gold,1,0,0,1,23.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,ice dancing,"SHABALIN, Maxim",M,RUS,False,Bronze,0,0,1,1,28.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,ice dancing,"WHITE, Charlie",M,USA,False,Silver,0,1,0,1,23.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,giant slalom,"JANKA, Carlo",M,SUI,False,Gold,1,0,0,1,24.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,giant slalom,"JANSRUD, Kjetil",M,NOR,False,Silver,0,1,0,1,25.0
2010,Vancouver,CAN,False,True,Bobsleigh,Bobsleigh,four-man,"BISSETT, David",M,CAN,True,Bronze,0,0,1,1,31.0
2010,Vancouver,CAN,False,True,Bobsleigh,Bobsleigh,four-man,"HOLCOMB, Steven",M,USA,False,Gold,1,0,0,1,30.0
2010,Vancouver,CAN,False,True,Bobsleigh,Bobsleigh,four-man,"KUSKE, Kevin",M,GER,False,Silver,1,1,0,2,31.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,downhill,"DEFAGO, Didier",M,SUI,False,Gold,1,0,0,1,33.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,downhill,"MILLER, Bode",M,USA,False,Bronze,1,1,1,3,33.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,downhill,"SVINDAL, Aksel Lund",M,NOR,False,Silver,1,1,1,3,28.0
2010,Vancouver,CAN,False,True,Luge,Luge,doubles,"LEITNER, Patric",M,GER,False,Bronze,0,0,1,1,
2010,Vancouver,CAN,False,True,Luge,Luge,doubles,"LINGER, Andreas",M,AUT,False,Gold,1,0,0,1,29.0
2010,Vancouver,CAN,False,True,Luge,Luge,doubles,"SICS, Andris",M,LAT,False,Silver,0,1,0,1,25.0
2010,Vancouver,CAN,False,True,Curling,Curling,curling,"EGGLER, Markus",M,SUI,False,Bronze,0,0,1,1,41.0
2010,Vancouver,CAN,False,True,Curling,Curling,curling,"ENRIGHT, Adam",M,CAN,True,Gold,1,0,0,1,27.0
2010,Vancouver,CAN,False,True,Curling,Curling,curling,"LOEVOLD, Thomas",M,NOR,False,Silver,0,1,0,1,28.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,aerials,"GRISHIN, Alexei",M,BLR,False,Gold,1,0,0,1,31.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,aerials,"LIU, Zhongqing",M,CHN,False,Bronze,0,0,1,1,25.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,aerials,"PETERSON, Jeret",M,USA,False,Silver,0,1,0,1,29.0
2010,Vancouver,CAN,False,True,Nordic Combined,Skiing,Team/4x5 km,"CAMEROTA, Brett",M,USA,False,Silver,0,1,0,1,25.0
2010,Vancouver,CAN,False,True,Nordic Combined,Skiing,Team/4x5 km,"EDELMANN, Tino",M,GER,False,Bronze,0,0,1,1,25.0
2010,Vancouver,CAN,False,True,Nordic Combined,Skiing,Team/4x5 km,"GOTTWALD, Felix",M,AUT,False,Gold,1,0,0,1,34.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,Team pursuit,"BLOKHUIJSEN, Jan",M,NED,False,Bronze,0,0,1,1,21.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,Team pursuit,"GIROUX, Mathieu",M,CAN,True,Gold,1,0,0,1,24.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,Team pursuit,"HANSEN, Brian",M,USA,False,Silver,0,1,0,1,38.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,Team Sprint,"MORILOV, Nikolay",M,RUS,False,Bronze,0,0,1,1,24.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,Team Sprint,"PETTERSEN, Oeystein",M,NOR,False,Gold,1,0,0,1,27.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,Team Sprint,"TSCHARNKE, Tim",M,GER,False,Silver,0,1,0,1,21.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,Super Combined,"ZURBRIGGEN, Silvan",M,SUI,False,Bronze,0,0,1,1,29.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,"Sprint 1,5km","KRIUKOV, Nikita",M,RUS,False,Gold,1,0,0,1,25.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,"Sprint 1,5km","PANZHINSKIY, Alexander",M,RUS,False,Silver,0,1,0,1,21.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Snowboard Cross,"RAMOIN, Tony",M,FRA,False,Bronze,0,0,1,1,22.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Snowboard Cross,"ROBERTSON, Mike",M,CAN,True,Silver,0,1,0,1,25.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Snowboard Cross,"WESCOTT, Seth",M,USA,False,Gold,1,0,0,1,34.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,Ski Cross,"GROENVOLD, Audun",M,NOR,False,Bronze,0,0,1,1,34.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,Ski Cross,"MATT, Andreas",M,AUT,False,Silver,0,1,0,1,28.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,Ski Cross,"SCHMID, Michael",M,SUI,False,Gold,1,0,0,1,26.0
2010,Vancouver,CAN,False,True,Nordic Combined,Skiing,SPRINT K120,"DEMONG, Bill",M,USA,False,Gold,1,1,0,2,30.0
2010,Vancouver,CAN,False,True,Nordic Combined,Skiing,SPRINT K120,"GRUBER, Bernhard",M,AUT,False,Bronze,1,0,1,2,28.0
2010,Vancouver,CAN,False,True,Ski Jumping,Skiing,K120 team (90m),"BARDAL, Anders",M,NOR,False,Bronze,0,0,1,1,28.0
2010,Vancouver,CAN,False,True,Ski Jumping,Skiing,K120 team (90m),"KOFLER, Andreas",M,AUT,False,Gold,1,0,0,1,26.0
2010,Vancouver,CAN,False,True,Ski Jumping,Skiing,K120 team (90m),"NEUMAYER, Michael",M,GER,False,Silver,0,1,0,1,31.0
2010,Vancouver,CAN,False,True,Ski Jumping,Skiing,K120 individual (90m),"AMMANN, Simon",M,SUI,False,Gold,2,0,0,2,29.0
2010,Vancouver,CAN,False,True,Ski Jumping,Skiing,K120 individual (90m),"MALYSZ, Adam",M,POL,False,Silver,0,2,0,2,33.0
2010,Vancouver,CAN,False,True,Ski Jumping,Skiing,K120 individual (90m),"SCHLIERENZAUER, Gregor",M,AUT,False,Bronze,1,0,2,3,20.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Half-pipe,"LAGO, Scott",M,USA,False,Bronze,0,0,1,1,23.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Half-pipe,"PIIROINEN, Peetu",M,FIN,False,Silver,0,1,0,1,22.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Half-pipe,"WHITE, Shaun",M,USA,False,Gold,1,0,0,1,24.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Giant parallel slalom,"ANDERSON, Jasey Jay",M,CAN,True,Gold,1,0,0,1,35.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Giant parallel slalom,"BOZZETTO, Mathieu",M,FRA,False,Bronze,0,0,1,1,37.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Giant parallel slalom,"KARL, Benjamin",M,AUT,False,Silver,0,1,0,1,25.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,Combined 15 + 15km mass start,"ANGERER, Tobias",M,GER,False,Silver,0,1,0,1,33.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,50km,"TEICHMANN, Axel",M,GER,False,Silver,0,2,0,2,31.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,500m,"KATO, Joji",M,JPN,False,Bronze,0,0,1,1,25.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,500m,"NAGASHIMA, Keiichiro",M,JPN,False,Silver,0,1,0,1,28.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,5000m relay,"BASTILLE, Guillaume",M,CAN,True,Gold,1,0,0,1,25.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,5000m relay,"CHO, Simon",M,USA,False,Bronze,0,0,1,1,19.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,5000m relay,"KIM, Seoung-Il",M,KOR,False,Silver,0,1,0,1,
2010,Vancouver,CAN,False,True,Speed skating,Skating,5000m,"KRAMER, Sven",M,NED,False,Gold,1,0,1,2,24.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,4x7.5km relay,"BOE, Tarjei",M,NOR,False,Gold,1,0,0,1,22.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,4x7.5km relay,"EDER, Simon",M,AUT,False,Silver,0,1,0,1,27.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,4x7.5km relay,"SHIPULIN, Anton",M,RUS,False,Bronze,0,0,1,1,23.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,4x10km relay,"BERGER, Lars",M,NOR,False,Silver,0,1,0,1,31.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,4x10km relay,"HELLNER, Marcus",M,SWE,False,Gold,2,0,0,2,25.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,4x10km relay,"JAKS, Martin",M,CZE,False,Bronze,0,0,1,1,24.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,20km,"BJOERNDALEN, Ole Einar",M,NOR,False,Silver,1,1,0,2,36.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,20km,"NOVIKOV, Sergey",M,BLR,False,Silver,0,1,0,1,31.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,15km mass start,"FOURCADE, Martin",M,FRA,False,Silver,0,1,0,1,22.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,15km mass start,"HURAJT, Pavol",M,SVK,False,Bronze,0,0,1,1,32.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,15km mass start,"USTYUGOV, Evgeny",M,RUS,False,Gold,1,0,1,2,25.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,15km,"BAUER, Lukas",M,CZE,False,Bronze,0,0,2,2,33.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,15km,"COLOGNA, Dario",M,SUI,False,Gold,1,0,0,1,24.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,15km,"PILLER COTTRER, Pietro",M,ITA,False,Silver,0,1,0,1,36.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,1500m,"BOKKO, Havard",M,NOR,False,Bronze,0,0,1,1,23.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,1500m,"CELSKI, J.R.",M,USA,False,Bronze,0,0,2,2,
2010,Vancouver,CAN,False,True,Speed skating,Skating,1500m,"TUITERT, Mark",M,NED,False,Gold,1,0,1,2,30.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,12.5km pursuit,"FERRY, Bjorn",M,SWE,False,Gold,1,0,0,1,
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,12.5km pursuit,"SUMANN, Christoph",M,AUT,False,Silver,0,2,0,2,34.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,10km,"FAK, Jakov",M,CRO,False,Bronze,0,0,1,1,23.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,10km,"JAY, Vincent",M,FRA,False,Gold,1,0,1,2,25.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,10km,"SVENDSEN, Emil Hegle",M,NOR,False,Silver,2,1,0,3,25.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,1000m,"DAVIS, Shani",M,USA,False,Gold,1,1,0,2,28.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,1000m,"HEDRICK, Chad",M,USA,False,Bronze,0,1,1,2,33.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,1000m,"LEE, Ho-Suk",M,KOR,False,Silver,0,2,0,2,
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,1000m,"LEE, Jung-Su",M,KOR,False,Gold,2,1,0,3,
2010,Vancouver,CAN,False,True,Speed skating,Skating,1000m,"MO, Tae-Bum",M,KOR,False,Silver,1,1,0,2,
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,1000m,"OHNO, Apolo Anton",M,USA,False,Bronze,0,1,2,3,28.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,10000m,"LEE, Seung-Hoon",M,KOR,False,Gold,1,1,0,2,
2010,Vancouver,CAN,False,True,Speed skating,Skating,10000m,"SKOBREV, Ivan",M,RUS,False,Silver,0,1,1,2,27.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,10000m,"de JONG, Bob",M,NED,False,Bronze,0,0,1,1,34.0
2010,Vancouver,CAN,False,True,Bobsleigh,Bobsleigh,two-man,"BROWN, Shelley-Ann",F,CAN,True,Silver,0,1,0,1,
2010,Vancouver,CAN,False,True,Bobsleigh,Bobsleigh,two-man,"HUMPHRIES, Kaillie",F,CAN,True,Gold,1,0,0,1,25.0
2010,Vancouver,CAN,False,True,Bobsleigh,Bobsleigh,two-man,"MEYERS, Elana",F,USA,False,Bronze,0,0,1,1,26.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,super-G,"FISCHBACHER, Andrea",F,AUT,False,Gold,1,0,0,1,25.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,sprint 1.5km,"MAJDIC, Petra",F,SLO,False,Bronze,0,0,1,1,31.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,slalom,"RIESCH, Maria",F,GER,False,Gold,2,0,0,2,26.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,slalom,"SCHILD, Marlies",F,AUT,False,Silver,0,1,0,1,29.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,slalom,"ZAHROBSKA, Sarka",F,CZE,False,Bronze,0,0,1,1,
2010,Vancouver,CAN,False,True,Luge,Luge,singles,"GEISENBERGER, Natalie",F,GER,False,Bronze,0,0,1,1,22.0
2010,Vancouver,CAN,False,True,Luge,Luge,singles,"REITHMAYER, Nina",F,AUT,False,Silver,0,1,0,1,26.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,moguls,"HEIL, Jennifer",F,CAN,True,Silver,0,1,0,1,27.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,moguls,"KEARNEY, Hannah",F,USA,False,Gold,1,0,0,1,24.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,individual,"ASADA, Mao",F,JPN,False,Silver,0,1,0,1,20.0
2010,Vancouver,CAN,False,True,Skeleton,Bobsleigh,individual,"HUBER, Anja",F,GER,False,Bronze,0,0,1,1,27.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,individual,"KIM, Yuna",F,KOR,False,Gold,1,0,0,1,20.0
2010,Vancouver,CAN,False,True,Figure skating,Skating,individual,"ROCHETTE, Joannie",F,CAN,True,Bronze,0,0,1,1,24.0
2010,Vancouver,CAN,False,True,Skeleton,Bobsleigh,individual,"SZYMKOWIAK, Kerstin",F,GER,False,Silver,0,1,0,1,33.0
2010,Vancouver,CAN,False,True,Skeleton,Bobsleigh,individual,"WILLIAMS, Amy",F,GBR,False,Gold,1,0,0,1,28.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,giant slalom,"MAZE, Tina",F,SLO,False,Silver,0,2,0,2,27.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,giant slalom,"REBENSBURG, Viktoria",F,GER,False,Gold,1,0,0,1,21.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,downhill,"GOERGL, Elisabeth",F,AUT,False,Bronze,0,0,2,2,29.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,downhill,"MANCUSO, Julia",F,USA,False,Silver,0,2,0,2,26.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,downhill,"VONN, Lindsey",F,USA,False,Gold,1,0,1,2,26.0
2010,Vancouver,CAN,False,True,Curling,Curling,curling,"BARTEL, Cori",F,CAN,True,Silver,0,1,0,1,39.0
2010,Vancouver,CAN,False,True,Curling,Curling,curling,"BERGSTROEM, Kajsa",F,SWE,False,Gold,1,0,0,1,29.0
2010,Vancouver,CAN,False,True,Curling,Curling,curling,"LIU, Jinli",F,CHN,False,Bronze,0,0,1,1,21.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,aerials,"LASSILA, Lydia",F,AUS,False,Gold,1,0,0,1,28.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,aerials,"LI, Nina",F,CHN,False,Silver,0,1,0,1,27.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,Team pursuit,"ANSCHUTZ THOMS, Daniela",F,GER,False,Gold,1,0,0,1,
2010,Vancouver,CAN,False,True,Speed skating,Skating,Team pursuit,"BACHLEDA-CURUS, Katarzyna",F,POL,False,Bronze,0,0,1,1,
2010,Vancouver,CAN,False,True,Speed skating,Skating,Team pursuit,"HOZUMI, Masako",F,JPN,False,Silver,0,1,0,1,24.0
2010,Vancouver,CAN,False,True,Alpine Skiing,Skiing,Super Combined,"PAERSON, Anja",F,SWE,False,Bronze,0,0,1,1,29.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Snowboard Cross,"ANTHONIOZ, Deborah",F,FRA,False,Silver,0,1,0,1,32.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Snowboard Cross,"NOBS, Olivia",F,SUI,False,Bronze,0,0,1,1,28.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Snowboard Cross,"RICKER, Maelle",F,CAN,True,Gold,1,0,0,1,32.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,Ski Cross,"BERNTSEN, Hedda",F,NOR,False,Silver,0,1,0,1,34.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,Ski Cross,"JOSSERAND, Marion",F,FRA,False,Bronze,0,0,1,1,24.0
2010,Vancouver,CAN,False,True,Freestyle Skiing,Skiing,Ski Cross,"McIVOR, Ashleigh",F,CAN,True,Gold,1,0,0,1,27.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Half-pipe,"BRIGHT, Torah",F,AUS,False,Gold,1,0,0,1,24.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Half-pipe,"TETER, Hannah",F,USA,False,Silver,0,1,0,1,23.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Giant parallel slalom,"ILYUKHINA, Ekaterina",F,RUS,False,Silver,0,1,0,1,23.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Giant parallel slalom,"KREINER, Marion",F,AUT,False,Bronze,0,0,1,1,29.0
2010,Vancouver,CAN,False,True,Snowboard,Skiing,Giant parallel slalom,"SAUERBREIJ, Nicolien",F,NED,False,Gold,1,0,0,1,31.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,Combined 7.5 + 7.5km mass start,"HAAG, Anna",F,SWE,False,Silver,0,2,0,2,24.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,500m,"FONTANA, Arianna",F,ITA,False,Bronze,0,0,1,1,20.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,500m,"LEE, Sang-Hwa",F,KOR,False,Gold,1,0,0,1,
2010,Vancouver,CAN,False,True,Speed skating,Skating,500m,"WANG, Beixing",F,CHN,False,Bronze,0,0,1,1,25.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,500m,"WOLF, Jenny",F,GER,False,Silver,0,1,0,1,31.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,5000m,"HUGHES, Clara",F,CAN,True,Bronze,0,0,1,1,38.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,4x6km relay,"BAILLY, Sandrine",F,FRA,False,Silver,0,1,0,1,31.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,4x6km relay,"BECK, Martina",F,GER,False,Bronze,0,0,1,1,31.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,4x6km relay,"BOGALIY-TITOVETS, Anna",F,RUS,False,Gold,1,0,0,1,
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,4x5km relay,"GOSSNER, Miriam",F,GER,False,Silver,0,1,0,1,20.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,4x5km relay,"JOHAUG, Therese",F,NOR,False,Gold,1,0,0,1,22.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,4x5km relay,"KUITUNEN, Virpi",F,FIN,False,Bronze,0,0,1,1,34.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,30km,"KOWALCZYK, Justyna",F,POL,False,Gold,1,1,1,3,27.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,30km,"SAARINEN, Aino-Kaisa",F,FIN,False,Bronze,0,0,2,2,
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,3000m relay,"BAVER, Allison",F,USA,False,Bronze,0,0,1,1,30.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,3000m relay,"GREGG, Jessica",F,CAN,True,Silver,0,1,0,1,22.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,3000m relay,"SUN, Linlin",F,CHN,False,Gold,1,0,0,1,22.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,3000m,"BECKERT, Stephanie",F,GER,False,Silver,1,2,0,3,22.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,15km,"BERGER, Tora",F,NOR,False,Gold,1,0,0,1,29.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,15km,"DOMRACHEVA, Darya",F,BLR,False,Bronze,0,0,1,1,24.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,15km,"KHRUSTALEVA, Elena",F,KAZ,False,Silver,0,1,0,1,30.0
2010,Vancouver,CAN,False,True,Speed skating,Skating,1500m,"GROVES, Kristina",F,CAN,True,Silver,0,1,1,2,34.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,1500m,"LEE, Eun-Byul",F,KOR,False,Silver,0,1,0,1,
2010,Vancouver,CAN,False,True,Speed skating,Skating,1500m,"SABLIKOVA, Martina",F,CZE,False,Bronze,2,0,1,3,23.0
2010,Vancouver,CAN,False,True,Short Track Speed Skating,Skating,1500m,"ZHOU, Yang",F,CHN,False,Gold,2,0,0,2,22.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,"12,5km mass start","HAUSWALD, Simone",F,GER,False,Bronze,0,0,2,2,31.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,"12,5km mass start","ZAITSEVA, Olga",F,RUS,False,Silver,1,1,0,2,32.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,10km pursuit,"BRUNET, Marie Laure",F,FRA,False,Bronze,0,1,1,2,22.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,10km pursuit,"KUZMINA, Anastazia",F,SVK,False,Silver,1,1,0,2,26.0
2010,Vancouver,CAN,False,True,Biathlon,Biathlon,10km pursuit,"NEUNER, Magdalena",F,GER,False,Gold,2,1,0,3,23.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,10km,"BJOERGEN, Marit",F,NOR,False,Bronze,3,1,1,5,30.0
2010,Vancouver,CAN,False,True,Cross Country Skiing,Skiing,10km,"KALLA, Charlotte",F,SWE,False,Gold,1,1,0,2,23.0
