NOC,M,F,Total,Year,Host_Country,Host_City,Summer,Winter
EGY,74,0,74,1960,ITA,Rome,True,False
ETH,9,0,9,1960,ITA,Rome,True,False
GHA,13,0,13,1960,ITA,Rome,True,False
KEN,28,0,28,1960,ITA,Rome,True,False
LBR,4,0,4,1960,ITA,Rome,True,False
MAR,48,0,48,1960,ITA,Rome,True,False
NGR,12,0,12,1960,ITA,Rome,True,False
UGA,10,0,10,1960,ITA,Rome,True,False
RSA,35,2,37,1960,ITA,Rome,True,False
SUD,10,0,10,1960,ITA,Rome,True,False
TUN,43,0,43,1960,ITA,Rome,True,False
ZIM,9,5,14,1960,ITA,Rome,True,False
AHO,5,0,5,1960,ITA,Rome,True,False
ARG,91,0,91,1960,ITA,Rome,True,False
BAH,13,0,13,1960,ITA,Rome,True,False
BER,8,0,8,1960,ITA,Rome,True,False
BRA,70,1,71,1960,ITA,Rome,True,False
CAN,74,11,85,1960,ITA,Rome,True,False
CHI,8,1,9,1960,ITA,Rome,True,False
COL,16,0,16,1960,ITA,Rome,True,False
CUB,9,3,12,1960,ITA,Rome,True,False
GUY,3,1,4,1960,ITA,Rome,True,False
HAI,1,0,1,1960,ITA,Rome,True,False
MEX,67,6,73,1960,ITA,Rome,True,False
PAN,2,4,6,1960,ITA,Rome,True,False
PER,31,0,31,1960,ITA,Rome,True,False
PUR,27,1,28,1960,ITA,Rome,True,False
URU,34,0,34,1960,ITA,Rome,True,False
USA,243,51,294,1960,ITA,Rome,True,False
VEN,41,5,46,1960,ITA,Rome,True,False
BWI,8,0,8,1960,ITA,Rome,True,False
AFG,7,0,7,1960,ITA,Rome,True,False
BIR,10,0,10,1960,ITA,Rome,True,False
CEY,5,0,5,1960,ITA,Rome,True,False
TPE,25,3,28,1960,ITA,Rome,True,False
KOR,33,1,34,1960,ITA,Rome,True,False
HKG,4,0,4,1960,ITA,Rome,True,False
IND,45,0,45,1960,ITA,Rome,True,False
INA,21,2,23,1960,ITA,Rome,True,False
IRI,23,0,23,1960,ITA,Rome,True,False
IRQ,21,0,21,1960,ITA,Rome,True,False
JPN,142,20,162,1960,ITA,Rome,True,False
LBN,19,0,19,1960,ITA,Rome,True,False
MAL,9,0,9,1960,ITA,Rome,True,False
PAK,46,0,46,1960,ITA,Rome,True,False
PHI,36,4,40,1960,ITA,Rome,True,False
SGP,5,0,5,1960,ITA,Rome,True,False
THA,20,0,20,1960,ITA,Rome,True,False
VIE,3,0,3,1960,ITA,Rome,True,False
AUT,83,21,104,1960,ITA,Rome,True,False
BEL,86,8,94,1960,ITA,Rome,True,False
BUL,94,9,103,1960,ITA,Rome,True,False
DEN,98,12,110,1960,ITA,Rome,True,False
ESP,133,11,144,1960,ITA,Rome,True,False
FIN,108,10,118,1960,ITA,Rome,True,False
FRA,209,28,237,1960,ITA,Rome,True,False
EUA,232,56,288,1960,ITA,Rome,True,False
GBR,207,46,253,1960,ITA,Rome,True,False
GRE,48,0,48,1960,ITA,Rome,True,False
HUN,162,27,189,1960,ITA,Rome,True,False
IRL,47,2,49,1960,ITA,Rome,True,False
ISL,8,1,9,1960,ITA,Rome,True,False
ISR,17,6,23,1960,ITA,Rome,True,False
ITA,252,34,286,1960,ITA,Rome,True,False
LIE,5,0,5,1960,ITA,Rome,True,False
LUX,47,5,52,1960,ITA,Rome,True,False
MLT,9,0,9,1960,ITA,Rome,True,False
MON,11,0,11,1960,ITA,Rome,True,False
NOR,40,1,41,1960,ITA,Rome,True,False
NED,65,30,95,1960,ITA,Rome,True,False
POL,133,29,162,1960,ITA,Rome,True,False
POR,60,5,65,1960,ITA,Rome,True,False
ROU,92,16,108,1960,ITA,Rome,True,False
SMR,8,0,8,1960,ITA,Rome,True,False
SWE,118,19,137,1960,ITA,Rome,True,False
SUI,147,2,149,1960,ITA,Rome,True,False
TCH,100,17,117,1960,ITA,Rome,True,False
TUR,45,3,48,1960,ITA,Rome,True,False
URS,236,50,286,1960,ITA,Rome,True,False
YUG,107,9,116,1960,ITA,Rome,True,False
AUS,165,29,194,1960,ITA,Rome,True,False
FIJ,2,0,2,1960,ITA,Rome,True,False
NZL,33,4,37,1960,ITA,Rome,True,False
ALG,1,0,1,1964,JPN,Tokyo,True,False
CMR,1,0,1,1964,JPN,Tokyo,True,False
CGO,2,0,2,1964,JPN,Tokyo,True,False
CIV,9,0,9,1964,JPN,Tokyo,True,False
EGY,73,0,73,1964,JPN,Tokyo,True,False
ETH,13,0,13,1964,JPN,Tokyo,True,False
GHA,30,3,33,1964,JPN,Tokyo,True,False
KEN,37,0,37,1964,JPN,Tokyo,True,False
LBR,1,0,1,1964,JPN,Tokyo,True,False
MAD,3,0,3,1964,JPN,Tokyo,True,False
MAR,20,0,20,1964,JPN,Tokyo,True,False
MLI,2,0,2,1964,JPN,Tokyo,True,False
NIG,1,0,1,1964,JPN,Tokyo,True,False
NGR,15,2,17,1964,JPN,Tokyo,True,False
UGA,11,2,13,1964,JPN,Tokyo,True,False
RHN,11,1,12,1964,JPN,Tokyo,True,False
SEN,12,0,12,1964,JPN,Tokyo,True,False
TGK,3,0,3,1964,JPN,Tokyo,True,False
CHA,2,0,2,1964,JPN,Tokyo,True,False
TUN,9,0,9,1964,JPN,Tokyo,True,False
ZIM,25,4,29,1964,JPN,Tokyo,True,False
AHO,4,0,4,1964,JPN,Tokyo,True,False
ARG,95,6,101,1964,JPN,Tokyo,True,False
BAH,10,0,10,1964,JPN,Tokyo,True,False
BER,4,0,4,1964,JPN,Tokyo,True,False
BOL,1,0,1,1964,JPN,Tokyo,True,False
BRA,61,1,62,1964,JPN,Tokyo,True,False
CAN,96,20,116,1964,JPN,Tokyo,True,False
CHI,15,0,15,1964,JPN,Tokyo,True,False
COL,20,0,20,1964,JPN,Tokyo,True,False
CRC,5,0,5,1964,JPN,Tokyo,True,False
CUB,26,2,28,1964,JPN,Tokyo,True,False
DOM,1,0,1,1964,JPN,Tokyo,True,False
GUY,1,0,1,1964,JPN,Tokyo,True,False
JAM,17,4,21,1964,JPN,Tokyo,True,False
MEX,80,4,84,1964,JPN,Tokyo,True,False
PAN,6,4,10,1964,JPN,Tokyo,True,False
PER,30,1,31,1964,JPN,Tokyo,True,False
PUR,30,2,32,1964,JPN,Tokyo,True,False
TTO,12,0,12,1964,JPN,Tokyo,True,False
URU,23,0,23,1964,JPN,Tokyo,True,False
USA,266,79,345,1964,JPN,Tokyo,True,False
VEN,15,1,16,1964,JPN,Tokyo,True,False
AFG,8,0,8,1964,JPN,Tokyo,True,False
BIR,11,0,11,1964,JPN,Tokyo,True,False
CAM,13,0,13,1964,JPN,Tokyo,True,False
CEY,6,0,6,1964,JPN,Tokyo,True,False
TPE,37,3,40,1964,JPN,Tokyo,True,False
KOR,128,26,154,1964,JPN,Tokyo,True,False
HKG,37,1,38,1964,JPN,Tokyo,True,False
IND,52,1,53,1964,JPN,Tokyo,True,False
IRI,57,4,61,1964,JPN,Tokyo,True,False
IRQ,13,0,13,1964,JPN,Tokyo,True,False
JPN,271,56,327,1964,JPN,Tokyo,True,False
LBN,5,0,5,1964,JPN,Tokyo,True,False
MAS,58,4,62,1964,JPN,Tokyo,True,False
MGL,17,4,21,1964,JPN,Tokyo,True,False
NEP,6,0,6,1964,JPN,Tokyo,True,False
PAK,41,0,41,1964,JPN,Tokyo,True,False
PHI,40,7,47,1964,JPN,Tokyo,True,False
THA,47,7,54,1964,JPN,Tokyo,True,False
VIE,16,0,16,1964,JPN,Tokyo,True,False
AUT,45,11,56,1964,JPN,Tokyo,True,False
BEL,50,1,51,1964,JPN,Tokyo,True,False
BUL,58,7,65,1964,JPN,Tokyo,True,False
DEN,54,7,61,1964,JPN,Tokyo,True,False
ESP,48,3,51,1964,JPN,Tokyo,True,False
FIN,84,5,89,1964,JPN,Tokyo,True,False
FRA,120,20,140,1964,JPN,Tokyo,True,False
EUA,272,63,335,1964,JPN,Tokyo,True,False
GBR,160,44,204,1964,JPN,Tokyo,True,False
GRE,18,0,18,1964,JPN,Tokyo,True,False
HUN,152,32,184,1964,JPN,Tokyo,True,False
IRL,24,1,25,1964,JPN,Tokyo,True,False
ISL,3,1,4,1964,JPN,Tokyo,True,False
ISR,8,2,10,1964,JPN,Tokyo,True,False
ITA,158,11,169,1964,JPN,Tokyo,True,False
LIE,2,0,2,1964,JPN,Tokyo,True,False
LUX,11,2,13,1964,JPN,Tokyo,True,False
MON,1,0,1,1964,JPN,Tokyo,True,False
NOR,24,2,26,1964,JPN,Tokyo,True,False
NED,102,20,122,1964,JPN,Tokyo,True,False
POL,125,25,150,1964,JPN,Tokyo,True,False
POR,19,1,20,1964,JPN,Tokyo,True,False
ROU,109,30,139,1964,JPN,Tokyo,True,False
SWE,80,18,98,1964,JPN,Tokyo,True,False
SUI,69,1,70,1964,JPN,Tokyo,True,False
TCH,108,9,117,1964,JPN,Tokyo,True,False
TUR,23,0,23,1964,JPN,Tokyo,True,False
URS,255,63,318,1964,JPN,Tokyo,True,False
YUG,70,3,73,1964,JPN,Tokyo,True,False
AUS,203,39,242,1964,JPN,Tokyo,True,False
NZL,56,8,64,1964,JPN,Tokyo,True,False
ALG,2,0,2,1968,MEX,Mexico,True,False
CAF,1,0,1,1968,MEX,Mexico,True,False
CMR,5,0,5,1968,MEX,Mexico,True,False
CIV,10,0,10,1968,MEX,Mexico,True,False
EGY,30,0,30,1968,MEX,Mexico,True,False
ETH,18,0,18,1968,MEX,Mexico,True,False
GHA,29,1,30,1968,MEX,Mexico,True,False
GUI,15,0,15,1968,MEX,Mexico,True,False
KEN,36,2,38,1968,MEX,Mexico,True,False
LBA,1,0,1,1968,MEX,Mexico,True,False
MAD,4,0,4,1968,MEX,Mexico,True,False
MAR,24,0,24,1968,MEX,Mexico,True,False
MLI,2,0,2,1968,MEX,Mexico,True,False
NIG,2,0,2,1968,MEX,Mexico,True,False
NGR,31,5,36,1968,MEX,Mexico,True,False
UGA,11,0,11,1968,MEX,Mexico,True,False
SLE,3,0,3,1968,MEX,Mexico,True,False
SEN,21,0,21,1968,MEX,Mexico,True,False
SUD,5,0,5,1968,MEX,Mexico,True,False
TAN,4,0,4,1968,MEX,Mexico,True,False
CHA,3,0,3,1968,MEX,Mexico,True,False
TUN,7,0,7,1968,MEX,Mexico,True,False
ZAI,5,0,5,1968,MEX,Mexico,True,False
ZAM,7,0,7,1968,MEX,Mexico,True,False
AHO,3,2,5,1968,MEX,Mexico,True,False
ARG,85,5,90,1968,MEX,Mexico,True,False
BAH,16,0,16,1968,MEX,Mexico,True,False
BAR,8,0,8,1968,MEX,Mexico,True,False
BER,6,0,6,1968,MEX,Mexico,True,False
BOL,4,0,4,1968,MEX,Mexico,True,False
BRA,72,3,75,1968,MEX,Mexico,True,False
CAN,111,28,139,1968,MEX,Mexico,True,False
CHI,19,2,21,1968,MEX,Mexico,True,False
COL,39,5,44,1968,MEX,Mexico,True,False
CRC,15,1,16,1968,MEX,Mexico,True,False
CUB,101,14,115,1968,MEX,Mexico,True,False
DOM,19,0,19,1968,MEX,Mexico,True,False
ECU,15,1,16,1968,MEX,Mexico,True,False
GUA,47,1,48,1968,MEX,Mexico,True,False
GUY,4,0,4,1968,MEX,Mexico,True,False
HBR,7,0,7,1968,MEX,Mexico,True,False
HON,6,0,6,1968,MEX,Mexico,True,False
JAM,20,4,24,1968,MEX,Mexico,True,False
MEX,232,42,274,1968,MEX,Mexico,True,False
NCA,11,0,11,1968,MEX,Mexico,True,False
PAN,16,0,16,1968,MEX,Mexico,True,False
PAR,1,0,1,1968,MEX,Mexico,True,False
PER,16,13,29,1968,MEX,Mexico,True,False
PUR,53,4,57,1968,MEX,Mexico,True,False
ESA,51,8,59,1968,MEX,Mexico,True,False
SUR,1,0,1,1968,MEX,Mexico,True,False
TTO,18,0,18,1968,MEX,Mexico,True,False
URU,21,6,27,1968,MEX,Mexico,True,False
USA,274,82,356,1968,MEX,Mexico,True,False
VEN,23,0,23,1968,MEX,Mexico,True,False
ISV,6,0,6,1968,MEX,Mexico,True,False
AFG,5,0,5,1968,MEX,Mexico,True,False
BIR,4,0,4,1968,MEX,Mexico,True,False
CEY,4,0,4,1968,MEX,Mexico,True,False
TPE,34,8,42,1968,MEX,Mexico,True,False
KOR,41,13,54,1968,MEX,Mexico,True,False
HKG,11,0,11,1968,MEX,Mexico,True,False
IND,24,0,24,1968,MEX,Mexico,True,False
INA,6,0,6,1968,MEX,Mexico,True,False
IRI,14,0,14,1968,MEX,Mexico,True,False
IRQ,3,0,3,1968,MEX,Mexico,True,False
JPN,147,25,172,1968,MEX,Mexico,True,False
KUW,2,0,2,1968,MEX,Mexico,True,False
LBN,11,0,11,1968,MEX,Mexico,True,False
MAS,31,0,31,1968,MEX,Mexico,True,False
MGL,12,4,16,1968,MEX,Mexico,True,False
PAK,15,0,15,1968,MEX,Mexico,True,False
PHI,44,4,48,1968,MEX,Mexico,True,False
SGP,4,0,4,1968,MEX,Mexico,True,False
SYR,2,0,2,1968,MEX,Mexico,True,False
THA,38,0,38,1968,MEX,Mexico,True,False
VIE,7,2,9,1968,MEX,Mexico,True,False
AUT,35,8,43,1968,MEX,Mexico,True,False
BEL,77,5,82,1968,MEX,Mexico,True,False
BUL,102,10,112,1968,MEX,Mexico,True,False
DEN,69,4,73,1968,MEX,Mexico,True,False
ESP,118,2,120,1968,MEX,Mexico,True,False
FIN,60,6,66,1968,MEX,Mexico,True,False
FRA,147,31,178,1968,MEX,Mexico,True,False
FRG,232,43,275,1968,MEX,Mexico,True,False
GDR,184,40,224,1968,MEX,Mexico,True,False
GBR,173,50,223,1968,MEX,Mexico,True,False
GRE,44,0,44,1968,MEX,Mexico,True,False
HUN,135,32,167,1968,MEX,Mexico,True,False
IRL,25,5,30,1968,MEX,Mexico,True,False
ISL,6,2,8,1968,MEX,Mexico,True,False
ISR,26,3,29,1968,MEX,Mexico,True,False
ITA,151,15,166,1968,MEX,Mexico,True,False
LIE,2,0,2,1968,MEX,Mexico,True,False
LUX,3,2,5,1968,MEX,Mexico,True,False
MLT,1,0,1,1968,MEX,Mexico,True,False
MON,2,0,2,1968,MEX,Mexico,True,False
NOR,37,8,45,1968,MEX,Mexico,True,False
NED,82,25,107,1968,MEX,Mexico,True,False
POL,140,37,177,1968,MEX,Mexico,True,False
POR,19,1,20,1968,MEX,Mexico,True,False
ROU,65,16,81,1968,MEX,Mexico,True,False
SMR,4,0,4,1968,MEX,Mexico,True,False
SWE,84,14,98,1968,MEX,Mexico,True,False
SUI,77,5,82,1968,MEX,Mexico,True,False
TCH,93,27,120,1968,MEX,Mexico,True,False
TUR,29,0,29,1968,MEX,Mexico,True,False
URS,246,66,312,1968,MEX,Mexico,True,False
YUG,59,10,69,1968,MEX,Mexico,True,False
AUS,105,24,129,1968,MEX,Mexico,True,False
FIJ,1,0,1,1968,MEX,Mexico,True,False
NZL,47,5,52,1968,MEX,Mexico,True,False
ALG,5,0,5,1972,DEU,Munich,True,False
CMR,11,0,11,1972,DEU,Munich,True,False
CGO,6,0,6,1972,DEU,Munich,True,False
CIV,11,0,11,1972,DEU,Munich,True,False
DAH (1),3,0,3,1972,DEU,Munich,True,False
EGY,25,0,25,1972,DEU,Munich,True,False
ETH,30,0,30,1972,DEU,Munich,True,False
GAB,1,0,1,1972,DEU,Munich,True,False
GHA,34,2,36,1972,DEU,Munich,True,False
KEN,55,2,57,1972,DEU,Munich,True,False
LES,1,0,1,1972,DEU,Munich,True,False
LBR,5,0,5,1972,DEU,Munich,True,False
MAD,11,0,11,1972,DEU,Munich,True,False
MAR,34,2,36,1972,DEU,Munich,True,False
MAW,13,3,16,1972,DEU,Munich,True,False
MLI,3,0,3,1972,DEU,Munich,True,False
NIG,4,0,4,1972,DEU,Munich,True,False
NGR,21,5,26,1972,DEU,Munich,True,False
UGA,31,2,33,1972,DEU,Munich,True,False
SEN,40,0,40,1972,DEU,Munich,True,False
SOM,3,0,3,1972,DEU,Munich,True,False
SUD,26,0,26,1972,DEU,Munich,True,False
SWZ,2,0,2,1972,DEU,Munich,True,False
TAN,15,0,15,1972,DEU,Munich,True,False
CHA,3,0,3,1972,DEU,Munich,True,False
TOG,7,0,7,1972,DEU,Munich,True,False
TUN,35,0,35,1972,DEU,Munich,True,False
VOL,2,0,2,1972,DEU,Munich,True,False
ZAM,8,3,11,1972,DEU,Munich,True,False
AHO,2,0,2,1972,DEU,Munich,True,False
ARG,88,4,92,1972,DEU,Munich,True,False
BAH,18,1,19,1972,DEU,Munich,True,False
BAR,7,5,12,1972,DEU,Munich,True,False
BER,9,0,9,1972,DEU,Munich,True,False
BOL,11,0,11,1972,DEU,Munich,True,False
BRA,79,3,82,1972,DEU,Munich,True,False
CAN,156,50,206,1972,DEU,Munich,True,False
CHI,9,2,11,1972,DEU,Munich,True,False
COL,55,4,59,1972,DEU,Munich,True,False
CRC,3,0,3,1972,DEU,Munich,True,False
CUB,110,28,138,1972,DEU,Munich,True,False
DOM,5,0,5,1972,DEU,Munich,True,False
ECU,2,0,2,1972,DEU,Munich,True,False
GUA,7,0,7,1972,DEU,Munich,True,False
GUY,3,0,3,1972,DEU,Munich,True,False
HAI,4,1,5,1972,DEU,Munich,True,False
HBR,1,0,1,1972,DEU,Munich,True,False
JAM,21,12,33,1972,DEU,Munich,True,False
MEX,152,22,174,1972,DEU,Munich,True,False
NCA,7,1,8,1972,DEU,Munich,True,False
PAN,7,0,7,1972,DEU,Munich,True,False
PAR,3,0,3,1972,DEU,Munich,True,False
PER,17,3,20,1972,DEU,Munich,True,False
PUR,52,0,52,1972,DEU,Munich,True,False
ESA,11,0,11,1972,DEU,Munich,True,False
SUR,2,0,2,1972,DEU,Munich,True,False
TTO,18,1,19,1972,DEU,Munich,True,False
URU,10,3,13,1972,DEU,Munich,True,False
USA,320,84,404,1972,DEU,Munich,True,False
VEN,18,3,21,1972,DEU,Munich,True,False
ISV,16,0,16,1972,DEU,Munich,True,False
AFG,8,0,8,1972,DEU,Munich,True,False
KSA,11,0,11,1972,DEU,Munich,True,False
BIR,18,0,18,1972,DEU,Munich,True,False
CEY,3,0,3,1972,DEU,Munich,True,False
TPE,15,6,21,1972,DEU,Munich,True,False
KOR,32,12,44,1972,DEU,Munich,True,False
HKG,10,0,10,1972,DEU,Munich,True,False
IND,41,1,42,1972,DEU,Munich,True,False
INA,2,3,5,1972,DEU,Munich,True,False
IRI,48,0,48,1972,DEU,Munich,True,False
JPN,153,36,189,1972,DEU,Munich,True,False
CAM,8,3,11,1972,DEU,Munich,True,False
KUW,4,0,4,1972,DEU,Munich,True,False
LBN,17,2,19,1972,DEU,Munich,True,False
MAS,42,3,45,1972,DEU,Munich,True,False
MGL,37,2,39,1972,DEU,Munich,True,False
NEP,2,0,2,1972,DEU,Munich,True,False
PAK,25,0,25,1972,DEU,Munich,True,False
PHI,48,5,53,1972,DEU,Munich,True,False
PRK,24,14,38,1972,DEU,Munich,True,False
SGP,4,2,6,1972,DEU,Munich,True,False
SYR,5,0,5,1972,DEU,Munich,True,False
THA,33,0,33,1972,DEU,Munich,True,False
VIE,2,0,2,1972,DEU,Munich,True,False
ALB,5,0,5,1972,DEU,Munich,True,False
AUT,111,14,125,1972,DEU,Munich,True,False
BEL,82,6,88,1972,DEU,Munich,True,False
BUL,105,23,128,1972,DEU,Munich,True,False
DEN,113,12,125,1972,DEU,Munich,True,False
ESP,119,5,124,1972,DEU,Munich,True,False
FIN,89,7,96,1972,DEU,Munich,True,False
FRA,195,30,225,1972,DEU,Munich,True,False
FRG,331,83,414,1972,DEU,Munich,True,False
GDR,231,66,297,1972,DEU,Munich,True,False
GBR,212,74,286,1972,DEU,Munich,True,False
GRE,57,2,59,1972,DEU,Munich,True,False
HUN,187,45,232,1972,DEU,Munich,True,False
IRL,45,7,52,1972,DEU,Munich,True,False
ISL,25,1,26,1972,DEU,Munich,True,False
ISR,12,2,14,1972,DEU,Munich,True,False
ITA,197,27,224,1972,DEU,Munich,True,False
LIE,6,0,6,1972,DEU,Munich,True,False
LUX,9,1,10,1972,DEU,Munich,True,False
MLT,5,0,5,1972,DEU,Munich,True,False
MON,5,0,5,1972,DEU,Munich,True,False
NOR,99,11,110,1972,DEU,Munich,True,False
NED,91,28,119,1972,DEU,Munich,True,False
POL,251,38,289,1972,DEU,Munich,True,False
POR,29,0,29,1972,DEU,Munich,True,False
ROU,132,27,159,1972,DEU,Munich,True,False
SMR,6,0,6,1972,DEU,Munich,True,False
SWE,107,27,134,1972,DEU,Munich,True,False
SUI,133,29,162,1972,DEU,Munich,True,False
TCH,147,36,183,1972,DEU,Munich,True,False
TUR,41,1,42,1972,DEU,Munich,True,False
URS,300,73,373,1972,DEU,Munich,True,False
YUG,115,13,128,1972,DEU,Munich,True,False
AUS,139,29,168,1972,DEU,Munich,True,False
FIJ,2,0,2,1972,DEU,Munich,True,False
NZL,82,7,89,1972,DEU,Munich,True,False
CMR,4,0,4,1976,CAN,Montréal,True,False
CIV,7,1,8,1976,CAN,Montréal,True,False
EGY,15,0,15,1976,CAN,Montréal,True,False
MAR,9,0,9,1976,CAN,Montréal,True,False
SEN,18,2,20,1976,CAN,Montréal,True,False
TUN,2,1,3,1976,CAN,Montréal,True,False
ANT,10,0,10,1976,CAN,Montréal,True,False
AHO,4,0,4,1976,CAN,Montréal,True,False
ARG,59,4,63,1976,CAN,Montréal,True,False
BAH,10,1,11,1976,CAN,Montréal,True,False
BAR,10,2,12,1976,CAN,Montréal,True,False
BIZ,3,0,3,1976,CAN,Montréal,True,False
BER,13,1,14,1976,CAN,Montréal,True,False
BOL,3,0,3,1976,CAN,Montréal,True,False
BRA,72,7,79,1976,CAN,Montréal,True,False
CAY,2,0,2,1976,CAN,Montréal,True,False
CAN,263,123,386,1976,CAN,Montréal,True,False
CHI,7,0,7,1976,CAN,Montréal,True,False
COL,48,3,51,1976,CAN,Montréal,True,False
CRC,4,1,5,1976,CAN,Montréal,True,False
CUB,129,25,154,1976,CAN,Montréal,True,False
DOM,9,1,10,1976,CAN,Montréal,True,False
ECU,5,0,5,1976,CAN,Montréal,True,False
GUA,28,2,30,1976,CAN,Montréal,True,False
HAI,10,3,13,1976,CAN,Montréal,True,False
HON,1,0,1,1976,CAN,Montréal,True,False
JAM,11,9,20,1976,CAN,Montréal,True,False
MEX,93,5,98,1976,CAN,Montréal,True,False
NCA,16,0,16,1976,CAN,Montréal,True,False
PAN,6,1,7,1976,CAN,Montréal,True,False
PAR,5,0,5,1976,CAN,Montréal,True,False
PER,0,13,13,1976,CAN,Montréal,True,False
PUR,72,7,79,1976,CAN,Montréal,True,False
SUR,3,0,3,1976,CAN,Montréal,True,False
TTO,15,0,15,1976,CAN,Montréal,True,False
URU,7,2,9,1976,CAN,Montréal,True,False
USA,276,118,394,1976,CAN,Montréal,True,False
VEN,27,9,36,1976,CAN,Montréal,True,False
ISV,19,2,21,1976,CAN,Montréal,True,False
KSA,15,0,15,1976,CAN,Montréal,True,False
KOR,38,12,50,1976,CAN,Montréal,True,False
HKG,23,2,25,1976,CAN,Montréal,True,False
IND,26,0,26,1976,CAN,Montréal,True,False
INA,4,2,6,1976,CAN,Montréal,True,False
IRI,80,4,84,1976,CAN,Montréal,True,False
JPN,153,60,213,1976,CAN,Montréal,True,False
KUW,15,0,15,1976,CAN,Montréal,True,False
LBN,3,0,3,1976,CAN,Montréal,True,False
MAS,21,0,21,1976,CAN,Montréal,True,False
MGL,33,2,35,1976,CAN,Montréal,True,False
NEP,1,0,1,1976,CAN,Montréal,True,False
PAK,24,0,24,1976,CAN,Montréal,True,False
PHI,14,1,15,1976,CAN,Montréal,True,False
PRK,35,2,37,1976,CAN,Montréal,True,False
SGP,3,1,4,1976,CAN,Montréal,True,False
THA,39,3,42,1976,CAN,Montréal,True,False
AND,3,0,3,1976,CAN,Montréal,True,False
AUT,51,6,57,1976,CAN,Montréal,True,False
BEL,75,26,101,1976,CAN,Montréal,True,False
BUL,105,53,158,1976,CAN,Montréal,True,False
DEN,55,10,65,1976,CAN,Montréal,True,False
ESP,103,10,113,1976,CAN,Montréal,True,False
FIN,80,6,86,1976,CAN,Montréal,True,False
FRA,179,29,208,1976,CAN,Montréal,True,False
FRG,229,57,286,1976,CAN,Montréal,True,False
GDR,154,113,267,1976,CAN,Montréal,True,False
GBR,175,66,241,1976,CAN,Montréal,True,False
GRE,34,2,36,1976,CAN,Montréal,True,False
HUN,122,54,176,1976,CAN,Montréal,True,False
IRL,41,3,44,1976,CAN,Montréal,True,False
ISL,9,4,13,1976,CAN,Montréal,True,False
ISR,24,2,26,1976,CAN,Montréal,True,False
ITA,184,27,211,1976,CAN,Montréal,True,False
LIE,4,2,6,1976,CAN,Montréal,True,False
LUX,8,0,8,1976,CAN,Montréal,True,False
MON,8,0,8,1976,CAN,Montréal,True,False
NOR,60,6,66,1976,CAN,Montréal,True,False
NED,72,36,108,1976,CAN,Montréal,True,False
POL,195,27,222,1976,CAN,Montréal,True,False
POR,22,0,22,1976,CAN,Montréal,True,False
ROU,105,54,159,1976,CAN,Montréal,True,False
SMR,8,3,11,1976,CAN,Montréal,True,False
SWE,98,17,115,1976,CAN,Montréal,True,False
SUI,48,3,51,1976,CAN,Montréal,True,False
TCH,125,38,163,1976,CAN,Montréal,True,False
TUR,29,0,29,1976,CAN,Montréal,True,False
URS,287,125,412,1976,CAN,Montréal,True,False
YUG,84,5,89,1976,CAN,Montréal,True,False
AUS,147,34,181,1976,CAN,Montréal,True,False
FIJ,2,1,3,1976,CAN,Montréal,True,False
NZL,71,9,80,1976,CAN,Montréal,True,False
PNG,6,0,6,1976,CAN,Montréal,True,False
ALG,53,0,53,1980,RUS,Moscow,True,False
ANG,8,1,9,1980,RUS,Moscow,True,False
BEN,14,1,15,1980,RUS,Moscow,True,False
BOT,7,0,7,1980,RUS,Moscow,True,False
CMR,22,3,25,1980,RUS,Moscow,True,False
CGO,9,14,23,1980,RUS,Moscow,True,False
ETH,39,2,41,1980,RUS,Moscow,True,False
GUI,9,1,10,1980,RUS,Moscow,True,False
LES,5,0,5,1980,RUS,Moscow,True,False
LBA,30,2,32,1980,RUS,Moscow,True,False
MAD,8,3,11,1980,RUS,Moscow,True,False
MLI,6,1,7,1980,RUS,Moscow,True,False
MOZ,13,2,15,1980,RUS,Moscow,True,False
NGR,35,6,41,1980,RUS,Moscow,True,False
UGA,13,0,13,1980,RUS,Moscow,True,False
SEN,30,2,32,1980,RUS,Moscow,True,False
SEY,9,2,11,1980,RUS,Moscow,True,False
SLE,12,2,14,1980,RUS,Moscow,True,False
TAN,36,5,41,1980,RUS,Moscow,True,False
ZAM,37,0,37,1980,RUS,Moscow,True,False
ZIM,23,20,43,1980,RUS,Moscow,True,False
BRA,92,15,107,1980,RUS,Moscow,True,False
COL,6,0,6,1980,RUS,Moscow,True,False
CRC,28,1,29,1980,RUS,Moscow,True,False
CUB,176,32,208,1980,RUS,Moscow,True,False
DOM,5,1,6,1980,RUS,Moscow,True,False
ECU,11,1,12,1980,RUS,Moscow,True,False
GUA,9,0,9,1980,RUS,Moscow,True,False
GUY,8,0,8,1980,RUS,Moscow,True,False
JAM,11,7,18,1980,RUS,Moscow,True,False
MEX,36,10,46,1980,RUS,Moscow,True,False
NCA,3,2,5,1980,RUS,Moscow,True,False
PER,14,14,28,1980,RUS,Moscow,True,False
PUR,3,0,3,1980,RUS,Moscow,True,False
TTO,10,0,10,1980,RUS,Moscow,True,False
VEN,35,0,35,1980,RUS,Moscow,True,False
AFG,12,0,12,1980,RUS,Moscow,True,False
BIR,2,0,2,1980,RUS,Moscow,True,False
IND,54,16,70,1980,RUS,Moscow,True,False
IRQ,43,0,43,1980,RUS,Moscow,True,False
JOR,4,0,4,1980,RUS,Moscow,True,False
KUW,50,0,50,1980,RUS,Moscow,True,False
