Ath_Name,Host_City,Discipline,Event,Event_Gender,Gender,Medal,NOC,Sport,Summer,Winter,Year
"FERRARI, Jean-Noël",Sydney,Fencing,foil Team,M,Men,Gold,FRA,Fencing,True,False,2000
"GUYART, Brice",Sydney,Fencing,foil Team,M,Men,Gold,FRA,Fencing,True,False,2000
"LHOTELLIER, Patrice",Sydney,Fencing,foil Team,M,Men,Gold,FRA,Fencing,True,False,2000
"PLUMENAIL, Lionel",Sydney,Fencing,foil Team,M,Men,Gold,FRA,Fencing,True,False,2000
"DONG, Zhaozhi",Sydney,Fencing,foil Team,M,Men,Silver,CHN,Fencing,True,False,2000
"WANG, Haibin",Sydney,Fencing,foil Team,M,Men,Silver,CHN,Fencing,True,False,2000
"YE, Chong",Sydney,Fencing,foil Team,M,Men,Silver,CHN,Fencing,True,False,2000
"CROSTA, Daniele",Sydney,Fencing,foil Team,M,Men,Bronze,ITA,Fencing,True,False,2000
"MAGNI, Gabriele",Sydney,Fencing,foil Team,M,Men,Bronze,ITA,Fencing,True,False,2000
"SANZO, Salvatore",Sydney,Fencing,foil Team,M,Men,Bronze,ITA,Fencing,True,False,2000
"ZENNARO, Matteo",Sydney,Fencing,foil Team,M,Men,Bronze,ITA,Fencing,True,False,2000
"BIANCHEDI, Diana",Sydney,Fencing,foil Team,W,Women,Gold,ITA,Fencing,True,False,2000
"TRILLINI, Giovanna",Sydney,Fencing,foil Team,W,Women,Gold,ITA,Fencing,True,False,2000
"VEZZALI, Valentina",Sydney,Fencing,foil Team,W,Women,Gold,ITA,Fencing,True,False,2000
"GRUCHALA, Sylwia",Sydney,Fencing,foil Team,W,Women,Silver,POL,Fencing,True,False,2000
"MROCZKIEWICZ, Magdalena",Sydney,Fencing,foil Team,W,Women,Silver,POL,Fencing,True,False,2000
"RYBICKA, Anna",Sydney,Fencing,foil Team,W,Women,Silver,POL,Fencing,True,False,2000
"WOLNICKA, Barbara",Sydney,Fencing,foil Team,W,Women,Silver,POL,Fencing,True,False,2000
"BAU, Sabine",Sydney,Fencing,foil Team,W,Women,Bronze,GER,Fencing,True,False,2000
"KOENIG, Rita",Sydney,Fencing,foil Team,W,Women,Bronze,GER,Fencing,True,False,2000
"WEBER-KOSZTO, Monika",Sydney,Fencing,foil Team,W,Women,Bronze,GER,Fencing,True,False,2000
"COVALIU, Mihai",Sydney,Fencing,sabre individual,M,Men,Gold,ROU,Fencing,True,False,2000
"GOURDAIN, Mathieu",Sydney,Fencing,sabre individual,M,Men,Silver,FRA,Fencing,True,False,2000
"KOTHNY, Wiradech",Sydney,Fencing,sabre individual,M,Men,Bronze,GER,Fencing,True,False,2000
"CHARIKOV, Serguei",Sydney,Fencing,sabre Team,M,Men,Gold,RUS,Fencing,True,False,2000
"FROSIN, Alexey",Sydney,Fencing,sabre Team,M,Men,Gold,RUS,Fencing,True,False,2000
"POZDNYAKOV, Stanislav",Sydney,Fencing,sabre Team,M,Men,Gold,RUS,Fencing,True,False,2000
"GOURDAIN, Mathieu",Sydney,Fencing,sabre Team,M,Men,Silver,FRA,Fencing,True,False,2000
"PILLET, Julien",Sydney,Fencing,sabre Team,M,Men,Silver,FRA,Fencing,True,False,2000
"SEGUIN, Cédric",Sydney,Fencing,sabre Team,M,Men,Silver,FRA,Fencing,True,False,2000
"TOUYA, Damien",Sydney,Fencing,sabre Team,M,Men,Silver,FRA,Fencing,True,False,2000
"BAUER, Dennis",Sydney,Fencing,sabre Team,M,Men,Bronze,GER,Fencing,True,False,2000
"KOTHNY, Wiradech",Sydney,Fencing,sabre Team,M,Men,Bronze,GER,Fencing,True,False,2000
"WEBER, Alexander",Sydney,Fencing,sabre Team,M,Men,Bronze,GER,Fencing,True,False,2000
"ABANDA, Patrice",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"ALNOUDJI, Nicolas",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"BEAUD, Clement",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"BEKONO, Daniel",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"BRANCO, Serge",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"EPALLE, Joel",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"ETAME MAYER, Lawren",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"ETO'O FILS, Samuel",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"KAMÉNI, Idriss",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"MBAMI, Modeste",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"MBOMA, Patrick",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"MEYONG ZE, Albert",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"MIMPO, Serge",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"NGOME KOME, Daniel",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"NGUIMBAT, Aaron",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"NJITAP FOTSO, Geremi",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"SUFFO K, Patrick",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"WOME NLEND, Pierre",Sydney,Football,football,M,Men,Gold,CMR,Football,True,False,2000
"ALBELDA, David",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"AMAYA, Ivan",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"ANGULO, Miguel Angel",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"ARANZUBIA, Daniel",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"CAPDEVILA, Joan",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"FERRON, Jordi",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"GARCIA, Gabriel",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"HERNANDEZ, Xavier",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"LACRUZ, Jesus Maria",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"LUQUE, Alberto",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"MARCHENA, Carlos",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"ORTIZ, Felipe",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"PUYOL, Carlos",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"ROMERO, Jose Maria",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"RUIZ, Ismael",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"TAMUDO, Raul",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"VELAMAZÁN, Toni",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"VERGARA, Unai",Sydney,Football,football,M,Men,Silver,ESP,Football,True,False,2000
"ALVAREZ, Cristian",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"ARRUE, Francisco",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"CONTRERAS, Pablo",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"DI GREGORIO, Javier",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"GONZALEZ, Sebastian",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"HENRIQUEZ, David",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"IBARRA, Manuel",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"MALDONADO, Claudio",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"NAVIA, Reinaldo",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"NUNEZ, Rodrigo",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"OLARRA, Rafael",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"ORMAZABAL, Patricio",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"PIZARRO, David",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"REYES, Pedro",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"ROJAS, Mauricio",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"TAPIA, Nelson",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"TELLO, Rodrigo",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"ZAMORANO, Ivan",Sydney,Football,football,M,Men,Bronze,CHI,Football,True,False,2000
"BEKKEVOLD, Kristin",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"ESPESETH, Gro",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"GULBRANDSEN, Ragnhild",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"GULBRANDSEN, Solveig",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"HAUGENES, Margunn",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"HOVLAND, Ingeborg",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"JENSEN, Christine Boe",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"JØRGENSEN, Silje",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"KNUDSEN, Monica",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"KRINGEN, Gøril",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"KVITLAND, Bente",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"LEHN, Unni",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"MELLGREN, Dagny",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"NORDBY, Bente",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"PETTERSEN, Marianne",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"RAPP, Anita",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"RIISE, Hege",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"SANDAUNE, Brit",Sydney,Football,football,W,Women,Gold,NOR,Football,True,False,2000
"CHASTAIN, Brandi",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"FAIR, Lorrie",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"FAWCETT, Joy",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"FOUDY, Julie",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"FRENCH, Michelle",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"HAMM, Mia",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"LILLY, Kristine",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"MACMILLAN, Shannon",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"MILBRETT, Tiffeny",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"MULLINIX, Siri",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"OVERBECK, Carla",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"PARLOW, Cindy",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"RAMPONE, Christie",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"SCURRY, Briana",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"SERLENGA, Nikki",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"SLATON, Danielle",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"SOBRERO, Kate",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"WHALEN, Sara",Sydney,Football,football,W,Women,Silver,USA,Football,True,False,2000
"ANGERER, Nadine",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"BRANDEBUSEMEYER, Nicole",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"FITSCHEN, Doris",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"GOETTE, Jeannette",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"GOTTSCHLICH, Stefanie",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"GRINGS, Inka",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"HINGST, Ariane",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"HOFFMANN, Melanie",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"JONES, Steffi",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"LINGOR, Renate",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"MEINERT, Maren",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"MINNERT, Sandra",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"MÜLLER, Claudia",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"PRINZ, Birgit",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"ROTTENBERG, Silke",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"STEGEMANN, Kerstin",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"WIEGMANN, Bettina",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"WUNDERLICH, Tina",Sydney,Football,football,W,Women,Bronze,GER,Football,True,False,2000
"LIU, Xuan",Sydney,Gymnastics Artistic,beam,W,Women,Gold,CHN,Gymnastics,True,False,2000
"LOBAZNIOUK, Ekaterina",Sydney,Gymnastics Artistic,beam,W,Women,Silver,RUS,Gymnastics,True,False,2000
"PRODOUNOVA, Elena",Sydney,Gymnastics Artistic,beam,W,Women,Bronze,RUS,Gymnastics,True,False,2000
"VIHROVS, Igors",Sydney,Gymnastics Artistic,floor exercises,M,Men,Gold,LAT,Gymnastics,True,False,2000
"NEMOV, Alexei",Sydney,Gymnastics Artistic,floor exercises,M,Men,Silver,RUS,Gymnastics,True,False,2000
"IOVTCHEV, Iordan",Sydney,Gymnastics Artistic,floor exercises,M,Men,Bronze,BUL,Gymnastics,True,False,2000
"ZAMOLODCHIKOVA, Elena",Sydney,Gymnastics Artistic,floor exercises,W,Women,Gold,RUS,Gymnastics,True,False,2000
"KHORKINA, Svetlana",Sydney,Gymnastics Artistic,floor exercises,W,Women,Silver,RUS,Gymnastics,True,False,2000
"AMANAR, Simona",Sydney,Gymnastics Artistic,floor exercises,W,Women,Bronze,ROU,Gymnastics,True,False,2000
"NEMOV, Alexei",Sydney,Gymnastics Artistic,horizontal bar,M,Men,Gold,RUS,Gymnastics,True,False,2000
"VARONIAN, Benjamin",Sydney,Gymnastics Artistic,horizontal bar,M,Men,Silver,FRA,Gymnastics,True,False,2000
"LEE, Joo-Hyung",Sydney,Gymnastics Artistic,horizontal bar,M,Men,Bronze,KOR,Gymnastics,True,False,2000
"NEMOV, Alexei",Sydney,Gymnastics Artistic,individual all-around,M,Men,Gold,RUS,Gymnastics,True,False,2000
"YANG, Wei",Sydney,Gymnastics Artistic,individual all-around,M,Men,Silver,CHN,Gymnastics,True,False,2000
"BERESH, Oleksandr",Sydney,Gymnastics Artistic,individual all-around,M,Men,Bronze,UKR,Gymnastics,True,False,2000
"AMANAR, Simona",Sydney,Gymnastics Artistic,individual all-around,W,Women,Gold,ROU,Gymnastics,True,False,2000
"OLARU, Maria",Sydney,Gymnastics Artistic,individual all-around,W,Women,Silver,ROU,Gymnastics,True,False,2000
"LIU, Xuan",Sydney,Gymnastics Artistic,individual all-around,W,Women,Bronze,CHN,Gymnastics,True,False,2000
"LI, Xiaopeng",Sydney,Gymnastics Artistic,parallel bars,M,Men,Gold,CHN,Gymnastics,True,False,2000
"LEE, Joo-Hyung",Sydney,Gymnastics Artistic,parallel bars,M,Men,Silver,KOR,Gymnastics,True,False,2000
"NEMOV, Alexei",Sydney,Gymnastics Artistic,parallel bars,M,Men,Bronze,RUS,Gymnastics,True,False,2000
"URZICA, Marius",Sydney,Gymnastics Artistic,pommel horse,M,Men,Gold,ROU,Gymnastics,True,False,2000
"POUJADE, Eric",Sydney,Gymnastics Artistic,pommel horse,M,Men,Silver,FRA,Gymnastics,True,False,2000
"NEMOV, Alexei",Sydney,Gymnastics Artistic,pommel horse,M,Men,Bronze,RUS,Gymnastics,True,False,2000
"CSOLLÁNY, Szilveszter",Sydney,Gymnastics Artistic,rings,M,Men,Gold,HUN,Gymnastics,True,False,2000
"TAMPAKOS, Dimosthenis",Sydney,Gymnastics Artistic,rings,M,Men,Silver,GRE,Gymnastics,True,False,2000
"IOVTCHEV, Iordan",Sydney,Gymnastics Artistic,rings,M,Men,Bronze,BUL,Gymnastics,True,False,2000
"HUANG, Xu",Sydney,Gymnastics Artistic,Team competition,M,Men,Gold,CHN,Gymnastics,True,False,2000
"LI, Xiaopeng",Sydney,Gymnastics Artistic,Team competition,M,Men,Gold,CHN,Gymnastics,True,False,2000
"XIAO, Junfeng",Sydney,Gymnastics Artistic,Team competition,M,Men,Gold,CHN,Gymnastics,True,False,2000
"XING, Aowei",Sydney,Gymnastics Artistic,Team competition,M,Men,Gold,CHN,Gymnastics,True,False,2000
"YANG, Wei",Sydney,Gymnastics Artistic,Team competition,M,Men,Gold,CHN,Gymnastics,True,False,2000
"ZHENG, Lihui",Sydney,Gymnastics Artistic,Team competition,M,Men,Gold,CHN,Gymnastics,True,False,2000
"BERESH, Oleksandr",Sydney,Gymnastics Artistic,Team competition,M,Men,Silver,UKR,Gymnastics,True,False,2000
"GONCHAROV, Valeriy",Sydney,Gymnastics Artistic,Team competition,M,Men,Silver,UKR,Gymnastics,True,False,2000
"MYEZYENTSEV, Ruslan",Sydney,Gymnastics Artistic,Team competition,M,Men,Silver,UKR,Gymnastics,True,False,2000
"PERESHKURA, Valeriy",Sydney,Gymnastics Artistic,Team competition,M,Men,Silver,UKR,Gymnastics,True,False,2000
"SVITLICHNI, Oleksandr",Sydney,Gymnastics Artistic,Team competition,M,Men,Silver,UKR,Gymnastics,True,False,2000
"ZOZULYA, Roman",Sydney,Gymnastics Artistic,Team competition,M,Men,Silver,UKR,Gymnastics,True,False,2000
"ALECHINE, Maxim",Sydney,Gymnastics Artistic,Team competition,M,Men,Bronze,RUS,Gymnastics,True,False,2000
"BONDARENKO, Alexei",Sydney,Gymnastics Artistic,Team competition,M,Men,Bronze,RUS,Gymnastics,True,False,2000
"DREVINE, Dmitri",Sydney,Gymnastics Artistic,Team competition,M,Men,Bronze,RUS,Gymnastics,True,False,2000
"KRYUKOV, Nikolay",Sydney,Gymnastics Artistic,Team competition,M,Men,Bronze,RUS,Gymnastics,True,False,2000
"NEMOV, Alexei",Sydney,Gymnastics Artistic,Team competition,M,Men,Bronze,RUS,Gymnastics,True,False,2000
"PODGORNYI, Evgueni",Sydney,Gymnastics Artistic,Team competition,M,Men,Bronze,RUS,Gymnastics,True,False,2000
"AMANAR, Simona",Sydney,Gymnastics Artistic,Team competition,W,Women,Gold,ROU,Gymnastics,True,False,2000
"BOBOC, Loredana",Sydney,Gymnastics Artistic,Team competition,W,Women,Gold,ROU,Gymnastics,True,False,2000
"ISARESCU, Andreea",Sydney,Gymnastics Artistic,Team competition,W,Women,Gold,ROU,Gymnastics,True,False,2000
"OLARU, Maria",Sydney,Gymnastics Artistic,Team competition,W,Women,Gold,ROU,Gymnastics,True,False,2000
"PRESACAN, Claudia",Sydney,Gymnastics Artistic,Team competition,W,Women,Gold,ROU,Gymnastics,True,False,2000
"RADUCAN, Andreea",Sydney,Gymnastics Artistic,Team competition,W,Women,Gold,ROU,Gymnastics,True,False,2000
"KHORKINA, Svetlana",Sydney,Gymnastics Artistic,Team competition,W,Women,Silver,RUS,Gymnastics,True,False,2000
"KOLESNIKOVA, Anastassia",Sydney,Gymnastics Artistic,Team competition,W,Women,Silver,RUS,Gymnastics,True,False,2000
"LOBAZNIOUK, Ekaterina",Sydney,Gymnastics Artistic,Team competition,W,Women,Silver,RUS,Gymnastics,True,False,2000
