"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"FJI","East Asia & Pacific","Upper middle income","National accounts have been revised  based on the Fiji Bureau of Statistics and World Bank estimates. The base year is 2011.","Fiji",
