"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"LKA","South Asia","Lower middle income","Bureau of Census and Statistics revised national accounts from 2010-2015. Value added is in basic prices; prior to 2010 in producer prices.","Sri Lanka",
