"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"KOR","East Asia & Pacific","High income","The new base year is 2010. GDP data are available from 1970 onward while components are revised from 2000 onward only. Historical data in constant prices are linked to preserve growth rates.","Korea, Rep.",
