"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"CPV","Sub-Saharan Africa","Lower middle income","Cabo Verde is the name for the country previously listed as Cape Verde. Value added is measured in basic prices.","Cabo Verde",
