"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"MMR","East Asia & Pacific","Lower middle income","Fiscal year end: March 31; reporting period for national accounts data: FY. Based on the government’s Planning Department and the IMF national accounts have been revised from 2010 to 2015. The new base year is 2010/11.","Myanmar",
