0
COL
CAN
LBN
MGL
POL
ESP
SWE
GDR
CUB
IRI
FRG
UGA
FIN
NOR
TUN
BUL
ETH
FRA
USA
YUG
JPN
JAM
DEN
PRK
GHA
ARG
PAK
AUS
BEL
BRA
NGR
GBR
ROU
TUR
HUN
IND
URS
AUT
KEN
SUI
GRE
KOR
ITA
NIG
NED
NZL
MEX
TCH
