0
TTO
CAN
MGL
POL
ESP
SWE
CUB
GDR
IRI
FRG
THA
FIN
NOR
BUL
FRA
USA
YUG
JPN
JAM
PUR
PRK
PAK
AUS
BEL
BRA
GBR
ROU
HUN
TCH
URS
BER
SUI
AUT
KOR
VEN
ITA
POR
NED
NZL
MEX
DEN
