Source,Target
AUT,AUT
AUT,AUT
AUT,AUT
FRA,FRA
FRA,USA
FRA,USA
USA,FRA
USA,FRA
FRA,FRA
URS,URS
URS,URS
URS,URS
FIN,URS
FIN,SWE
URS,SWE
URS,URS
URS,FIN
URS,FIN
CAN,NED
CAN,AUT
NED,AUT
USA,URS
USA,CAN
USA,EUA
URS,CAN
URS,EUA
CAN,EUA
AUT,EUA
AUT,EUA
EUA,EUA
FIN,URS
FIN,URS
URS,URS
URS,URS
URS,FIN
URS,FIN
URS,PRK
URS,URS
PRK,URS
URS,URS
URS,URS
URS,URS
EUA,AUT
EUA,FRA
AUT,FRA
AUT,FRA
AUT,AUT
FRA,AUT
USA,AUT
USA,USA
AUT,USA
NOR,URS
NOR,URS
URS,URS
ITA,CAN
ITA,AUT
CAN,AUT
ITA,GBR
ITA,ITA
GBR,ITA
SWE,FIN
SWE,NOR
FIN,NOR
URS,FIN
URS,NOR
FIN,NOR
URS,SWE
URS,FIN
SWE,FIN
FIN,SWE
FIN,SWE
SWE,SWE
USA,EUA
USA,FRA
EUA,FRA
USA,URS
USA,CAN
USA,EUA
URS,CAN
URS,EUA
CAN,EUA
TCH,URS
TCH,SWE
URS,SWE
ITA,AUT
ITA,AUT
AUT,AUT
EUA,EUA
EUA,EUA
EUA,EUA
EUA,NOR
EUA,URS
NOR,URS
NOR,NOR
NOR,FIN
NOR,FIN
NOR,FIN
NOR,NOR
FIN,NOR
NOR,SWE
NOR,NOR
SWE,NOR
NOR,URS
NOR,NED
URS,NED
NOR,NOR
NOR,NOR
NOR,NOR
USA,NOR
USA,URS
NOR,URS
