"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"SGP","East Asia & Pacific","High income","Fiscal year end: March 31; reporting period for national accounts data: CY. Country reports using a blend of SNA 1993 and SNA 2008.","Singapore",
