"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"AUS","East Asia & Pacific","High income","Fiscal year end: June 30; reporting period for national accounts data: FY. Value added current series updated by the Australian Bureau of Statistics;","Australia",
