"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"BLR","Europe & Central Asia","Upper middle income","In July 2016 a new Belarusian ruble was introduced, at a rate of 1 new ruble = 10,000 old rubles. Local currency values in this database are in new rubels.","Belarus",
