Country,Host_City,Year,Gender,Gold,Silver,Bronze,Total_Medals,Ath_Rating,Gold_Share,Medal_Share,Rating_Share,Males,Females,Summer,Winter,Population_Density,Population,NOC_Males_Sent,NOC_Females_Sent,NOC_Total_Sent,Female_Representation,Male_Representation,Population_Representation,norm_Gold_Share,norm_Medal_Share,norm_Rating_Share,norm_Population,norm_Population_Density,norm_Male_Representation,norm_Female_Representation,norm_Population_Representation,norm_Males,norm_Females
Netherlands,Moscow,1980,Women,0,0,4,4,4,0.0,0.0029133284777858705,0.0014641288433382138,7026168.0,7123632.0,True,False,428.99813724253687,14149800.0,58.0,18.0,76.0,2.526800935253253e-06,8.254855278154464e-06,5.371100651599316e-06,0.0,0.010197150785365951,0.004741973330723982,0.01024623033971785,0.05247060144116416,0.010033124457080855,0.010546867103747077,0.011564758931473483,0.0098749142300004,0.010640929019328716
Netherlands,Munich,1972,Men,3,0,2,5,11,0.007751937984496124,0.004222972972972973,0.004694835680751174,6648356.0,6680237.0,True,False,404.1005222027108,13328593.0,91.0,28.0,119.0,4.191468057196175e-06,1.3687594346632461e-05,8.92817418912859e-06,0.018087855297157625,0.01570901117846764,0.017336880351858354,0.009650566235777189,0.04941987528461216,0.01664535386120467,0.017495187670736833,0.01925247665139535,0.00934305583888918,0.009977441220303633
Netherlands,Munich,1972,Women,0,1,0,1,2,0.0,0.0008445945945945946,0.0008536064874093043,6648356.0,6680237.0,True,False,404.1005222027108,13328593.0,91.0,28.0,119.0,4.191468057196175e-06,1.3687594346632461e-05,8.92817418912859e-06,0.0,0.0014905342978126545,0.0023618526035192856,0.009650566235777189,0.04941987528461216,0.01664535386120467,0.017495187670736833,0.01925247665139535,0.00934305583888918,0.009977441220303633
Netherlands,Nagano,1998,F,2,0,0,2,6,0.013422818791946308,0.0044742729306487695,0.006726457399103139,7779821.0,7927388.0,False,True,476.21615869335335,15707209.0,10.0,12.0,22.0,1.513739456173963e-06,1.285376617276927e-06,1.4006307549609864e-06,0.03131991051454139,0.01676664955941121,0.02525715536673724,0.011375900004557677,0.0582562661672923,0.0015505172212103313,0.006318348490070121,0.0029835891977702733,0.010935856370631573,0.011843654127625391
Netherlands,Nagano,1998,M,3,4,2,9,19,0.020134228187919462,0.020134228187919462,0.021300448430493273,7779821.0,7927388.0,False,True,476.21615869335335,15707209.0,10.0,12.0,22.0,1.513739456173963e-06,1.285376617276927e-06,1.4006307549609864e-06,0.04697986577181208,0.08267422024557926,0.0820738432325394,0.011375900004557677,0.0582562661672923,0.0015505172212103313,0.006318348490070121,0.0029835891977702733,0.010935856370631573,0.011843654127625391
Netherlands,Rio,2016,Men,2,3,11,16,23,0.0029985007496251873,0.007916872835230085,0.005737091544025941,8463503.0,8554905.0,True,False,515.9695070484025,17018408.0,105.0,131.0,236.0,1.5312852685097028e-05,1.2406210525358117e-05,1.3867337062315113e-05,0.0069965017491254375,0.031255413596591015,0.02140011367843576,0.012326980764247852,0.0631272780872404,0.015085771544770608,0.06391584710759499,0.029927232048257514,0.011898298030906264,0.012782658566513568
Netherlands,Rio,2016,Women,7,22,2,31,67,0.010494752623688156,0.015338941118258289,0.016712397106510353,8463503.0,8554905.0,True,False,515.9695070484025,17018408.0,105.0,131.0,236.0,1.5312852685097028e-05,1.2406210525358117e-05,1.3867337062315113e-05,0.02448775612193903,0.06249244345809925,0.06418733023650709,0.012326980764247852,0.0631272780872404,0.015085771544770608,0.06391584710759499,0.029927232048257514,0.011898298030906264,0.012782658566513568
Netherlands,Rome,1960,Men,0,0,1,1,1,0.0,0.0011337868480725624,0.0005688282138794084,5719411.0,5767220.0,True,False,348.2553323857848,11486631.0,65.0,30.0,95.0,5.201813005226088e-06,1.136480662082162e-05,8.270484182873115e-06,0.0,0.0027076488153743904,0.00125164482012896,0.008314495495729006,0.04257711620830758,0.013818270670469512,0.02171236748381369,0.017831045505269056,0.008035349378716361,0.008611220040988386
Netherlands,Rome,1960,Women,0,1,1,2,3,0.0,0.0022675736961451248,0.0017064846416382253,5719411.0,5767220.0,True,False,348.2553323857848,11486631.0,65.0,30.0,95.0,5.201813005226088e-06,1.136480662082162e-05,8.270484182873115e-06,0.0,0.007479382553099872,0.0056867971414990065,0.008314495495729006,0.04257711620830758,0.013818270670469512,0.02171236748381369,0.017831045505269056,0.008035349378716361,0.008611220040988386
Netherlands,Salt Lake City,2002,F,0,2,0,2,4,0.0,0.004158004158004158,0.004149377593360996,8001686.0,8147243.0,False,True,489.6083661579657,16148929.0,14.0,13.0,27.0,1.595631798388731e-06,1.7496312652108567e-06,1.6719375012423425e-06,0.0,0.015435578930762733,0.015210412603362073,0.01169630247067483,0.0598972248511225,0.002115565200761075,0.006660167126474562,0.0035699503339446646,0.011248183035596928,0.01217264094537178
