Country,Host_City,Year,Education_Index,Gold,Silver,Bronze,Total_Medals,Ath_Rating,Gold_Share,Medal_Share,Rating_Share,norm_Gold_Share,norm_Medal_Share,norm_Rating_Share
Brazil,Los Angeles,1984,0.4043918608,1,34,2,37,73,0.0020161290322580645,0.025101763907734057,0.024813052345343305,0.004327301337529505,0.07816162629590132,0.07221638173350511
Brazil,Moscow,1980,0.361502472,4,0,5,9,17,0.00881057268722467,0.0065549890750182084,0.006222547584187409,0.018910497475018807,0.019260045784865582,0.01756449646843776
Brazil,Seoul,1988,0.44388125,1,22,5,28,52,0.001976284584980237,0.018111254851228976,0.016976820111002284,0.004241781548250265,0.05596089135849632,0.04917962880593157
Brazil,Sydney,2000,0.5814956170000001,0,12,35,47,59,0.0,0.023290386521308225,0.01466567238379319,0.0,0.07240898240364745,0.042385376469009056
Bulgaria,Athens,2004,0.7029233802,2,1,14,17,22,0.00303951367781155,0.008525576730190571,0.005544354838709678,0.00652383423530284,0.025518315940841352,0.015570762969017413
Bulgaria,Atlanta,1996,0.652090889,3,12,6,21,39,0.004878048780487805,0.011308562197092083,0.010551948051948052,0.010469958358120167,0.034356631174527634,0.03029195603290157
Bulgaria,Barcelone,1992,0.637327778,3,7,7,17,30,0.005338078291814947,0.009929906542056074,0.008849557522123894,0.011457338772675983,0.029978242058655288,0.025287312366276227
Bulgaria,Beijing,2008,0.72848368,1,1,3,5,8,0.0015015015015015015,0.0024521824423737125,0.0019821605550049554,0.0032227349300520034,0.006230190331633984,0.0050987163093868205
Bulgaria,Lake Placid,1980,0.5785944439999999,0,0,1,1,1,0.0,0.0045871559633027525,0.0022935779816513763,0.0,0.013010523616864089,0.00601421320897528
Bulgaria,London,2012,0.749407205,0,1,2,3,4,0.0,0.0015432098765432098,0.0010403120936280884,0.0,0.003343439333064379,0.0023298945528199334
Bulgaria,Moscow,1980,0.5785944439999999,8,44,40,92,152,0.01762114537444934,0.06700655498907501,0.055636896046852125,0.037820994950037615,0.21124451795433763,0.16283152053936972
Bulgaria,Nagano,1998,0.664157111,1,0,0,1,3,0.006711409395973154,0.0022371364653243847,0.0033632286995515697,0.014404976264527747,0.005547238818770304,0.009158744735118927
Bulgaria,Salt Lake City,2002,0.6895733566,0,1,2,3,4,0.0,0.006237006237006237,0.004149377593360996,0.0,0.0182501833207324,0.011469844928347945
Bulgaria,Seoul,1988,0.622854,10,14,17,41,75,0.019762845849802372,0.02652005174644243,0.024485798237022526,0.042417815482502653,0.0826658808670057,0.07125432856656586
Bulgaria,Sydney,2000,0.6762233329999999,5,6,2,13,29,0.007473841554559043,0.006442021803766105,0.007208550832711907,0.01604141601954136,0.018901279860181447,0.020463123326700323
Bulgaria,Turin,2006,0.71311571,0,1,0,1,2,0.0,0.0018832391713747645,0.001885014137606032,0.0,0.004423317806075352,0.004813127783103675
Burundi,Atlanta,1996,0.1827655556,1,0,0,1,3,0.0016260162601626016,0.0005385029617662897,0.0008116883116883117,0.0034899861193733893,0.00015265140554084332,0.0016577922694249356
Cameroon,Athens,2004,0.3979533332,1,0,0,1,3,0.001519756838905775,0.0005015045135406219,0.0007560483870967742,0.00326191711765142,3.5150271429730255e-05,0.0014942234576040005
Cameroon,Beijing,2008,0.445908889,1,0,0,1,3,0.0015015015015015015,0.0004904364884747426,0.0007433102081268583,0.0032227349300520034,0.0,0.0014567760883962342
Cameroon,London,2012,0.485788889,0,0,1,1,1,0.0,0.00051440329218107,0.0002600780234070221,0.0,7.611472241579588e-05,3.6182605056395415e-05
Cameroon,Los Angeles,1984,0.2932422224,0,0,1,1,1,0.0,0.0006784260515603799,0.0003399048266485384,0.0,0.0005970246840863635,0.00027085537741425563
Cameroon,Sydney,2000,0.3565222220000001,18,0,0,18,54,0.026905829596412557,0.008919722497522299,0.013422818791946308,0.05774909767034891,0.02677005964598527,0.0387316676119576
Canada,Albertville,1992,0.8158311112000001,5,29,3,37,76,0.04672897196261682,0.11419753086419752,0.11728395061728394,0.1002963300661044,0.3611154841990843,0.3440599377662242
Canada,Athens,2004,0.844037778,3,10,4,17,33,0.004559270516717325,0.008525576730190571,0.008316532258064516,0.009785751352954258,0.025518315940841352,0.023720338475625175
Canada,Atlanta,1996,0.8226599995999999,8,31,12,51,98,0.013008130081300813,0.027463651050080775,0.026515151515151516,0.027919888954987114,0.0856626008280078,0.07722016886748827
Canada,Barcelone,1992,0.8158311112000001,27,5,12,44,103,0.04804270462633452,0.02570093457943925,0.0303834808259587,0.10311604895408384,0.08006449619525659,0.08859218336509714
Canada,Beijing,2008,0.851446667,11,13,12,36,71,0.016516516516516516,0.01765571358509073,0.01759167492566898,0.03545008423057203,0.054514165401797356,0.050987163093868214
Canada,Calgary,1988,0.7904666668000001,0,2,4,6,8,0.0,0.022727272727272728,0.015151515151515152,0.0,0.0706206233614193,0.043813644476765536
Canada,Lake Placid,1980,0.7494333329999999,0,1,1,2,3,0.0,0.009174311926605505,0.006880733944954129,0.0,0.027578594816636676,0.019499415715322075
Canada,Lillehammer,1994,0.8229066664,3,32,5,40,78,0.02631578947368421,0.11661807580174927,0.11370262390670553,0.05648267008985879,0.3688027464754499,0.33353164609271274
Canada,London,2012,0.8503,1,22,34,57,81,0.0015772870662460567,0.029320987654320986,0.021066319895968792,0.0033853966299915365,0.09156120382057613,0.061201834545417416
Canada,Los Angeles,1984,0.7603133329999999,19,35,32,86,159,0.038306451612903226,0.05834464043419267,0.05404486743711761,0.08221872541306059,0.18373566737864944,0.15815131599216917
Canada,Nagano,1998,0.8150911108000001,14,28,7,49,105,0.09395973154362416,0.10961968680089486,0.11771300448430494,0.20166966770338846,0.34657698609935267,0.34532125923189844
Canada,Salt Lake City,2002,0.82578,53,7,15,75,188,0.32515337423312884,0.15592515592515593,0.1950207468879668,0.69789016908574,0.49363572500811387,0.5725885616654668
Canada,Sarajevo,1984,0.7603133329999999,2,1,1,4,9,0.02702702702702703,0.018018018018018018,0.02027027027027027,0.058009228740936065,0.05566478613872075,0.05886162843655056
Canada,Seoul,1988,0.7904666668000001,4,5,12,21,34,0.007905138339920948,0.013583441138421734,0.01110022853411688,0.01696712619300106,0.041581281623145123,0.03190377681934822
Canada,Sydney,2000,0.807522222,4,4,23,31,43,0.005979073243647235,0.015361744301288404,0.010688540889883172,0.01283313281563309,0.04722888708907522,0.0306935081264444
Canada,Turin,2006,0.852593333,29,28,11,68,154,0.16477272727272727,0.128060263653484,0.14514608859566447,0.35365853658536583,0.4051412988679932,0.4259683306580399
Canada,Vancouver,2010,0.8503,68,15,8,91,242,0.38636363636363635,0.1720226843100189,0.22873345935727787,0.8292682926829269,0.5447588918520415,0.6716963221872115
Chile,Athens,2004,0.6956508576,3,0,1,4,10,0.004559270516717325,0.0020060180541624875,0.0025201612903225806,0.009785751352954258,0.0048132438344444094,0.006680316961808942
Chile,Beijing,2008,0.7396437640000001,0,1,0,1,2,0.0,0.0004904364884747426,0.0004955401387512388,0.0,0.0,0.0007283880441981171
Chile,Seoul,1988,0.6053022222,0,1,0,1,2,0.0,0.000646830530401035,0.000652954619653934,0.0,0.0004966823792845334,0.0011911510654222556
Chile,Sydney,2000,0.6501,0,0,18,18,18,0.0,0.008919722497522299,0.0044742729306487695,0.0,0.02677005964598527,0.012424963841187122
China,Albertville,1992,0.418104444,0,3,0,3,6,0.0,0.009259259259259259,0.009259259259259259,0.0,0.02784837391292876,0.026491742940835224
China,Athens,2004,0.5206448146,52,27,15,94,225,0.0790273556231003,0.04714142427281846,0.05670362903225806,0.16961969011787384,0.14815605072488477,0.1659674745909607
China,Atlanta,1996,0.444363333,19,74,17,110,222,0.030894308943089432,0.05923532579429187,0.060064935064935064,0.06630973626809439,0.18656434114651885,0.17584895516390778
China,Barcelone,1992,0.418104444,18,45,19,82,163,0.03202846975088968,0.04789719626168224,0.04808259587020649,0.0687440326360559,0.15055626127639915,0.1406235841860458
China,Beijing,2008,0.575395556,71,54,59,184,380,0.1066066066066066,0.09024031387935262,0.09415262636273539,0.22881418003369225,0.28503120767225476,0.27605906875108643
China,Lillehammer,1994,0.430064444,0,1,2,3,4,0.0,0.008746355685131196,0.0058309037900874635,0.0,0.026219474471468388,0.01641315216795116
China,London,2012,0.609666667,56,44,28,128,284,0.08832807570977919,0.06584362139917696,0.07386215864759428,0.18958221127952607,0.2075512274986009,0.21640967634408345
China,Los Angeles,1984,0.3644844448,26,13,37,76,141,0.05241935483870968,0.051560379918588875,0.047926580557443914,0.11250983477576712,0.16218994470870085,0.14016493440314645
China,Nagano,1998,0.461001111,0,9,5,14,23,0.0,0.03131991051454139,0.0257847533632287,0.0,0.0979094620405947,0.07507296326389921
China,Salt Lake City,2002,0.4991418518,2,5,9,16,25,0.012269938650306749,0.033264033264033266,0.025933609958506226,0.026335478078707168,0.10408368390317628,0.07551056803421477
China,Seoul,1988,0.3901088888000001,6,16,31,53,81,0.011857707509881422,0.03428201811125485,0.02644466209598433,0.02545068928950159,0.10731664041332205,0.07701294589542698
