Country,Host_City,Year,Education_Index,Gold,Silver,Bronze,Total_Medals,Ath_Rating,Gold_Share,Medal_Share,Rating_Share,norm_Gold_Share,norm_Medal_Share,norm_Rating_Share
Austria,Vancouver,2010,0.794481027,11,9,6,26,57,0.0625,0.04914933837429111,0.05387523629489603,0.13414634146341464,0.15453286368422006,0.15765263874584468
Azerbaijan,Athens,2004,0.6613707964,1,0,4,5,7,0.001519756838905775,0.0025075225677031092,0.0017641129032258064,0.00326191711765142,0.006405941688782635,0.004457705460006824
Azerbaijan,Beijing,2008,0.679459307,1,1,4,6,9,0.0015015015015015015,0.0029426189308484553,0.0022299306243805748,0.0032227349300520034,0.007787737914542481,0.005827104353584937
Azerbaijan,London,2012,0.699777778,2,2,6,10,16,0.0031545741324921135,0.0051440329218107,0.004161248374512354,0.006770793259983073,0.014779075470334422,0.011504742343874084
Azerbaijan,Sydney,2000,0.637532526,2,0,1,3,7,0.0029895366218236174,0.0014866204162537165,0.0017399950285856326,0.006416566407816545,0.003163720288573798,0.00438680435567392
"Bahamas, The",Athens,2004,0.7002947314,1,0,1,2,4,0.001519756838905775,0.0010030090270812437,0.0010080645161290322,0.00326191711765142,0.0016278481257679567,0.002235093958204706
"Bahamas, The",Beijing,2008,0.713954676,0,6,1,7,13,0.0,0.0034330554193231977,0.0032210109018830525,0.0,0.009345285497450976,0.008740656530377406
"Bahamas, The",London,2012,0.713954676,4,0,0,4,12,0.006309148264984227,0.00205761316872428,0.0031209362808842654,0.013541586519966146,0.004977101638388672,0.008446459746856035
"Bahamas, The",Sydney,2000,0.668040509,6,0,5,11,23,0.008968609865470852,0.005450941526263627,0.00571712652249565,0.019249699223449636,0.015753767945859917,0.016078672698238577
Bahrain,London,2012,0.713966667,1,0,0,1,3,0.0015772870662460567,0.00051440329218107,0.0007802340702210664,0.0033853966299915365,7.611472241579588e-05,0.0015653239035654208
Barbados,Sydney,2000,0.6838111109999999,0,0,1,1,1,0.0,0.0004955401387512388,0.00024857071836937607,0.0,1.6208374252268656e-05,2.353727212173845e-06
Belarus,Beijing,2008,0.779190499,7,4,14,25,43,0.010510510510510511,0.012260912211868563,0.010654112983151635,0.022559144510364025,0.037381141989803905,0.03059229785632092
Belarus,London,2012,0.8199841640000001,3,12,6,21,39,0.00473186119873817,0.010802469135802469,0.010143042912873863,0.01015618988997461,0.03274936082890163,0.029089867276727875
Belarus,Turin,2006,0.737841277,0,1,0,1,2,0.0,0.0018832391713747645,0.001885014137606032,0.0,0.004423317806075352,0.004813127783103675
Belarus,Vancouver,2010,0.8116508309999999,1,1,1,3,6,0.005681818181818182,0.005671077504725898,0.005671077504725898,0.012195121951219513,0.01645288448637557,0.0159432989863327
Belgium,Athens,2004,0.8005137778,1,0,2,3,5,0.001519756838905775,0.0015045135406218655,0.0012600806451612903,0.00326191711765142,0.003220545980106183,0.0029759644588054123
Belgium,Atlanta,1996,0.8104764442,2,2,2,6,12,0.0032520325203252032,0.0032310177705977385,0.003246753246753247,0.0069799722387467785,0.00870364634778754,0.008816333210294094
Belgium,Barcelone,1992,0.7445588886,0,1,2,3,4,0.0,0.0017523364485981308,0.0011799410029498525,0.0,0.00400759176560276,0.0027403720105317955
Belgium,Beijing,2008,0.7974879020000001,5,0,0,5,15,0.0075075075075075074,0.0024521824423737125,0.0037165510406342913,0.016113674650260017,0.006230190331633984,0.010197432618773641
Belgium,London,2012,0.812291688,0,1,2,3,4,0.0,0.0015432098765432098,0.0010403120936280884,0.0,0.003343439333064379,0.0023298945528199334
Belgium,Los Angeles,1984,0.6488824446,1,2,2,5,9,0.0020161290322580645,0.0033921302578018998,0.0030591434398368456,0.004327301337529505,0.009215313752065803,0.008264802750313239
Belgium,Moscow,1980,0.626016667,1,0,0,1,3,0.0022026431718061676,0.0007283321194464676,0.0010980966325036604,0.004727624368754702,0.0007555183468441795,0.002499768046267038
Belgium,Nagano,1998,0.8226248886,0,0,1,1,1,0.0,0.0022371364653243847,0.0011210762331838565,0.0,0.005547238818770304,0.0025673228822408974
Belgium,Seoul,1988,0.6846375553999999,0,0,2,2,2,0.0,0.00129366106080207,0.000652954619653934,0.0,0.002550912341477563,0.0011911510654222556
Belgium,Sydney,2000,0.834773333,0,3,4,7,10,0.0,0.003468780971258672,0.002485707183693761,0.0,0.009458744117216858,0.006579029669904793
Botswana,London,2012,0.619,0,1,0,1,2,0.0,0.00051440329218107,0.0005201560468140442,0.0,7.611472241579588e-05,0.000800753254310908
Brazil,Athens,2004,0.6078013458,18,19,3,40,95,0.02735562310030395,0.020060180541624874,0.023941532258064516,0.05871450811772556,0.06215036659062055,0.06965430951286894
Brazil,Atlanta,1996,0.5351292682,5,14,44,63,87,0.008130081300813009,0.033925686591276254,0.02353896103896104,0.017449930596866947,0.10618498868939989,0.06847084105087042
Brazil,Barcelone,1992,0.4872506392,13,1,0,14,41,0.023131672597864767,0.008177570093457943,0.012094395280235988,0.04964846801492926,0.02441310271014403,0.03482640251678348
Brazil,Beijing,2008,0.656958599,14,34,31,79,141,0.021021021021021023,0.03874448258950466,0.034935579781962336,0.04511828902072805,0.12148871146686269,0.1019743261877364
Brazil,London,2012,0.661305629,14,34,11,59,121,0.022082018927444796,0.030349794238683128,0.03146944083224967,0.04739555281988152,0.09482852843122472,0.0917846605155979
