,Year,Host_Country,Host_City,Summer,Winter,Total_Males,Total_Females,Total_Athletes,Discipline,Sport,Ath_Name,Gender,Home_Adv,Gold,Silver,Bronze,Total_Medals,Ath_Rating,Ath_Rank,NOC,NOC_Males_Sent,NOC_Females_Sent,NOC_Total_Sent,NOC_Gold,NOC_Silver,NOC_Bronze,NOC_Total_Medals,NOC_Rating,NOC_Rank,Country,Education_Index
2773,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"FORD, Michelle",Women,False,1,0,1,2,4,48,AUS,93.0,28.0,121.0,4,2,5,11,21,11,Australia,0.869533333
2774,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"KERRY, Mark",Men,False,1,0,1,2,4,49,AUS,93.0,28.0,121.0,4,2,5,11,21,11,Australia,0.869533333
2775,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"EVANS, Peter",Men,False,1,0,1,2,4,50,AUS,93.0,28.0,121.0,4,2,5,11,21,11,Australia,0.869533333
2776,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"BROOKS, Neil",Men,False,1,0,0,1,3,69,AUS,93.0,28.0,121.0,4,2,5,11,21,11,Australia,0.869533333
2777,1980,RUS,Moscow,True,False,4064,1115,5179,Canoe Sprint,Canoe,"SUMEGI, John",Men,False,0,1,0,1,2,216,AUS,93.0,28.0,121.0,4,2,5,11,21,11,Australia,0.869533333
2778,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"MITCHELL, Rick",Men,False,0,1,0,1,2,217,AUS,93.0,28.0,121.0,4,2,5,11,21,11,Australia,0.869533333
2779,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"BREWER, Graeme",Men,False,0,0,1,1,1,371,AUS,93.0,28.0,121.0,4,2,5,11,21,11,Australia,0.869533333
2780,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"METZKER, Max",Men,False,0,0,1,1,1,372,AUS,93.0,28.0,121.0,4,2,5,11,21,11,Australia,0.869533333
2781,1980,RUS,Moscow,True,False,4064,1115,5179,Dressage,Equestrian,"THEURER-MAX, Elisabeth",Women,False,1,0,0,1,3,70,AUT,63.0,19.0,82.0,1,2,1,4,8,18,Austria,0.591807778
2782,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"FERSTL, Karl",Men,False,0,1,0,1,2,218,AUT,63.0,19.0,82.0,1,2,1,4,8,18,Austria,0.591807778
2783,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"MAYRHOFER, Wolfgang",Men,False,0,1,0,1,2,219,AUT,63.0,19.0,82.0,1,2,1,4,8,18,Austria,0.591807778
2784,1980,RUS,Moscow,True,False,4064,1115,5179,Shooting,Shooting,"PETRITSCH, Gerhard",Men,False,0,0,1,1,1,373,AUT,63.0,19.0,82.0,1,2,1,4,8,18,Austria,0.591807778
2785,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"VAN DE WALLE, Robert",Men,False,1,0,0,1,3,71,BEL,43.0,15.0,58.0,1,0,0,1,3,28,Belgium,0.626016667
2786,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"BJORKSTROM, Lars Sigurd",Men,False,1,0,0,1,3,72,BRA,92.0,15.0,107.0,2,0,2,4,8,19,Brazil,0.361502472
2787,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"PENIDO, Eduardo Henrique",Men,False,1,0,0,1,3,73,BRA,92.0,15.0,107.0,2,0,2,4,8,19,Brazil,0.361502472
2788,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"DE OLIVEIRA, João Carlos",Men,False,0,0,1,1,1,374,BRA,92.0,15.0,107.0,2,0,2,4,8,19,Brazil,0.361502472
2789,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"DELGADO, Ciro Marques",Men,False,0,0,1,1,1,375,BRA,92.0,15.0,107.0,2,0,2,4,8,19,Brazil,0.361502472
2790,1980,RUS,Moscow,True,False,4064,1115,5179,Canoe Sprint,Canoe,"LIUBENOV, Liubomir",Men,False,1,1,0,2,5,27,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2791,1980,RUS,Moscow,True,False,4064,1115,5179,Gymnastics Artistic,Gymnastics,"DELTCHEV, Stoyan",Men,False,1,0,1,2,4,51,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2792,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Greco-Roman,Wrestling,"RAIKOV, Georgi",Men,False,1,0,0,1,3,74,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2793,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Freestyle,Wrestling,"ABILOV, Ismail",Men,False,1,0,0,1,3,75,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2794,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Freestyle,Wrestling,"RAICHEV, Valentin",Men,False,1,0,0,1,3,76,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2795,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"ZLATEV, Asen",Men,False,1,0,0,1,3,77,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2796,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"RUSEV, Yanko",Men,False,1,0,0,1,3,78,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2797,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"LESSOV, Petar",Men,False,1,0,0,1,3,79,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2798,1980,RUS,Moscow,True,False,4064,1115,5179,Rowing,Rowing,"FILIPOVA, Nadezhda",Women,False,0,1,0,1,2,220,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2799,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"VERGOVA-PETKOVA, Maria",Women,False,0,1,0,1,2,221,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2800,1980,RUS,Moscow,True,False,4064,1115,5179,Basketball,Basketball,"BOGDANOVA, Krasimira",Women,False,0,1,0,1,2,222,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2801,1980,RUS,Moscow,True,False,4064,1115,5179,Canoe Sprint,Canoe,"GESHEVA, Vania",Women,False,0,1,0,1,2,223,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2802,1980,RUS,Moscow,True,False,4064,1115,5179,Volleyball,Volleyball,"ANGELOV, Yordan",Men,False,0,1,0,1,2,224,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2803,1980,RUS,Moscow,True,False,4064,1115,5179,Dressage,Equestrian,"GADZHEV, Georgi",Men,False,0,1,0,1,2,225,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2804,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Freestyle,Wrestling,"CHERVENKOV, Slavcho",Men,False,0,1,0,1,2,226,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2805,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"ALEKSANDROV, Rumen",Men,False,0,1,0,1,2,227,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2806,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"BLAGOEV, Blagoi",Men,False,0,1,0,1,2,228,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2807,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Freestyle,Wrestling,"YANKOV, Ivan",Men,False,0,1,0,1,2,229,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2808,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Freestyle,Wrestling,"DOUKOV, Mikho",Men,False,0,1,0,1,2,230,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2809,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"CHRISTOV, Valentin",Men,False,0,1,0,1,2,231,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2810,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"ZAPRIANOV, Dimitar",Men,False,0,1,0,1,2,232,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2811,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Greco-Roman,Wrestling,"TOMOV, Aleksandr",Men,False,0,1,0,1,2,233,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2812,1980,RUS,Moscow,True,False,4064,1115,5179,Volleyball,Volleyball,"BORISOVA, Verka",Women,False,0,0,1,1,1,376,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2813,1980,RUS,Moscow,True,False,4064,1115,5179,Rowing,Rowing,"BAKOVA, Anka",Women,False,0,0,1,1,1,377,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2814,1980,RUS,Moscow,True,False,4064,1115,5179,Rowing,Rowing,"GRUYCHEVA, Stoyanka",Women,False,0,0,1,1,1,378,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2815,1980,RUS,Moscow,True,False,4064,1115,5179,Canoe Sprint,Canoe,"KHRISTOV, Lazar",Men,False,0,0,1,1,1,379,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2816,1980,RUS,Moscow,True,False,4064,1115,5179,Canoe Sprint,Canoe,"ANANIEV, Borislav",Men,False,0,0,1,1,1,380,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2817,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Greco-Roman,Wrestling,"PAVLOV, Pavel",Men,False,0,0,1,1,1,381,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2818,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"KOLEV, Nedelcho",Men,False,0,0,1,1,1,382,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2819,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"PASHEV, Mincho",Men,False,0,0,1,1,1,383,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2820,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"NEDKOV, Ilian",Men,False,0,0,1,1,1,384,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2821,1980,RUS,Moscow,True,False,4064,1115,5179,Shooting,Shooting,"ZAPRYANOV, Petar",Men,False,0,0,1,1,1,385,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2822,1980,RUS,Moscow,True,False,4064,1115,5179,Shooting,Shooting,"DIAKOV, Lubtcho",Men,False,0,0,1,1,1,386,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2823,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Greco-Roman,Wrestling,"MLADENOV, Mladen",Men,False,0,0,1,1,1,387,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2824,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Freestyle,Wrestling,"SELIMOV, Nermedin",Men,False,0,0,1,1,1,388,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2825,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"PETROV, Peter",Men,False,0,0,1,1,1,389,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2826,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"HRISTOV, Ivailo",Men,False,0,0,1,1,1,390,BUL,181.0,88.0,269.0,8,15,16,39,70,3,Bulgaria,0.5785944439999999
2827,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"COLON, Maria",Women,False,1,0,0,1,3,80,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2828,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"GOMEZ, Jose",Men,False,1,0,0,1,3,81,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2829,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"MARTINEZ, Armando",Men,False,1,0,0,1,3,82,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2830,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"ALDAMA CABRERA, Andres",Men,False,1,0,0,1,3,83,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2831,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"HERRERA VERA, Angel",Men,False,1,0,0,1,3,84,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2832,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"HERNÁNDEZ PÉREZ, Juan Bautista",Men,False,1,0,0,1,3,85,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2833,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"NUÑEZ, Daniel",Men,False,1,0,0,1,3,86,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2834,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"STEVENSON, Teófilo",Men,False,1,0,0,1,3,87,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2835,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"AZCUY, Isaac",Men,False,0,1,0,1,2,234,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2836,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"FERRER, Juan",Men,False,0,1,0,1,2,235,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2837,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"HORTA, Adolfo",Men,False,0,1,0,1,2,236,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2838,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"CASAÑAS, Alejandro",Men,False,0,1,0,1,2,237,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2839,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"LEONARD SARRIA, Silvio",Men,False,0,1,0,1,2,238,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2840,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"RODRIGUEZ, Jose",Men,False,0,1,0,1,2,239,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2841,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"RAMOS, Hipolito",Men,False,0,1,0,1,2,240,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2842,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"DELIS, Luis",Men,False,0,0,1,1,1,391,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2843,1980,RUS,Moscow,True,False,4064,1115,5179,Shooting,Shooting,"CASTRILLO, Roberto",Men,False,0,0,1,1,1,392,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2844,1980,RUS,Moscow,True,False,4064,1115,5179,Weightlifting,Weightlifting,"BLANCO, Alberto",Men,False,0,0,1,1,1,393,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2845,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"ROJAS, Ricardo",Men,False,0,0,1,1,1,394,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2846,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"AGUILAR, Jose",Men,False,0,0,1,1,1,395,CUB,176.0,32.0,208.0,8,7,5,20,43,7,Cuba,0.553177778
2847,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"BANDOLOWSKI, Valdemar",Men,False,1,0,0,1,3,88,DEN,55.0,3.0,58.0,2,1,2,5,10,17,Denmark,0.672218889
2848,1980,RUS,Moscow,True,False,4064,1115,5179,Shooting,Shooting,"RASMUSSEN, Hans Kjeld",Men,False,1,0,0,1,3,89,DEN,55.0,3.0,58.0,2,1,2,5,10,17,Denmark,0.672218889
2849,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"DUE, Peter",Men,False,0,1,0,1,2,241,DEN,55.0,3.0,58.0,2,1,2,5,10,17,Denmark,0.672218889
2850,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"NIELSSON, Susanne",Women,False,0,0,1,1,1,396,DEN,55.0,3.0,58.0,2,1,2,5,10,17,Denmark,0.672218889
2851,1980,RUS,Moscow,True,False,4064,1115,5179,Cycling Track,Cycling,"ØRSTED, Hans-Henrik",Men,False,0,0,1,1,1,397,DEN,55.0,3.0,58.0,2,1,2,5,10,17,Denmark,0.672218889
2852,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"ABASCAL, Alejandro",Men,False,1,0,0,1,3,90,ESP,136.0,9.0,145.0,1,4,2,7,13,16,Spain,0.515813333
2853,1980,RUS,Moscow,True,False,4064,1115,5179,Canoe Sprint,Canoe,"MENENDEZ RODRIGUEZ, Herminio",Men,False,0,1,1,2,3,91,ESP,136.0,9.0,145.0,1,4,2,7,13,16,Spain,0.515813333
2854,1980,RUS,Moscow,True,False,4064,1115,5179,Hockey,Hockey,"AMAT, Juan",Men,False,0,1,0,1,2,242,ESP,136.0,9.0,145.0,1,4,2,7,13,16,Spain,0.515813333
2855,1980,RUS,Moscow,True,False,4064,1115,5179,Canoe Sprint,Canoe,"DEL RIEGO, Guillermo",Men,False,0,1,0,1,2,243,ESP,136.0,9.0,145.0,1,4,2,7,13,16,Spain,0.515813333
2856,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"LLOPART, Jorge",Men,False,0,1,0,1,2,244,ESP,136.0,9.0,145.0,1,4,2,7,13,16,Spain,0.515813333
2857,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"LÓPEZ-ZUBERO, David",Men,False,0,0,1,1,1,398,ESP,136.0,9.0,145.0,1,4,2,7,13,16,Spain,0.515813333
2858,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"YIFTER, Miruts",Men,False,2,0,0,2,6,18,ETH,39.0,2.0,41.0,2,0,2,4,8,20,Ethiopia,
2859,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"TURA, Eshetu",Men,False,0,0,1,1,1,399,ETH,39.0,2.0,41.0,2,0,2,4,8,20,Ethiopia,
2860,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"KEDIR, Mohammed",Men,False,0,0,1,1,1,400,ETH,39.0,2.0,41.0,2,0,2,4,8,20,Ethiopia,
2861,1980,RUS,Moscow,True,False,4064,1115,5179,Rowing,Rowing,"KARPPINEN, Pertti",Men,False,1,0,0,1,3,92,FIN,85.0,6.0,91.0,3,1,4,8,15,15,Finland,0.644511111
2862,1980,RUS,Moscow,True,False,4064,1115,5179,Archery,Archery,"POIKOLAINEN, Tomi",Men,False,1,0,0,1,3,93,FIN,85.0,6.0,91.0,3,1,4,8,15,15,Finland,0.644511111
2863,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"RECHARDT, Esko",Men,False,1,0,0,1,3,94,FIN,85.0,6.0,91.0,3,1,4,8,15,15,Finland,0.644511111
2864,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"MAANINKA, Kaarlo",Men,False,0,1,1,2,3,95,FIN,85.0,6.0,91.0,3,1,4,8,15,15,Finland,0.644511111
2865,1980,RUS,Moscow,True,False,4064,1115,5179,Archery,Archery,"MERILUOTO, Päivi",Women,False,0,0,1,1,1,401,FIN,85.0,6.0,91.0,3,1,4,8,15,15,Finland,0.644511111
2866,1980,RUS,Moscow,True,False,4064,1115,5179,Wrestling Greco-Roman,Wrestling,"HUHTALA, Mikko",Men,False,0,0,1,1,1,402,FIN,85.0,6.0,91.0,3,1,4,8,15,15,Finland,0.644511111
2867,1980,RUS,Moscow,True,False,4064,1115,5179,Sailing,Sailing,"LINDGREN, Jouko",Men,False,0,0,1,1,1,403,FIN,85.0,6.0,91.0,3,1,4,8,15,15,Finland,0.644511111
2868,1980,RUS,Moscow,True,False,4064,1115,5179,Fencing,Fencing,"TRINQUET-HACHIN, Pascale",Women,False,2,0,0,2,6,19,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2869,1980,RUS,Moscow,True,False,4064,1115,5179,Fencing,Fencing,"JOLYOT, Pascal",Men,False,1,1,0,2,5,28,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2870,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"PARISI, Angelo",Men,False,1,1,0,2,5,29,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2871,1980,RUS,Moscow,True,False,4064,1115,5179,Fencing,Fencing,"RIBOUD, Philippe",Men,False,1,0,1,2,4,52,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2872,1980,RUS,Moscow,True,False,4064,1115,5179,Fencing,Fencing,"BEGARD, Isabelle",Women,False,1,0,0,1,3,96,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2873,1980,RUS,Moscow,True,False,4064,1115,5179,Fencing,Fencing,"BOISSE, Philippe",Men,False,1,0,0,1,3,97,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2874,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"REY, Thierry",Men,False,1,0,0,1,3,98,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2875,1980,RUS,Moscow,True,False,4064,1115,5179,Cycling Track,Cycling,"CAHARD, Yavé",Men,False,0,1,0,1,2,245,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2876,1980,RUS,Moscow,True,False,4064,1115,5179,Canoe Sprint,Canoe,"LEBAS, Alain",Men,False,0,1,0,1,2,246,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2877,1980,RUS,Moscow,True,False,4064,1115,5179,Cycling Track,Cycling,"BONDUE, Alain",Men,False,0,1,0,1,2,247,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2878,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"TCHOULLOUYAN, Bernard",Men,False,0,0,1,1,1,404,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2879,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"BARRE, Pascal",Men,False,0,0,1,1,1,405,FRA,97.0,23.0,120.0,8,5,3,16,37,9,France,0.543104444
2880,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"COE, Sebastian",Men,False,1,1,0,2,5,30,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2881,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"WELLS, Allan",Men,False,1,1,0,2,5,31,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2882,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"OVETT, Steve",Men,False,1,0,1,2,4,53,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2883,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"GOODHEW, Duncan",Men,False,1,0,1,2,4,54,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2884,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"THOMPSON, Daley",Men,False,1,0,0,1,3,99,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2885,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"CROFT, June",Women,False,0,1,0,1,2,248,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2886,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"DAVIES, Sharron",Women,False,0,1,0,1,2,249,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2887,1980,RUS,Moscow,True,False,4064,1115,5179,Rowing,Rowing,"CLAY, Henry",Men,False,0,1,0,1,2,250,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2888,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"ADAMS, Neil",Men,False,0,1,0,1,2,251,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2889,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"HUBBLE, Philip",Men,False,0,1,0,1,2,252,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2890,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"HOYTE-SMITH, Joslyn",Women,False,0,0,1,1,1,406,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2891,1980,RUS,Moscow,True,False,4064,1115,5179,Athletics,Athletics,"GODDARD-CALLENDER, Beverley",Women,False,0,0,1,1,1,407,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2892,1980,RUS,Moscow,True,False,4064,1115,5179,Judo,Judo,"MAPP, Arthur",Men,False,0,0,1,1,1,408,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2893,1980,RUS,Moscow,True,False,4064,1115,5179,Rowing,Rowing,"CARMICHAEL, Malcolm",Men,False,0,0,1,1,1,409,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2894,1980,RUS,Moscow,True,False,4064,1115,5179,Rowing,Rowing,"BEATTIE, John",Men,False,0,0,1,1,1,410,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2895,1980,RUS,Moscow,True,False,4064,1115,5179,Boxing,Boxing,"WILLIS, Anthony",Men,False,0,0,1,1,1,411,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
2896,1980,RUS,Moscow,True,False,4064,1115,5179,Swimming,Aquatics,"ABRAHAM, Gary",Men,False,0,0,1,1,1,412,GBR,150.0,70.0,220.0,5,7,10,22,39,8,United Kingdom,0.6081333329999999
