Source,Target
EUA,CAN
POL,URS
POL,EUA
URS,EUA
SUI,USA
SUI,DEN
USA,DEN
BEL,DEN
BEL,URS
DEN,URS
USA,URS
USA,POR
URS,POR
ITA,GRE
ITA,ARG
GRE,ARG
EUA,NOR
EUA,DEN
NOR,DEN
URS,USA
URS,FIN
USA,FIN
URS,AUT
URS,SUI
AUT,SUI
JPN,URS
JPN,URS
URS,URS
EUA,URS
EUA,URS
URS,URS
VEN,EUA
VEN,USA
EUA,USA
URS,ROU
URS,ITA
ROU,ITA
USA,AUS
USA,USA
AUS,USA
BRA,AUS
BRA,USA
AUS,USA
USA,AUS
USA,AUS
AUS,AUS
NED,USA
NED,JPN
USA,JPN
USA,USA
USA,AUS
USA,AUS
AUS,AUS
AUS,JPN
AUS,JPN
JPN,USA
JPN,AUS
USA,AUS
AUS,USA
AUS,JPN
USA,JPN
HUN,ITA
HUN,URS
ITA,URS
USA,URS
USA,USA
URS,USA
IRI,USA
IRI,JPN
USA,JPN
ITA,URS
ITA,USA
URS,USA
IRQ,URS
IRQ,SGP
URS,SGP
HUN,URS
HUN,USA
URS,USA
POL,POL
POL,USA
POL,USA
GBR,URS
GBR,URS
URS,URS
URS,EUA
URS,TUR
EUA,TUR
IRI,TUR
IRI,JPN
TUR,JPN
POL,USA
POL,BUL
USA,BUL
URS,TUR
URS,BUL
TUR,BUL
BUL,USA
BUL,URS
USA,URS
PAK,USA
PAK,TUR
USA,TUR
SWE,TUR
SWE,URS
TUR,URS
URS,TUR
URS,IRI
TUR,IRI
TCH,URS
TCH,EUA
URS,EUA
IRI,ROU
IRI,EGY
ROU,EGY
BUL,URS
BUL,ROU
URS,ROU
URS,TUR
URS,HUN
TUR,HUN
SWE,URS
SWE,YUG
URS,YUG
FRA,TUR
FRA,EUA
TUR,EUA
ROU,BUL
ROU,EUA
BUL,EUA
URS,TUR
URS,BUL
TUR,BUL
ITA,USA
ITA,GBR
USA,GBR
GBR,USA
GBR,EUA
USA,EUA
POL,USA
POL,EUA
USA,EUA
EUA,URS
EUA,AUS
URS,AUS
EUA,URS
EUA,GBR
URS,GBR
ROU,URS
ROU,URS
URS,URS
ROU,POL
ROU,GBR
POL,GBR
URS,URS
URS,TCH
URS,TCH
EUA,URS
EUA,POL
URS,POL
USA,URS
USA,EUA
URS,EUA
POL,URS
POL,EUA
URS,EUA
HUN,URS
HUN,EUA
URS,EUA
URS,EUA
URS,USA
EUA,USA
GBR,EUA
GBR,USA
EUA,USA
ITA,URS
ITA,HUN
URS,HUN
ROU,EUA
ROU,URS
EUA,URS
ROU,URS
ROU,TCH
URS,TCH
URS,TCH
URS,URS
TCH,URS
URS,URS
URS,URS
URS,URS
URS,URS
URS,URS
URS,URS
URS,URS
URS,URS
URS,URS
URS,URS
URS,URS
URS,URS
JPN,USA
JPN,GBR
USA,GBR
AUS,USA
AUS,NED
USA,NED
GBR,AUS
GBR,USA
AUS,USA
EUA,GBR
EUA,EUA
GBR,EUA
NED,USA
NED,SWE
USA,SWE
EUA,USA
EUA,AUS
USA,AUS
EUA,USA
EUA,AUS
USA,AUS
