0
CAN
POL
ESP
RSA
SWE
IRQ
SGP
IRI
FIN
BWI
NOR
BUL
MAR
ETH
FRA
USA
YUG
JPN
ARG
DEN
GHA
PAK
AUS
BEL
BRA
GBR
ROU
TUR
EUA
HUN
IND
URS
SUI
AUT
GRE
TPE
EGY
ITA
VEN
POR
NED
NZL
MEX
TCH
