0
TTO
NAM
UKR
TAN
RSA
BAR
IRI
BAH
ZAM
SVK
BDI
KUW
ISL
CHN
JOR
FIN
BWI
HKG
ECU
ETH
BRN
FRA
MNE
USA
CMR
YUG
PRK
CRC
KGZ
PHI
EUA
HUN
IND
AUT
UAE
CHI
NZL
LAT
TCH
CAN
COL
DOM
POL
ERI
INA
TGA
FRG
EST
MKD
GUY
UZB
TUN
BUL
SCG
JPN
PUR
GRN
KOS
SLO
GBR
URS
ISV
SUI
GRE
ISR
GER
NIG
MEX
MAS
SAM
MGL
KAZ
ESP
IOP
SWE
CUB
GDR
CZE
LTU
CYP
THA
RUS
TJK
UGA
KSA
IOA
NOR
SEN
AHO
MAR
GAB
IRL
SUD
MOZ
GEO
BOT
JAM
GUA
AUS
AFG
CIV
DJI
VIE
SYR
TUR
QAT
SUR
KOR
ITA
BLR
MRI
FIJ
LBN
IRQ
SGP
TOG
MDA
ARM
URU
PER
PAN
SRI
CRO
EUN
ALG
ARG
GHA
PAK
BEL
BRA
NGR
PAR
ROU
ZIM
BER
KEN
TPE
EGY
VEN
AZE
POR
NED
SRB
DEN
