Source,Target
POL,HUN
POL,URS
HUN,URS
ITA,HUN
ITA,URS
HUN,URS
JPN,HUN
JPN,BUL
HUN,BUL
GDR,JPN
GDR,URS
JPN,URS
JPN,JPN
JPN,JPN
JPN,JPN
JPN,JPN
JPN,URS
JPN,URS
JPN,JPN
JPN,URS
JPN,URS
URS,JPN
URS,URS
JPN,URS
URS,YUG
URS,FIN
YUG,FIN
JPN,JPN
JPN,URS
JPN,URS
URS,URS
URS,JPN
URS,JPN
IND,PAK
IND,AUS
PAK,AUS
GBR,USA
FRG,CAN
FRG,FRA
CAN,FRA
URS,SWE
URS,HUN
SWE,HUN
FRA,HUN
FRA,URS
HUN,URS
SUI,NZL
SUI,GDR
NZL,GDR
DEN,ITA
DEN,NED
ITA,NED
ITA,GDR
ITA,HUN
GDR,HUN
DEN,GDR
DEN,USA
GDR,USA
USA,URS
USA,NED
URS,NED
URS,FRG
URS,AUS
FRG,AUS
ARG,NED
ARG,FRG
NED,FRG
GBR,SWE
GBR,SUI
SWE,SUI
ITA,URS
ITA,AUT
URS,AUT
ITA,USA
ITA,NOR
USA,NOR
GDR,USA
GDR,DEN
USA,DEN
BRA,GBR
BRA,FRG
GBR,FRG
URS,POL
URS,ROU
POL,ROU
SUI,USA
SUI,URS
USA,URS
GDR,URS
GDR,FRG
URS,FRG
URS,FRG
URS,USA
FRG,USA
NZL,TCH
NZL,HUN
TCH,HUN
FRG,URS
FRG,ITA
URS,ITA
GDR,GBR
GDR,USA
GBR,USA
USA,GDR
USA,USA
GDR,USA
URS,USA
URS,URS
USA,URS
USA,USA
USA,USA
USA,USA
USA,AUS
USA,USA
AUS,USA
AUS,USA
AUS,USA
USA,USA
USA,GDR
USA,USA
GDR,USA
USA,MEX
USA,URS
MEX,URS
USA,USA
USA,GBR
USA,GBR
USA,AUS
USA,USA
AUS,USA
USA,USA
USA,USA
USA,USA
FRA,USA
FRA,CAN
USA,CAN
FRG,USA
FRG,USA
USA,USA
AUS,USA
AUS,URS
USA,URS
URS,USA
URS,GDR
USA,GDR
URS,USA
URS,AUS
USA,AUS
TCH,URS
TCH,JPN
URS,JPN
HUN,YUG
HUN,URS
YUG,URS
USA,URS
USA,BEL
URS,BEL
POL,IRI
POL,HUN
IRI,HUN
JPN,JPN
JPN,URS
JPN,URS
POL,POL
POL,IRI
POL,IRI
HUN,URS
HUN,JPN
URS,JPN
POL,URS
POL,URS
URS,URS
POL,FIN
POL,URS
FIN,URS
FRG,URS
FRG,BUL
URS,BUL
MGL,JPN
MGL,USA
JPN,USA
IRI,JPN
IRI,USA
JPN,USA
IRI,JPN
IRI,BUL
JPN,BUL
MGL,IRI
MGL,BUL
IRI,BUL
MGL,TUR
MGL,FRA
TUR,FRA
BUL,URS
BUL,MGL
URS,MGL
HUN,TUR
HUN,URS
TUR,URS
TCH,BUL
TCH,URS
BUL,URS
URS,HUN
URS,ROU
HUN,ROU
ROU,URS
ROU,JPN
URS,JPN
GRE,JPN
GRE,YUG
JPN,YUG
HUN,GDR
HUN,FRA
GDR,FRA
